id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,clockSec
4017678194,4,"{'id': '615', 'text': 'Jumpball'}",Ivica Zubac vs. Nikola Jokic (Kawhi Leonard gains possession),0,0,1,12:00,False,0,{'id': '12'},"[{'athlete': {'id': '4017837'}}, {'athlete': {'id': '3112335'}}, {'athlete': {'id': '6450'}}]",2025-04-19T19:48:20Z,False,"{'x': -214748340, 'y': -214748365}",720.0
4017678197,7,"{'id': '130', 'text': 'Floating Jump Shot'}",Ivica Zubac misses 8-foot two point shot,0,0,1,11:37,False,0,{'id': '12'},[{'athlete': {'id': '4017837'}}],2025-04-19T19:48:40Z,True,"{'x': 17, 'y': 2}",697.0
4017678198,8,"{'id': '156', 'text': 'Offensive Rebound'}",Ivica Zubac offensive rebound,0,0,1,11:35,False,0,{'id': '12'},[{'athlete': {'id': '4017837'}}],2025-04-19T19:48:42Z,False,"{'x': 17, 'y': 2}",695.0
4017678199,9,"{'id': '130', 'text': 'Floating Jump Shot'}",Ivica Zubac makes 5-foot two point shot,2,0,1,11:34,True,2,{'id': '12'},[{'athlete': {'id': '4017837'}}],2025-04-19T19:48:43Z,True,"{'x': 21, 'y': 4}",694.0
40176781910,10,"{'id': '92', 'text': 'Jump Shot'}",Michael Porter Jr. makes 24-foot three point jumper (Nikola Jokic assists),2,3,1,11:10,True,3,{'id': '7'},"[{'athlete': {'id': '4278104'}}, {'athlete': {'id': '3112335'}}]",2025-04-19T19:49:07Z,True,"{'x': 1, 'y': 1}",670.0
40176781912,12,"{'id': '151', 'text': 'Cutting Dunk Shot'}",Ivica Zubac makes 2-foot dunk (Norman Powell assists),4,3,1,10:52,True,2,{'id': '12'},"[{'athlete': {'id': '4017837'}}, {'athlete': {'id': '2595516'}}]",2025-04-19T19:49:25Z,True,"{'x': 23, 'y': 2}",652.0
40176781914,14,"{'id': '92', 'text': 'Jump Shot'}",Nikola Jokic makes 25-foot three point jumper (Aaron Gordon assists),4,6,1,10:37,True,3,{'id': '7'},"[{'athlete': {'id': '3112335'}}, {'athlete': {'id': '3064290'}}]",2025-04-19T19:49:40Z,True,"{'x': 44, 'y': 18}",637.0
40176781916,16,"{'id': '119', 'text': 'Driving Hook Shot'}",Ivica Zubac makes 6-foot two point shot (Kawhi Leonard assists),6,6,1,10:14,True,2,{'id': '12'},"[{'athlete': {'id': '4017837'}}, {'athlete': {'id': '6450'}}]",2025-04-19T19:50:02Z,True,"{'x': 31, 'y': 2}",614.0
40176781918,18,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",Nikola Jokic misses driving floating jump shot,6,6,1,9:52,False,0,{'id': '7'},[{'athlete': {'id': '3112335'}}],2025-04-19T19:50:25Z,True,"{'x': 21, 'y': 5}",592.0
40176781919,19,"{'id': '156', 'text': 'Offensive Rebound'}",Jamal Murray offensive rebound,6,6,1,9:50,False,0,{'id': '7'},[{'athlete': {'id': '3936299'}}],2025-04-19T19:50:27Z,False,"{'x': 21, 'y': 5}",590.0
40176781920,20,"{'id': '110', 'text': 'Driving Layup Shot'}",Jamal Murray makes driving layup,6,8,1,9:44,True,2,{'id': '7'},[{'athlete': {'id': '3936299'}}],2025-04-19T19:50:33Z,True,"{'x': 21, 'y': 4}",584.0
40176781922,22,"{'id': '114', 'text': 'Turnaround Jump Shot'}",Kawhi Leonard makes 12-foot two point shot (James Harden assists),8,8,1,9:27,True,2,{'id': '12'},"[{'athlete': {'id': '6450'}}, {'athlete': {'id': '3992'}}]",2025-04-19T19:50:49Z,True,"{'x': 29, 'y': 12}",567.0
40176781924,24,"{'id': '62', 'text': 'Bad Pass\nTurnover'}",Nikola Jokic bad pass (Kawhi Leonard steals),8,8,1,9:16,False,0,{'id': '7'},"[{'athlete': {'id': '3112335'}}, {'athlete': {'id': '6450'}}]",2025-04-19T19:51:00Z,False,"{'x': 29, 'y': 7}",556.0
