id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,clockSec
4018100564,4,"{'id': '615', 'text': 'Jumpball'}",Jarrett Allen vs. Kel'el Ware (Norman Powell gains possession),0,0,1,12:00,False,0,{'id': '14'},"[{'athlete': {'id': '5105623'}}, {'athlete': {'id': '4066328'}}, {'athlete': {'id': '2595516'}}]",2025-11-11T00:43:23Z,False,"{'x': -214748340, 'y': -214748365}",0,720.0
4018100567,7,"{'id': '110', 'text': 'Driving Layup Shot'}",Norman Powell misses driving layup,0,0,1,11:45,False,0,{'id': '14'},[{'athlete': {'id': '2595516'}}],2025-11-11T00:43:35Z,True,"{'x': 30, 'y': 5}",2,705.0
4018100568,8,"{'id': '155', 'text': 'Defensive Rebound'}",Darius Garland defensive rebound,0,0,1,11:42,False,0,{'id': '5'},[{'athlete': {'id': '4396907'}}],2025-11-11T00:43:38Z,False,"{'x': 30, 'y': 5}",0,702.0
4018100569,9,"{'id': '92', 'text': 'Jump Shot'}",De'Andre Hunter makes 23-foot three point jumper (Jarrett Allen assists),3,0,1,11:34,True,3,{'id': '5'},"[{'athlete': {'id': '4065732'}}, {'athlete': {'id': '4066328'}}]",2025-11-11T00:43:45Z,True,"{'x': 48, 'y': 6}",3,694.0
40181005611,11,"{'id': '92', 'text': 'Jump Shot'}",Norman Powell misses 28-foot three point jumper,3,0,1,11:08,False,0,{'id': '14'},[{'athlete': {'id': '2595516'}}],2025-11-11T00:44:12Z,True,"{'x': 24, 'y': 29}",3,668.0
40181005612,12,"{'id': '155', 'text': 'Defensive Rebound'}",Donovan Mitchell defensive rebound,3,0,1,11:04,False,0,{'id': '5'},[{'athlete': {'id': '3908809'}}],2025-11-11T00:44:16Z,False,"{'x': 24, 'y': 29}",0,664.0
40181005613,13,"{'id': '92', 'text': 'Jump Shot'}",Donovan Mitchell misses 26-foot three point jumper,3,0,1,10:57,False,0,{'id': '5'},[{'athlete': {'id': '3908809'}}],2025-11-11T00:44:22Z,True,"{'x': 42, 'y': 21}",3,657.0
40181005614,14,"{'id': '155', 'text': 'Defensive Rebound'}",Andrew Wiggins defensive rebound,3,0,1,10:55,False,0,{'id': '14'},[{'athlete': {'id': '3059319'}}],2025-11-11T00:44:24Z,False,"{'x': 42, 'y': 21}",0,655.0
40181005615,15,"{'id': '45', 'text': 'Personal Foul'}",De'Andre Hunter personal foul,3,0,1,10:49,False,0,{'id': '5'},[{'athlete': {'id': '4065732'}}],2025-11-11T00:44:32Z,False,"{'x': 12, 'y': 21}",0,649.0
40181005617,17,"{'id': '92', 'text': 'Jump Shot'}",Kel'el Ware misses 23-foot three point jumper,3,0,1,10:42,False,0,{'id': '14'},[{'athlete': {'id': '5105623'}}],2025-11-11T00:45:00Z,True,"{'x': 48, 'y': 1}",3,642.0
40181005618,18,"{'id': '155', 'text': 'Defensive Rebound'}",De'Andre Hunter defensive rebound,3,0,1,10:39,False,0,{'id': '5'},[{'athlete': {'id': '4065732'}}],2025-11-11T00:45:03Z,False,"{'x': 48, 'y': 1}",0,639.0
40181005619,19,"{'id': '92', 'text': 'Jump Shot'}",De'Andre Hunter misses 25-foot three point jumper,3,0,1,10:31,False,0,{'id': '5'},[{'athlete': {'id': '4065732'}}],2025-11-11T00:45:11Z,True,"{'x': 38, 'y': 22}",3,631.0
40181005620,20,"{'id': '155', 'text': 'Defensive Rebound'}",Kel'el Ware defensive rebound,3,0,1,10:27,False,0,{'id': '14'},[{'athlete': {'id': '5105623'}}],2025-11-11T00:45:15Z,False,"{'x': 38, 'y': 22}",0,627.0
40181005621,21,"{'id': '141', 'text': 'Cutting Layup Shot'}",Pelle Larsson misses layup,3,0,1,10:20,False,0,{'id': '14'},[{'athlete': {'id': '4601025'}}],2025-11-11T00:45:22Z,True,"{'x': 22, 'y': 2}",2,620.0
40181005623,23,"{'id': '155', 'text': 'Defensive Rebound'}",Darius Garland defensive rebound,3,0,1,10:17,False,0,{'id': '5'},[{'athlete': {'id': '4396907'}}],2025-11-11T00:45:25Z,False,"{'x': 22, 'y': 2}",0,617.0
40181005624,24,"{'id': '129', 'text': 'Running Finger Roll Layup'}",De'Andre Hunter makes two point shot (Jarrett Allen assists),5,0,1,10:13,True,2,{'id': '5'},"[{'athlete': {'id': '4065732'}}, {'athlete': {'id': '4066328'}}]",2025-11-11T00:45:29Z,True,"{'x': 26, 'y': 3}",2,613.0
40181005626,26,"{'id': '114', 'text': 'Turnaround Jump Shot'}",Andrew Wiggins misses 12-foot two point shot,5,0,1,9:59,False,0,{'id': '14'},[{'athlete': {'id': '3059319'}}],2025-11-11T00:45:44Z,True,"{'x': 37, 'y': 4}",2,599.0
40181005627,27,"{'id': '156', 'text': 'Offensive Rebound'}",Kel'el Ware offensive rebound,5,0,1,9:59,False,0,{'id': '14'},[{'athlete': {'id': '5105623'}}],2025-11-11T00:45:44Z,False,"{'x': 37, 'y': 4}",0,599.0
40181005628,28,"{'id': '120', 'text': 'Turnaround Hook Shot'}",Kel'el Ware misses 8-foot two point shot,5,0,1,9:54,False,0,{'id': '14'},[{'athlete': {'id': '5105623'}}],2025-11-11T00:45:48Z,True,"{'x': 33, 'y': 0}",2,594.0
40181005629,29,"{'id': '155', 'text': 'Defensive Rebound'}",Jarrett Allen defensive rebound,5,0,1,9:51,False,0,{'id': '5'},[{'athlete': {'id': '4066328'}}],2025-11-11T00:45:51Z,False,"{'x': 33, 'y': 0}",0,591.0
40181005630,30,"{'id': '45', 'text': 'Personal Foul'}",Davion Mitchell personal foul,5,0,1,9:45,False,0,{'id': '14'},[{'athlete': {'id': '4278053'}}],2025-11-11T00:45:59Z,False,"{'x': 13, 'y': 13}",0,585.0
40181005632,32,"{'id': '110', 'text': 'Driving Layup Shot'}",Jarrett Allen makes driving layup (De'Andre Hunter assists),7,0,1,9:41,True,2,{'id': '5'},"[{'athlete': {'id': '4066328'}}, {'athlete': {'id': '4065732'}}]",2025-11-11T00:46:24Z,True,"{'x': 31, 'y': 5}",2,581.0
40181005634,34,"{'id': '128', 'text': 'Driving Finger Roll Layup'}",Andrew Wiggins makes 7-foot two point shot,7,2,1,9:29,True,2,{'id': '14'},[{'athlete': {'id': '3059319'}}],2025-11-11T00:46:37Z,True,"{'x': 30, 'y': 5}",2,569.0
40181005635,35,"{'id': '131', 'text': 'Pullup Jump Shot'}",Darius Garland misses 23-foot three point pullup jump shot,7,2,1,9:11,False,0,{'id': '5'},[{'athlete': {'id': '4396907'}}],2025-11-11T00:46:54Z,True,"{'x': 2, 'y': -1}",3,551.0
40181005636,36,"{'id': '156', 'text': 'Offensive Rebound'}",Evan Mobley offensive rebound,7,2,1,9:08,False,0,{'id': '5'},[{'athlete': {'id': '4432158'}}],2025-11-11T00:46:57Z,False,"{'x': 2, 'y': -1}",0,548.0
40181005637,37,"{'id': '125', 'text': 'Layup Shot Putback'}",Evan Mobley misses two point shot,7,2,1,9:07,False,0,{'id': '5'},[{'athlete': {'id': '4432158'}}],2025-11-11T00:46:59Z,True,"{'x': 25, 'y': 3}",2,547.0
40181005638,38,"{'id': '155', 'text': 'Defensive Rebound'}",Kel'el Ware defensive rebound,7,2,1,9:07,False,0,{'id': '14'},[{'athlete': {'id': '5105623'}}],2025-11-11T00:46:59Z,False,"{'x': 25, 'y': 3}",0,547.0
40181005639,39,"{'id': '113', 'text': 'Running Jump Shot'}",Davion Mitchell misses 24-foot three point shot,7,2,1,9:02,False,0,{'id': '14'},[{'athlete': {'id': '4278053'}}],2025-11-11T00:47:04Z,True,"{'x': 48, 'y': 9}",3,542.0
40181005640,40,"{'id': '155', 'text': 'Defensive Rebound'}",Donovan Mitchell defensive rebound,7,2,1,8:58,False,0,{'id': '5'},[{'athlete': {'id': '3908809'}}],2025-11-11T00:47:08Z,False,"{'x': 48, 'y': 9}",0,538.0
40181005641,41,"{'id': '128', 'text': 'Driving Finger Roll Layup'}",Darius Garland misses two point shot,7,2,1,8:51,False,0,{'id': '5'},[{'athlete': {'id': '4396907'}}],2025-11-11T00:47:16Z,True,"{'x': 22, 'y': 4}",2,531.0
40181005642,42,"{'id': '156', 'text': 'Offensive Rebound'}",Evan Mobley offensive rebound,7,2,1,8:49,False,0,{'id': '5'},[{'athlete': {'id': '4432158'}}],2025-11-11T00:47:17Z,False,"{'x': 22, 'y': 4}",0,529.0
40181005643,43,"{'id': '92', 'text': 'Jump Shot'}",De'Andre Hunter misses 26-foot three point jumper,7,2,1,8:45,False,0,{'id': '5'},[{'athlete': {'id': '4065732'}}],2025-11-11T00:47:21Z,True,"{'x': 4, 'y': 17}",3,525.0
40181005644,44,"{'id': '155', 'text': 'Defensive Rebound'}",Norman Powell defensive rebound,7,2,1,8:41,False,0,{'id': '14'},[{'athlete': {'id': '2595516'}}],2025-11-11T00:47:25Z,False,"{'x': 4, 'y': 17}",0,521.0
40181005645,45,"{'id': '110', 'text': 'Driving Layup Shot'}",Jarrett Allen blocks Kel'el Ware 's 6-foot driving layup,7,2,1,8:31,False,0,{'id': '14'},"[{'athlete': {'id': '5105623'}}, {'athlete': {'id': '4066328'}}]",2025-11-11T00:47:34Z,True,"{'x': 21, 'y': 5}",2,511.0
40181005647,47,"{'id': '155', 'text': 'Defensive Rebound'}",Jarrett Allen defensive rebound,7,2,1,8:29,False,0,{'id': '5'},[{'athlete': {'id': '4066328'}}],2025-11-11T00:47:36Z,False,"{'x': 21, 'y': 5}",0,509.0
40181005648,48,"{'id': '146', 'text': 'Running Pullup Jump Shot'}",Donovan Mitchell misses running pullup jump shot,7,2,1,8:26,False,0,{'id': '5'},[{'athlete': {'id': '3908809'}}],2025-11-11T00:47:40Z,True,"{'x': 32, 'y': 24}",3,506.0
40181005649,49,"{'id': '156', 'text': 'Offensive Rebound'}",Evan Mobley offensive rebound,7,2,1,8:22,False,0,{'id': '5'},[{'athlete': {'id': '4432158'}}],2025-11-11T00:47:44Z,False,"{'x': 32, 'y': 24}",0,502.0
40181005650,50,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",De'Andre Hunter misses driving floating jump shot,7,2,1,8:19,False,0,{'id': '5'},[{'athlete': {'id': '4065732'}}],2025-11-11T00:47:47Z,True,"{'x': 20, 'y': 6}",2,499.0
40181005651,51,"{'id': '155', 'text': 'Defensive Rebound'}",Kel'el Ware defensive rebound,7,2,1,8:16,False,0,{'id': '14'},[{'athlete': {'id': '5105623'}}],2025-11-11T00:47:50Z,False,"{'x': 20, 'y': 6}",0,496.0
40181005652,52,"{'id': '90', 'text': 'Out of Bounds - Bad Pass Turnover'}",Davion Mitchell out of bounds bad pass turnover,7,2,1,8:13,False,0,{'id': '14'},[{'athlete': {'id': '4278053'}}],2025-11-11T00:47:55Z,False,"{'x': 34, 'y': 31}",0,493.0
40181005653,53,"{'id': '151', 'text': 'Cutting Dunk Shot'}",Evan Mobley makes 4-foot dunk (Donovan Mitchell assists),9,2,1,8:01,True,2,{'id': '5'},"[{'athlete': {'id': '4432158'}}, {'athlete': {'id': '3908809'}}]",2025-11-11T00:48:21Z,True,"{'x': 21, 'y': 1}",2,481.0
40181005655,55,"{'id': '92', 'text': 'Jump Shot'}",Norman Powell makes 25-foot three point jumper (Pelle Larsson assists),9,5,1,7:49,True,3,{'id': '14'},"[{'athlete': {'id': '2595516'}}, {'athlete': {'id': '4601025'}}]",2025-11-11T00:48:33Z,True,"{'x': 8, 'y': 19}",3,469.0
40181005657,57,"{'id': '133', 'text': 'Pullup Bank Jump Shot'}",Donovan Mitchell makes 19-foot two point shot,11,5,1,7:35,True,2,{'id': '5'},[{'athlete': {'id': '3908809'}}],2025-11-11T00:48:47Z,True,"{'x': 40, 'y': 13}",2,455.0
40181005658,58,"{'id': '92', 'text': 'Jump Shot'}",Andrew Wiggins misses 26-foot three point jumper,11,5,1,7:18,False,0,{'id': '14'},[{'athlete': {'id': '3059319'}}],2025-11-11T00:49:04Z,True,"{'x': 19, 'y': 26}",3,438.0
