id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,clockSec
4017054734,4,"{'id': '615', 'text': 'Jumpball'}",Naz Reid vs. Bam Adebayo (Kevin Love gains possession),0,0,1,12:00,False,0,{'id': '14'},"[{'athlete': {'id': '4066261'}}, {'athlete': {'id': '4396971'}}, {'athlete': {'id': '3449'}}]",2025-03-08T01:13:12Z,False,"{'x': -214748340, 'y': -214748365}",720.0
4017054737,7,"{'id': '142', 'text': 'Cutting Finger Roll Layup Shot'}",Pelle Larsson makes layup (Davion Mitchell assists),0,2,1,11:44,True,2,{'id': '14'},"[{'athlete': {'id': '4601025'}}, {'athlete': {'id': '4278053'}}]",2025-03-08T01:13:23Z,True,"{'x': 26, 'y': 2}",704.0
4017054739,9,"{'id': '44', 'text': 'Shooting Foul'}",Anthony Edwards shooting foul,0,2,1,11:44,False,0,{'id': '16'},[{'athlete': {'id': '4594268'}}],2025-03-08T01:13:31Z,False,"{'x': 26, 'y': 2}",704.0
40170547311,11,"{'id': '97', 'text': 'Free Throw - 1 of 1'}",Pelle Larsson makes free throw 1 of 1,0,3,1,11:44,True,1,{'id': '14'},[{'athlete': {'id': '4601025'}}],2025-03-08T01:13:51Z,True,"{'x': -214748340, 'y': -214748365}",704.0
40170547312,12,"{'id': '131', 'text': 'Pullup Jump Shot'}",Julius Randle makes 17-foot pullup jump shot,2,3,1,11:22,True,2,{'id': '16'},[{'athlete': {'id': '3064514'}}],2025-03-08T01:14:12Z,True,"{'x': 36, 'y': 14}",682.0
40170547313,13,"{'id': '137', 'text': 'Turnaround Fade Away Jump Shot'}",Naz Reid blocks Kevin Love's two point shot,2,3,1,11:01,False,0,{'id': '14'},"[{'athlete': {'id': '3449'}}, {'athlete': {'id': '4396971'}}]",2025-03-08T01:14:33Z,True,"{'x': 25, 'y': 15}",661.0
40170547315,15,"{'id': '155', 'text': 'Defensive Rebound'}",Julius Randle defensive rebound,2,3,1,10:57,False,0,{'id': '16'},[{'athlete': {'id': '3064514'}}],2025-03-08T01:14:37Z,False,"{'x': 25, 'y': 15}",657.0
40170547316,16,"{'id': '92', 'text': 'Jump Shot'}",Naz Reid makes 23-foot three point jumper (Jaden McDaniels assists),5,3,1,10:51,True,3,{'id': '16'},"[{'athlete': {'id': '4396971'}}, {'athlete': {'id': '4431671'}}]",2025-03-08T01:14:44Z,True,"{'x': 2, 'y': 4}",651.0
40170547318,18,"{'id': '151', 'text': 'Cutting Dunk Shot'}",Bam Adebayo makes 1-foot dunk (Tyler Herro assists),5,5,1,10:40,True,2,{'id': '14'},"[{'athlete': {'id': '4066261'}}, {'athlete': {'id': '4395725'}}]",2025-03-08T01:14:55Z,True,"{'x': 26, 'y': 1}",640.0
40170547320,20,"{'id': '128', 'text': 'Driving Finger Roll Layup'}",Mike Conley makes 1-foot two point shot (Julius Randle assists),7,5,1,10:23,True,2,{'id': '16'},"[{'athlete': {'id': '3195'}}, {'athlete': {'id': '3064514'}}]",2025-03-08T01:15:12Z,True,"{'x': 24, 'y': 1}",623.0
