id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,clockSec
4018097774,4,"{'id': '615', 'text': 'Jumpball'}",Nikola Vucevic vs. Myles Turner (Josh Giddey gains possession),0,0,1,12:00,False,0,{'id': '4'},"[{'athlete': {'id': '6478'}}, {'athlete': {'id': '3133628'}}, {'athlete': {'id': '4871145'}}]",2025-11-08T01:10:59Z,False,"{'x': -214748340, 'y': -214748365}",0,720.0
4018097777,7,"{'id': '92', 'text': 'Jump Shot'}",Isaac Okoro misses 22-foot three point jumper,0,0,1,11:42,False,0,{'id': '4'},[{'athlete': {'id': '4432822'}}],2025-11-08T01:11:14Z,True,"{'x': 48, 'y': 4}",3,702.0
4018097778,8,"{'id': '155', 'text': 'Defensive Rebound'}",AJ Green defensive rebound,0,0,1,11:37,False,0,{'id': '15'},[{'athlete': {'id': '4397475'}}],2025-11-08T01:11:19Z,False,"{'x': 48, 'y': 4}",0,697.0
4018097779,9,"{'id': '62', 'text': 'Bad Pass\nTurnover'}",Giannis Antetokounmpo bad pass (Isaac Okoro steals),0,0,1,11:21,False,0,{'id': '15'},"[{'athlete': {'id': '3032977'}}, {'athlete': {'id': '4432822'}}]",2025-11-08T01:11:34Z,False,"{'x': 8, 'y': 12}",0,681.0
40180977711,11,"{'id': '127', 'text': 'Layup Running Reverse'}",Matas Buzelis makes two point shot (Josh Giddey assists),2,0,1,11:15,True,2,{'id': '4'},"[{'athlete': {'id': '4711294'}}, {'athlete': {'id': '4871145'}}]",2025-11-08T01:11:40Z,True,"{'x': 24, 'y': 2}",2,675.0
40180977713,13,"{'id': '44', 'text': 'Shooting Foul'}",Isaac Okoro shooting foul,2,0,1,10:57,False,0,{'id': '4'},[{'athlete': {'id': '4432822'}}],2025-11-08T01:12:00Z,False,"{'x': 21, 'y': 2}",0,657.0
40180977715,15,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Giannis Antetokounmpo misses free throw 1 of 2,2,0,1,10:57,False,0,{'id': '15'},[{'athlete': {'id': '3032977'}}],2025-11-08T01:12:36Z,True,"{'x': -214748340, 'y': -214748365}",1,657.0
40180977717,17,"{'id': '156', 'text': 'Offensive Rebound'}",Bucks offensive team rebound,2,0,1,10:57,False,0,{'id': '15'},,2025-11-08T01:12:36Z,False,"{'x': -214748340, 'y': -214748365}",0,657.0
40180977718,18,"{'id': '99', 'text': 'Free Throw - 2 of 2'}",Giannis Antetokounmpo makes free throw 2 of 2,2,1,1,10:57,True,1,{'id': '15'},[{'athlete': {'id': '3032977'}}],2025-11-08T01:12:36Z,True,"{'x': -214748340, 'y': -214748365}",1,657.0
40180977719,19,"{'id': '110', 'text': 'Driving Layup Shot'}",Myles Turner blocks Josh Giddey 's 1-foot driving layup,2,1,1,10:47,False,0,{'id': '4'},"[{'athlete': {'id': '4871145'}}, {'athlete': {'id': '3133628'}}]",2025-11-08T01:13:10Z,True,"{'x': 25, 'y': 2}",2,647.0
40180977721,21,"{'id': '155', 'text': 'Defensive Rebound'}",Ryan Rollins defensive rebound,2,1,1,10:43,False,0,{'id': '15'},[{'athlete': {'id': '4591725'}}],2025-11-08T01:13:14Z,False,"{'x': 25, 'y': 2}",0,643.0
40180977722,22,"{'id': '132', 'text': 'Step Back Jump Shot'}",Ryan Rollins misses 25-foot three point step back jumpshot,2,1,1,10:39,False,0,{'id': '15'},[{'athlete': {'id': '4591725'}}],2025-11-08T01:13:17Z,True,"{'x': 24, 'y': 26}",3,639.0
40180977723,23,"{'id': '155', 'text': 'Defensive Rebound'}",Tre Jones defensive rebound,2,1,1,10:35,False,0,{'id': '4'},[{'athlete': {'id': '4395626'}}],2025-11-08T01:13:21Z,False,"{'x': 24, 'y': 26}",0,635.0
40180977724,24,"{'id': '45', 'text': 'Personal Foul'}",AJ Green personal foul,2,1,1,10:34,False,0,{'id': '15'},[{'athlete': {'id': '4397475'}}],2025-11-08T01:13:27Z,False,"{'x': 16, 'y': 9}",0,634.0
