id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,clockSec
4018100524,4,"{'id': '615', 'text': 'Jumpball'}",Rudy Gobert vs. Domantas Sabonis (Jaden McDaniels gains possession),0,0,1,12:00,False,0,{'id': '16'},"[{'athlete': {'id': '3032976'}}, {'athlete': {'id': '3155942'}}, {'athlete': {'id': '4431671'}}]",2025-11-10T02:10:33Z,False,"{'x': -214748340, 'y': -214748365}",0,720.0
4018100527,7,"{'id': '131', 'text': 'Pullup Jump Shot'}",Anthony Edwards misses 25-foot three point pullup jump shot,0,0,1,11:46,False,0,{'id': '16'},[{'athlete': {'id': '4594268'}}],2025-11-10T02:10:41Z,True,"{'x': 14, 'y': 23}",3,706.0
4018100528,8,"{'id': '155', 'text': 'Defensive Rebound'}",Precious Achiuwa defensive rebound,0,0,1,11:42,False,0,{'id': '23'},[{'athlete': {'id': '4431679'}}],2025-11-10T02:10:45Z,False,"{'x': 14, 'y': 23}",0,702.0
4018100529,9,"{'id': '92', 'text': 'Jump Shot'}",Rudy Gobert blocks Domantas Sabonis 's 17-foot jumper,0,0,1,11:23,False,0,{'id': '23'},"[{'athlete': {'id': '3155942'}}, {'athlete': {'id': '3032976'}}]",2025-11-10T02:11:05Z,True,"{'x': 17, 'y': 16}",2,683.0
40181005211,11,"{'id': '155', 'text': 'Defensive Rebound'}",Rudy Gobert defensive rebound,0,0,1,11:19,False,0,{'id': '16'},[{'athlete': {'id': '3032976'}}],2025-11-10T02:11:09Z,False,"{'x': 17, 'y': 16}",0,679.0
40181005212,12,"{'id': '109', 'text': 'Running Layup Shot'}",Rudy Gobert makes two point shot,2,0,1,11:17,True,2,{'id': '16'},[{'athlete': {'id': '3032976'}}],2025-11-10T02:11:10Z,True,"{'x': 26, 'y': 0}",2,677.0
40181005213,13,"{'id': '121', 'text': 'Fade Away Jump Shot'}",Zach LaVine makes 26-foot three point shot,2,3,1,10:59,True,3,{'id': '23'},[{'athlete': {'id': '3064440'}}],2025-11-10T02:11:28Z,True,"{'x': 35, 'y': 24}",3,659.0
40181005214,14,"{'id': '92', 'text': 'Jump Shot'}",Julius Randle misses 23-foot three point jumper,2,3,1,10:43,False,0,{'id': '16'},[{'athlete': {'id': '3064514'}}],2025-11-10T02:11:44Z,True,"{'x': 46, 'y': 11}",3,643.0
40181005215,15,"{'id': '155', 'text': 'Defensive Rebound'}",Domantas Sabonis defensive rebound,2,3,1,10:40,False,0,{'id': '23'},[{'athlete': {'id': '3155942'}}],2025-11-10T02:11:47Z,False,"{'x': 46, 'y': 11}",0,640.0
40181005216,16,"{'id': '92', 'text': 'Jump Shot'}",DeMar DeRozan makes 25-foot three point jumper (Dennis Schroder assists),2,6,1,10:26,True,3,{'id': '23'},"[{'athlete': {'id': '3978'}}, {'athlete': {'id': '3032979'}}]",2025-11-10T02:12:02Z,True,"{'x': 5, 'y': 16}",3,626.0
40181005218,18,"{'id': '32', 'text': 'Flagrant Foul Type 1'}",Julius Randle flagrant foul type 1,2,6,1,10:26,False,0,{'id': '16'},[{'athlete': {'id': '3064514'}}],2025-11-10T02:12:06Z,False,"{'x': 5, 'y': 16}",0,626.0
40181005220,20,"{'id': '279', 'text': 'Ref-Initiated Review (Overturned)'}",(10:26) [Timberwolves] REF-INITIATED REVIEW (CALL OVERTURNED),2,6,1,10:26,False,0,,,2025-11-10T02:12:41Z,False,"{'x': -214748340, 'y': -214748365}",0,626.0
40181005221,21,"{'id': '106', 'text': 'Free Throw - Flagrant 1 of 1'}",DeMar DeRozan makes free throw flagrant 1 of 1,2,7,1,10:26,True,1,{'id': '23'},[{'athlete': {'id': '3978'}}],2025-11-10T02:14:20Z,True,"{'x': -214748340, 'y': -214748365}",1,626.0
40181005222,22,"{'id': '62', 'text': 'Bad Pass\nTurnover'}",Zach LaVine bad pass (Anthony Edwards steals),2,7,1,10:17,False,0,{'id': '23'},"[{'athlete': {'id': '3064440'}}, {'athlete': {'id': '4594268'}}]",2025-11-10T02:14:47Z,False,"{'x': 23, 'y': 7}",0,617.0
40181005224,24,"{'id': '149', 'text': 'Running Alley Oop Dunk Shot'}",Rudy Gobert makes 1-foot dunk (Anthony Edwards assists),4,7,1,10:11,True,2,{'id': '16'},"[{'athlete': {'id': '3032976'}}, {'athlete': {'id': '4594268'}}]",2025-11-10T02:14:52Z,True,"{'x': 26, 'y': -1}",2,611.0
40181005226,26,"{'id': '93', 'text': 'Hook Shot'}",Domantas Sabonis misses 4-foot hook shot,4,7,1,9:57,False,0,{'id': '23'},[{'athlete': {'id': '3155942'}}],2025-11-10T02:15:06Z,True,"{'x': 28, 'y': 3}",2,597.0
