id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,clockSec
4018100484,4,"{'id': '615', 'text': 'Jumpball'}",Neemias Queta vs. Wendell Carter Jr. (Franz Wagner gains possession),0,0,1,12:00,False,0,{'id': '19'},"[{'athlete': {'id': '4277847'}}, {'athlete': {'id': '4397424'}}, {'athlete': {'id': '4566434'}}]",2025-11-09T23:12:05Z,False,"{'x': -214748340, 'y': -214748365}",0,720.0
4018100488,8,"{'id': '44', 'text': 'Shooting Foul'}",Payton Pritchard shooting foul,0,0,1,11:34,False,0,{'id': '2'},[{'athlete': {'id': '4066354'}}],2025-11-09T23:12:44Z,False,"{'x': 35, 'y': 25}",0,694.0
40181004810,10,"{'id': '100', 'text': 'Free Throw - 1 of 3'}",Jalen Suggs makes free throw 1 of 3,0,1,1,11:34,True,1,{'id': '19'},[{'athlete': {'id': '4432165'}}],2025-11-09T23:13:10Z,True,"{'x': -214748340, 'y': -214748365}",1,694.0
40181004811,11,"{'id': '101', 'text': 'Free Throw - 2 of 3'}",Jalen Suggs makes free throw 2 of 3,0,2,1,11:34,True,1,{'id': '19'},[{'athlete': {'id': '4432165'}}],2025-11-09T23:13:26Z,True,"{'x': -214748340, 'y': -214748365}",1,694.0
40181004812,12,"{'id': '102', 'text': 'Free Throw - 3 of 3'}",Jalen Suggs makes free throw 3 of 3,0,3,1,11:34,True,1,{'id': '19'},[{'athlete': {'id': '4432165'}}],2025-11-09T23:13:42Z,True,"{'x': -214748340, 'y': -214748365}",1,694.0
40181004813,13,"{'id': '43', 'text': 'Loose Ball Foul'}",Paolo Banchero loose ball foul,0,3,1,11:20,False,0,{'id': '19'},[{'athlete': {'id': '4432573'}}],2025-11-09T23:14:00Z,False,"{'x': 24, 'y': 3}",0,680.0
40181004815,15,"{'id': '90', 'text': 'Out of Bounds - Bad Pass Turnover'}",Payton Pritchard out of bounds bad pass turnover,0,3,1,11:13,False,0,{'id': '2'},[{'athlete': {'id': '4066354'}}],2025-11-09T23:14:27Z,False,"{'x': 2, 'y': 11}",0,673.0
40181004816,16,"{'id': '92', 'text': 'Jump Shot'}",Wendell Carter Jr. makes 25-foot three point jumper (Paolo Banchero assists),0,6,1,10:59,True,3,{'id': '19'},"[{'athlete': {'id': '4277847'}}, {'athlete': {'id': '4432573'}}]",2025-11-09T23:14:48Z,True,"{'x': 21, 'y': 25}",3,659.0
40181004818,18,"{'id': '131', 'text': 'Pullup Jump Shot'}",Jaylen Brown misses 21-foot pullup jump shot,0,6,1,10:42,False,0,{'id': '2'},[{'athlete': {'id': '3917376'}}],2025-11-09T23:15:05Z,True,"{'x': 38, 'y': 18}",2,642.0
40181004819,19,"{'id': '155', 'text': 'Defensive Rebound'}",Paolo Banchero defensive rebound,0,6,1,10:39,False,0,{'id': '19'},[{'athlete': {'id': '4432573'}}],2025-11-09T23:15:08Z,False,"{'x': 38, 'y': 18}",0,639.0
40181004820,20,"{'id': '109', 'text': 'Running Layup Shot'}",Desmond Bane makes two point shot (Franz Wagner assists),0,8,1,10:35,True,2,{'id': '19'},"[{'athlete': {'id': '4066320'}}, {'athlete': {'id': '4566434'}}]",2025-11-09T23:15:11Z,True,"{'x': 26, 'y': 2}",2,635.0
