id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,shortDescription,clockSec
4018106834,4,"{'id': '615', 'text': 'Jumpball'}",Victor Wembanyama vs. Jalen Duren (Devin Vassell gains possession),0,0,1,12:00,False,0,{'id': '24'},"[{'athlete': {'id': '5104157'}}, {'athlete': {'id': '4433621'}}, {'athlete': {'id': '4395630'}}]",2026-02-24T00:13:26Z,False,"{'x': -214748340, 'y': -214748365}",0,Jump Ball,720.0
4018106837,7,"{'id': '92', 'text': 'Jump Shot'}",Devin Vassell makes 26-foot three point jumper (De'Aaron Fox assists),3,0,1,11:44,True,3,{'id': '24'},"[{'athlete': {'id': '4395630'}}, {'athlete': {'id': '4066259'}}]",2026-02-24T00:13:38Z,True,"{'x': 30, 'y': 26}",3,+3 Points,704.0
4018106839,9,"{'id': '110', 'text': 'Driving Layup Shot'}",Jalen Duren makes driving layup (Ausar Thompson assists),3,2,1,11:28,True,2,{'id': '8'},"[{'athlete': {'id': '4433621'}}, {'athlete': {'id': '4684742'}}]",2026-02-24T00:13:53Z,True,"{'x': 27, 'y': 4}",2,+2 Points,688.0
40181068311,11,"{'id': '45', 'text': 'Personal Foul'}",Ausar Thompson personal foul,3,2,1,11:17,False,0,{'id': '8'},[{'athlete': {'id': '4684742'}}],2026-02-24T00:14:11Z,False,"{'x': 32, 'y': 10}",0,Foul,677.0
40181068313,13,"{'id': '92', 'text': 'Jump Shot'}",Devin Vassell makes 23-foot three point jumper (Stephon Castle assists),6,2,1,11:05,True,3,{'id': '24'},"[{'athlete': {'id': '4395630'}}, {'athlete': {'id': '4845367'}}]",2026-02-24T00:14:34Z,True,"{'x': 49, 'y': 3}",3,+3 Points,665.0
40181068315,15,"{'id': '92', 'text': 'Jump Shot'}",Jalen Duren misses 15-foot jumper,6,2,1,10:53,False,0,{'id': '8'},[{'athlete': {'id': '4433621'}}],2026-02-24T00:14:49Z,True,"{'x': 31, 'y': 15}",2,Missed FG,653.0
40181068316,16,"{'id': '156', 'text': 'Offensive Rebound'}",Jalen Duren offensive rebound,6,2,1,10:52,False,0,{'id': '8'},[{'athlete': {'id': '4433621'}}],2026-02-24T00:14:50Z,False,"{'x': 31, 'y': 15}",0,Rebound,652.0
40181068318,18,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",Duncan Robinson misses driving floating jump shot,6,2,1,10:40,False,0,{'id': '8'},[{'athlete': {'id': '3157465'}}],2026-02-24T00:15:16Z,True,"{'x': 27, 'y': 5}",2,Missed FG,640.0
40181068319,19,"{'id': '155', 'text': 'Defensive Rebound'}",De'Aaron Fox defensive rebound,6,2,1,10:38,False,0,{'id': '24'},[{'athlete': {'id': '4066259'}}],2026-02-24T00:15:19Z,False,"{'x': 27, 'y': 5}",0,Rebound,638.0
40181068320,20,"{'id': '109', 'text': 'Running Layup Shot'}",Stephon Castle misses running layup,6,2,1,10:35,False,0,{'id': '24'},[{'athlete': {'id': '4845367'}}],2026-02-24T00:15:23Z,True,"{'x': 31, 'y': 3}",2,Missed FG,635.0
40181068321,21,"{'id': '155', 'text': 'Defensive Rebound'}",Tobias Harris defensive rebound,6,2,1,10:32,False,0,{'id': '8'},[{'athlete': {'id': '6440'}}],2026-02-24T00:15:25Z,False,"{'x': 31, 'y': 3}",0,Rebound,632.0
