id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,clockSec
4017053904,4,"{'id': '615', 'text': 'Jumpball'}",Nic Claxton vs. Richaun Holmes (Kyshawn George gains possession),0,0,1,12:00,False,0,{'id': '27'},"[{'athlete': {'id': '2993370'}}, {'athlete': {'id': '4278067'}}, {'athlete': {'id': '5174563'}}]",2025-02-25T00:10:46Z,False,"{'x': -214748340, 'y': -214748365}",720.0
4017053908,8,"{'id': '92', 'text': 'Jump Shot'}",Jordan Poole makes 23-foot three point jumper (Kyshawn George assists),0,3,1,11:42,True,3,{'id': '27'},"[{'athlete': {'id': '4277956'}}, {'athlete': {'id': '5174563'}}]",2025-02-25T00:11:01Z,True,"{'x': 2, 'y': -1}",702.0
40170539010,10,"{'id': '132', 'text': 'Step Back Jump Shot'}",Killian Hayes misses 29-foot three point step back jumpshot,0,3,1,11:16,False,0,{'id': '17'},[{'athlete': {'id': '4683024'}}],2025-02-25T00:11:28Z,True,"{'x': 37, 'y': 28}",676.0
40170539011,11,"{'id': '155', 'text': 'Defensive Rebound'}",Bilal Coulibaly defensive rebound,0,3,1,11:12,False,0,{'id': '27'},[{'athlete': {'id': '5104155'}}],2025-02-25T00:11:32Z,False,"{'x': 37, 'y': 28}",672.0
40170539012,12,"{'id': '44', 'text': 'Shooting Foul'}",Ziaire Williams shooting foul,0,3,1,11:09,False,0,{'id': '17'},[{'athlete': {'id': '4433137'}}],2025-02-25T00:11:36Z,False,"{'x': 20, 'y': 4}",669.0
40170539014,14,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Bilal Coulibaly makes free throw 1 of 2,0,4,1,11:09,True,1,{'id': '27'},[{'athlete': {'id': '5104155'}}],2025-02-25T00:12:04Z,True,"{'x': -214748340, 'y': -214748365}",669.0
40170539015,15,"{'id': '99', 'text': 'Free Throw - 2 of 2'}",Bilal Coulibaly makes free throw 2 of 2,0,5,1,11:09,True,1,{'id': '27'},[{'athlete': {'id': '5104155'}}],2025-02-25T00:12:04Z,True,"{'x': -214748340, 'y': -214748365}",669.0
40170539016,16,"{'id': '130', 'text': 'Floating Jump Shot'}",Nic Claxton makes 15-foot two point shot (Killian Hayes assists),2,5,1,10:49,True,2,{'id': '17'},"[{'athlete': {'id': '4278067'}}, {'athlete': {'id': '4683024'}}]",2025-02-25T00:12:43Z,True,"{'x': 19, 'y': 15}",649.0
40170539018,18,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",Bilal Coulibaly misses driving floating jump shot,2,5,1,10:30,False,0,{'id': '27'},[{'athlete': {'id': '5104155'}}],2025-02-25T00:13:02Z,True,"{'x': 30, 'y': 13}",630.0
40170539019,19,"{'id': '156', 'text': 'Offensive Rebound'}",Richaun Holmes offensive rebound,2,5,1,10:29,False,0,{'id': '27'},[{'athlete': {'id': '2993370'}}],2025-02-25T00:13:03Z,False,"{'x': 30, 'y': 13}",629.0
40170539020,20,"{'id': '92', 'text': 'Jump Shot'}",Bilal Coulibaly makes 25-foot three point jumper (Khris Middleton assists),2,8,1,10:24,True,3,{'id': '27'},"[{'athlete': {'id': '5104155'}}, {'athlete': {'id': '6609'}}]",2025-02-25T00:13:09Z,True,"{'x': 23, 'y': 26}",624.0
40170539022,22,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",Cameron Johnson makes 14-foot driving floating jump shot (Nic Claxton assists),4,8,1,10:01,True,2,{'id': '17'},"[{'athlete': {'id': '3138196'}}, {'athlete': {'id': '4278067'}}]",2025-02-25T00:13:30Z,True,"{'x': 22, 'y': 14}",601.0
40170539023,23,"{'id': '110', 'text': 'Driving Layup Shot'}",Kyshawn George makes driving layup (Richaun Holmes assists),4,10,1,9:40,True,2,{'id': '27'},"[{'athlete': {'id': '5174563'}}, {'athlete': {'id': '2993370'}}]",2025-02-25T00:13:52Z,True,"{'x': 20, 'y': 3}",580.0
40170539027,27,"{'id': '110', 'text': 'Driving Layup Shot'}",Khris Middleton blocks Keon Johnson 's 2-foot driving layup,4,10,1,9:33,False,0,{'id': '17'},"[{'athlete': {'id': '4432192'}}, {'athlete': {'id': '6609'}}]",2025-02-25T00:14:06Z,True,"{'x': 26, 'y': 2}",573.0
40170539029,29,"{'id': '155', 'text': 'Defensive Rebound'}",Khris Middleton defensive rebound,4,10,1,9:32,False,0,{'id': '27'},[{'athlete': {'id': '6609'}}],2025-02-25T00:14:07Z,False,"{'x': 26, 'y': 2}",572.0
40170539030,30,"{'id': '45', 'text': 'Personal Foul'}",Nic Claxton personal foul,4,10,1,9:32,False,0,{'id': '17'},[{'athlete': {'id': '4278067'}}],2025-02-25T00:14:19Z,False,"{'x': 28, 'y': 4}",572.0
40170539033,33,"{'id': '92', 'text': 'Jump Shot'}",Khris Middleton makes 28-foot three point jumper (Kyshawn George assists),4,13,1,9:19,True,3,{'id': '27'},"[{'athlete': {'id': '6609'}}, {'athlete': {'id': '5174563'}}]",2025-02-25T00:14:29Z,True,"{'x': 4, 'y': 20}",559.0
40170539035,35,"{'id': '16', 'text': 'Full Timeout'}",Nets Full timeout,4,13,1,9:19,False,0,{'id': '17'},,2025-02-25T00:14:37Z,False,"{'x': -214748340, 'y': -214748365}",559.0
40170539036,36,"{'id': '584', 'text': 'Substitution'}",Bub Carrington enters the game for Richaun Holmes,4,13,1,9:19,False,0,{'id': '27'},"[{'athlete': {'id': '4845374'}}, {'athlete': {'id': '2993370'}}]",2025-02-25T00:16:00Z,False,"{'x': -214748340, 'y': -214748365}",559.0
40170539038,38,"{'id': '584', 'text': 'Substitution'}",Richaun Holmes enters the game for Bub Carrington,4,13,1,9:19,False,0,{'id': '27'},"[{'athlete': {'id': '2993370'}}, {'athlete': {'id': '4845374'}}]",2025-02-25T00:17:21Z,False,"{'x': -214748340, 'y': -214748365}",559.0
40170539040,40,"{'id': '110', 'text': 'Driving Layup Shot'}",Kyshawn George blocks Keon Johnson 's 7-foot driving layup,4,13,1,8:55,False,0,{'id': '17'},"[{'athlete': {'id': '4432192'}}, {'athlete': {'id': '5174563'}}]",2025-02-25T00:17:51Z,True,"{'x': 32, 'y': 3}",535.0
40170539042,42,"{'id': '156', 'text': 'Offensive Rebound'}",Nets offensive team rebound,4,13,1,8:55,False,0,{'id': '17'},,2025-02-25T00:17:51Z,False,"{'x': 32, 'y': 3}",535.0
40170539043,43,"{'id': '70', 'text': 'Shot Clock Turnover'}",shot clock turnover ,4,13,1,8:55,False,0,{'id': '17'},,2025-02-25T00:18:01Z,False,"{'x': 29, 'y': 4}",535.0
40170539044,44,"{'id': '72', 'text': 'Back Court Turnover'}",Khris Middleton back court turnover,4,13,1,8:36,False,0,{'id': '27'},[{'athlete': {'id': '6609'}}],2025-02-25T00:18:36Z,False,"{'x': 27, 'y': -1}",516.0
40170539045,45,"{'id': '92', 'text': 'Jump Shot'}",Killian Hayes misses 27-foot three point jumper,4,13,1,8:26,False,0,{'id': '17'},[{'athlete': {'id': '4683024'}}],2025-02-25T00:18:59Z,True,"{'x': 40, 'y': 23}",506.0
40170539046,46,"{'id': '155', 'text': 'Defensive Rebound'}",Kyshawn George defensive rebound,4,13,1,8:23,False,0,{'id': '27'},[{'athlete': {'id': '5174563'}}],2025-02-25T00:19:02Z,False,"{'x': 40, 'y': 23}",503.0
40170539047,47,"{'id': '62', 'text': 'Bad Pass\nTurnover'}",Kyshawn George bad pass (Killian Hayes steals),4,13,1,8:15,False,0,{'id': '27'},"[{'athlete': {'id': '5174563'}}, {'athlete': {'id': '4683024'}}]",2025-02-25T00:19:11Z,False,"{'x': 27, 'y': 6}",495.0
40170539049,49,"{'id': '113', 'text': 'Running Jump Shot'}",Ziaire Williams makes 23-foot three point shot (Cameron Johnson assists),7,13,1,8:09,True,3,{'id': '17'},"[{'athlete': {'id': '4433137'}}, {'athlete': {'id': '3138196'}}]",2025-02-25T00:19:17Z,True,"{'x': 1, 'y': 1}",489.0
40170539051,51,"{'id': '92', 'text': 'Jump Shot'}",Bilal Coulibaly makes 26-foot three point jumper (Richaun Holmes assists),7,16,1,7:54,True,3,{'id': '27'},"[{'athlete': {'id': '5104155'}}, {'athlete': {'id': '2993370'}}]",2025-02-25T00:19:30Z,True,"{'x': 10, 'y': 22}",474.0
40170539053,53,"{'id': '45', 'text': 'Personal Foul'}",Bilal Coulibaly personal foul,7,16,1,7:41,False,0,{'id': '27'},[{'athlete': {'id': '5104155'}}],2025-02-25T00:19:48Z,False,"{'x': 15, 'y': 24}",461.0
40170539055,55,"{'id': '67', 'text': '3-Second Turnover'}",Nic Claxton 3 second turnover,7,16,1,7:32,False,0,{'id': '17'},[{'athlete': {'id': '4278067'}}],2025-02-25T00:20:16Z,False,"{'x': 26, 'y': 4}",452.0
40170539056,56,"{'id': '132', 'text': 'Step Back Jump Shot'}",Jordan Poole makes 28-foot three point step back jumpshot (Bilal Coulibaly assists),7,19,1,7:21,True,3,{'id': '27'},"[{'athlete': {'id': '4277956'}}, {'athlete': {'id': '5104155'}}]",2025-02-25T00:20:36Z,True,"{'x': 4, 'y': 20}",441.0
40170539057,57,"{'id': '92', 'text': 'Jump Shot'}",Cameron Johnson misses 26-foot three point jumper,7,19,1,7:08,False,0,{'id': '17'},[{'athlete': {'id': '3138196'}}],2025-02-25T00:20:49Z,True,"{'x': 13, 'y': 24}",428.0
40170539058,58,"{'id': '155', 'text': 'Defensive Rebound'}",Khris Middleton defensive rebound,7,19,1,7:05,False,0,{'id': '27'},[{'athlete': {'id': '6609'}}],2025-02-25T00:20:52Z,False,"{'x': 13, 'y': 24}",425.0
40170539059,59,"{'id': '116', 'text': 'Running Dunk Shot'}",Richaun Holmes makes 1-foot dunk (Jordan Poole assists),7,21,1,7:01,True,2,{'id': '27'},"[{'athlete': {'id': '2993370'}}, {'athlete': {'id': '4277956'}}]",2025-02-25T00:20:56Z,True,"{'x': 25, 'y': 2}",421.0
40170539061,61,"{'id': '16', 'text': 'Full Timeout'}",Nets Full timeout,7,21,1,7:01,False,0,{'id': '17'},,2025-02-25T00:21:03Z,False,"{'x': -214748340, 'y': -214748365}",421.0
40170539062,62,"{'id': '584', 'text': 'Substitution'}",Jalen Wilson enters the game for Cameron Johnson,7,21,1,7:01,False,0,{'id': '17'},"[{'athlete': {'id': '4431714'}}, {'athlete': {'id': '3138196'}}]",2025-02-25T00:21:15Z,False,"{'x': -214748340, 'y': -214748365}",421.0
40170539063,63,"{'id': '584', 'text': 'Substitution'}",Day'Ron Sharpe enters the game for Killian Hayes,7,21,1,7:01,False,0,{'id': '17'},"[{'athlete': {'id': '4432194'}}, {'athlete': {'id': '4683024'}}]",2025-02-25T00:21:15Z,False,"{'x': -214748340, 'y': -214748365}",421.0
40170539064,64,"{'id': '584', 'text': 'Substitution'}",Reece Beekman enters the game for Ziaire Williams,7,21,1,7:01,False,0,{'id': '17'},"[{'athlete': {'id': '4432187'}}, {'athlete': {'id': '4433137'}}]",2025-02-25T00:21:15Z,False,"{'x': -214748340, 'y': -214748365}",421.0
40170539065,65,"{'id': '584', 'text': 'Substitution'}",Trendon Watford enters the game for Nic Claxton,7,21,1,7:01,False,0,{'id': '17'},"[{'athlete': {'id': '4431675'}}, {'athlete': {'id': '4278067'}}]",2025-02-25T00:21:15Z,False,"{'x': -214748340, 'y': -214748365}",421.0
40170539066,66,"{'id': '584', 'text': 'Substitution'}",Tyrese Martin enters the game for Keon Johnson,7,21,1,7:01,False,0,{'id': '17'},"[{'athlete': {'id': '4397179'}}, {'athlete': {'id': '4432192'}}]",2025-02-25T00:21:15Z,False,"{'x': -214748340, 'y': -214748365}",421.0
40170539072,72,"{'id': '120', 'text': 'Turnaround Hook Shot'}",Trendon Watford misses 13-foot two point shot,7,21,1,6:38,False,0,{'id': '17'},[{'athlete': {'id': '4431675'}}],2025-02-25T00:24:24Z,True,"{'x': 38, 'y': 0}",398.0
40170539073,73,"{'id': '155', 'text': 'Defensive Rebound'}",Kyshawn George defensive rebound,7,21,1,6:35,False,0,{'id': '27'},[{'athlete': {'id': '5174563'}}],2025-02-25T00:24:27Z,False,"{'x': 38, 'y': 0}",395.0
40170539074,74,"{'id': '615', 'text': 'Jumpball'}",Jalen Wilson vs. Kyshawn George (Day'Ron Sharpe gains possession),7,21,1,6:35,False,0,{'id': '17'},"[{'athlete': {'id': '4431714'}}, {'athlete': {'id': '5174563'}}, {'athlete': {'id': '4432194'}}]",2025-02-25T00:25:18Z,False,"{'x': -214748340, 'y': -214748365}",395.0
40170539077,77,"{'id': '63', 'text': 'Lost Ball Turnover'}",Kyshawn George lost ball turnover (Jalen Wilson steals),7,21,1,6:35,False,0,{'id': '27'},"[{'athlete': {'id': '5174563'}}, {'athlete': {'id': '4431714'}}]",2025-02-25T00:25:18Z,False,"{'x': 25, 'y': 41}",395.0
40170539079,79,"{'id': '130', 'text': 'Floating Jump Shot'}",Trendon Watford misses 9-foot two point shot,7,21,1,6:25,False,0,{'id': '17'},[{'athlete': {'id': '4431675'}}],2025-02-25T00:25:26Z,True,"{'x': 19, 'y': 8}",385.0
40170539080,80,"{'id': '156', 'text': 'Offensive Rebound'}",Day'Ron Sharpe offensive rebound,7,21,1,6:22,False,0,{'id': '17'},[{'athlete': {'id': '4432194'}}],2025-02-25T00:25:29Z,False,"{'x': 19, 'y': 8}",382.0
40170539081,81,"{'id': '125', 'text': 'Layup Shot Putback'}",Richaun Holmes blocks Day'Ron Sharpe 's 4-foot two point shot,7,21,1,6:21,False,0,{'id': '17'},"[{'athlete': {'id': '4432194'}}, {'athlete': {'id': '2993370'}}]",2025-02-25T00:25:30Z,True,"{'x': 29, 'y': 2}",381.0
40170539083,83,"{'id': '156', 'text': 'Offensive Rebound'}",Tyrese Martin offensive rebound,7,21,1,6:21,False,0,{'id': '17'},[{'athlete': {'id': '4397179'}}],2025-02-25T00:25:30Z,False,"{'x': 29, 'y': 2}",381.0
40170539084,84,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",Tyrese Martin misses driving floating jump shot,7,21,1,6:20,False,0,{'id': '17'},[{'athlete': {'id': '4397179'}}],2025-02-25T00:25:35Z,True,"{'x': 23, 'y': 11}",380.0
40170539085,85,"{'id': '156', 'text': 'Offensive Rebound'}",Tyrese Martin offensive rebound,7,21,1,6:18,False,0,{'id': '17'},[{'athlete': {'id': '4397179'}}],2025-02-25T00:25:37Z,False,"{'x': 23, 'y': 11}",378.0
40170539086,86,"{'id': '92', 'text': 'Jump Shot'}",Jalen Wilson misses 23-foot three point jumper,7,21,1,6:07,False,0,{'id': '17'},[{'athlete': {'id': '4431714'}}],2025-02-25T00:25:44Z,True,"{'x': 48, 'y': 3}",367.0
