id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,clockSec
4017680564,4,"{'id': '615', 'text': 'Jumpball'}",Jaxson Hayes vs. Rudy Gobert (Luka Doncic gains possession),0,0,1,12:00,False,0,{'id': '13'},"[{'athlete': {'id': '4397077'}}, {'athlete': {'id': '3032976'}}, {'athlete': {'id': '3945274'}}]",2025-04-26T01:55:02Z,False,"{'x': -214748340, 'y': -214748365}",720.0
4017680567,7,"{'id': '92', 'text': 'Jump Shot'}",Rui Hachimura makes 23-foot three point jumper (Luka Doncic assists),3,0,1,11:43,True,3,{'id': '13'},"[{'athlete': {'id': '4066648'}}, {'athlete': {'id': '3945274'}}]",2025-04-26T01:55:17Z,True,"{'x': 48, 'y': 1}",703.0
4017680569,9,"{'id': '44', 'text': 'Shooting Foul'}",Austin Reaves shooting foul,3,0,1,11:17,False,0,{'id': '13'},[{'athlete': {'id': '4066457'}}],2025-04-26T01:55:45Z,False,"{'x': 20, 'y': 9}",677.0
40176805611,11,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Julius Randle makes free throw 1 of 2,3,1,1,11:17,True,1,{'id': '16'},[{'athlete': {'id': '3064514'}}],2025-04-26T01:56:18Z,True,"{'x': -214748340, 'y': -214748365}",677.0
40176805612,12,"{'id': '99', 'text': 'Free Throw - 2 of 2'}",Julius Randle makes free throw 2 of 2,3,2,1,11:17,True,1,{'id': '16'},[{'athlete': {'id': '3064514'}}],2025-04-26T01:56:43Z,True,"{'x': -214748340, 'y': -214748365}",677.0
40176805613,13,"{'id': '131', 'text': 'Pullup Jump Shot'}",LeBron James makes 12-foot pullup jump shot (Luka Doncic assists),5,2,1,11:06,True,2,{'id': '13'},"[{'athlete': {'id': '1966'}}, {'athlete': {'id': '3945274'}}]",2025-04-26T01:56:55Z,True,"{'x': 32, 'y': 11}",666.0
40176805615,15,"{'id': '120', 'text': 'Turnaround Hook Shot'}",Mike Conley makes 4-foot two point shot,5,4,1,10:48,True,2,{'id': '16'},[{'athlete': {'id': '3195'}}],2025-04-26T01:57:12Z,True,"{'x': 23, 'y': 5}",648.0
40176805616,16,"{'id': '95', 'text': 'Layup Shot'}",Rui Hachimura makes layup (LeBron James assists),7,4,1,10:38,True,2,{'id': '13'},"[{'athlete': {'id': '4066648'}}, {'athlete': {'id': '1966'}}]",2025-04-26T01:57:22Z,True,"{'x': 23, 'y': 4}",638.0
40176805618,18,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",Jaden McDaniels makes 2-foot driving floating jump shot (Mike Conley assists),7,6,1,10:17,True,2,{'id': '16'},"[{'athlete': {'id': '4431671'}}, {'athlete': {'id': '3195'}}]",2025-04-26T01:57:44Z,True,"{'x': 27, 'y': 0}",617.0
40176805620,20,"{'id': '131', 'text': 'Pullup Jump Shot'}",Luka Doncic misses 27-foot three point pullup jump shot,7,6,1,10:05,False,0,{'id': '13'},[{'athlete': {'id': '3945274'}}],2025-04-26T01:57:55Z,True,"{'x': 32, 'y': 27}",605.0
40176805621,21,"{'id': '155', 'text': 'Defensive Rebound'}",Mike Conley defensive rebound,7,6,1,10:03,False,0,{'id': '16'},[{'athlete': {'id': '3195'}}],2025-04-26T01:57:57Z,False,"{'x': 32, 'y': 27}",603.0
40176805622,22,"{'id': '110', 'text': 'Driving Layup Shot'}",Julius Randle makes driving layup (Anthony Edwards assists),7,8,1,9:54,True,2,{'id': '16'},"[{'athlete': {'id': '3064514'}}, {'athlete': {'id': '4594268'}}]",2025-04-26T01:58:07Z,True,"{'x': 23, 'y': 1}",594.0
40176805625,25,"{'id': '16', 'text': 'Full Timeout'}",Timberwolves Full timeout,7,8,1,9:41,False,0,{'id': '16'},,2025-04-26T01:58:35Z,False,"{'x': -214748340, 'y': -214748365}",581.0
40176805626,26,"{'id': '215', 'text': ""Coach's Challenge (Overturned)""}",(09:41) [Timberwolves] COACH'S CHALLENGE (CALL OVERTURNED) [Timberwolves] retain their timeout,7,8,1,9:41,False,0,{'id': '16'},,2025-04-26T01:58:40Z,False,"{'x': -214748340, 'y': -214748365}",581.0
40176805627,27,"{'id': '87', 'text': 'Out of Bounds - Lost Ball Turnover'}",Rui Hachimura out of bounds lost ball turnover,7,8,1,9:41,False,0,{'id': '13'},[{'athlete': {'id': '4066648'}}],2025-04-26T01:58:15Z,False,"{'x': 1, 'y': 5}",581.0
40176805628,28,"{'id': '45', 'text': 'Personal Foul'}",Jaxson Hayes personal foul,7,8,1,9:31,False,0,{'id': '13'},[{'athlete': {'id': '4397077'}}],2025-04-26T02:02:30Z,False,"{'x': 25, 'y': 9}",571.0
40176805630,30,"{'id': '131', 'text': 'Pullup Jump Shot'}",Anthony Edwards makes 24-foot three pointer,7,11,1,9:22,True,3,{'id': '16'},[{'athlete': {'id': '4594268'}}],2025-04-26T02:02:57Z,True,"{'x': 5, 'y': 15}",562.0
40176805631,31,"{'id': '45', 'text': 'Personal Foul'}",Rudy Gobert personal foul,7,11,1,9:08,False,0,{'id': '16'},[{'athlete': {'id': '3032976'}}],2025-04-26T02:03:14Z,False,"{'x': 40, 'y': 29}",548.0
40176805633,33,"{'id': '584', 'text': 'Substitution'}",Dorian Finney-Smith enters the game for Jaxson Hayes,7,11,1,9:08,False,0,{'id': '13'},"[{'athlete': {'id': '2578185'}}, {'athlete': {'id': '4397077'}}]",2025-04-26T02:03:19Z,False,"{'x': -214748340, 'y': -214748365}",548.0
40176805635,35,"{'id': '121', 'text': 'Fade Away Jump Shot'}",Austin Reaves misses 23-foot three point shot,7,11,1,8:54,False,0,{'id': '13'},[{'athlete': {'id': '4066457'}}],2025-04-26T02:03:50Z,True,"{'x': 2, 'y': 6}",534.0
40176805636,36,"{'id': '156', 'text': 'Offensive Rebound'}",Lakers offensive team rebound,7,11,1,8:53,False,0,{'id': '13'},,2025-04-26T02:03:51Z,False,"{'x': 2, 'y': 6}",533.0
40176805637,37,"{'id': '70', 'text': 'Shot Clock Turnover'}",shot clock turnover ,7,11,1,8:53,False,0,{'id': '13'},,2025-04-26T02:03:55Z,False,"{'x': 33, 'y': -2}",533.0
40176805638,38,"{'id': '128', 'text': 'Driving Finger Roll Layup'}",Jaden McDaniels makes 1-foot two point shot (Julius Randle assists),7,13,1,8:36,True,2,{'id': '16'},"[{'athlete': {'id': '4431671'}}, {'athlete': {'id': '3064514'}}]",2025-04-26T02:04:26Z,True,"{'x': 24, 'y': 2}",516.0
40176805640,40,"{'id': '62', 'text': 'Bad Pass\nTurnover'}",Luka Doncic bad pass (Anthony Edwards steals),7,13,1,8:23,False,0,{'id': '13'},"[{'athlete': {'id': '3945274'}}, {'athlete': {'id': '4594268'}}]",2025-04-26T02:04:39Z,False,"{'x': 33, 'y': 3}",503.0
40176805646,46,"{'id': '584', 'text': 'Substitution'}",Donte DiVincenzo enters the game for Mike Conley,7,13,1,8:19,False,0,{'id': '16'},"[{'athlete': {'id': '3934673'}}, {'athlete': {'id': '3195'}}]",2025-04-26T02:04:52Z,False,"{'x': -214748340, 'y': -214748365}",499.0
40176805648,48,"{'id': '133', 'text': 'Pullup Bank Jump Shot'}",Jaden McDaniels makes 8-foot two point shot,7,15,1,8:11,True,2,{'id': '16'},[{'athlete': {'id': '4431671'}}],2025-04-26T02:05:13Z,True,"{'x': 32, 'y': 4}",491.0
40176805649,49,"{'id': '131', 'text': 'Pullup Jump Shot'}",Dorian Finney-Smith misses 26-foot three point pullup jump shot,7,15,1,8:04,False,0,{'id': '13'},[{'athlete': {'id': '2578185'}}],2025-04-26T02:05:20Z,True,"{'x': 40, 'y': 22}",484.0
40176805650,50,"{'id': '155', 'text': 'Defensive Rebound'}",Timberwolves defensive team rebound,7,15,1,8:02,False,0,{'id': '16'},,2025-04-26T02:05:22Z,False,"{'x': 40, 'y': 22}",482.0
