id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,clockSec
4018097804,4,"{'id': '615', 'text': 'Jumpball'}",Chet Holmgren vs. Drew Eubanks (Ajay Mitchell gains possession),0,0,1,12:00,False,0,{'id': '25'},"[{'athlete': {'id': '4433255'}}, {'athlete': {'id': '3914285'}}, {'athlete': {'id': '4900671'}}]",2025-11-08T03:10:17Z,False,"{'x': -214748340, 'y': -214748365}",0,720.0
4018097807,7,"{'id': '128', 'text': 'Driving Finger Roll Layup'}",Cason Wallace makes 3-foot two point shot (Ajay Mitchell assists),2,0,1,11:44,True,2,{'id': '25'},"[{'athlete': {'id': '4683692'}}, {'athlete': {'id': '4900671'}}]",2025-11-08T03:10:29Z,True,"{'x': 26, 'y': 4}",2,704.0
4018097809,9,"{'id': '92', 'text': 'Jump Shot'}",Shai Gilgeous-Alexander blocks Dennis Schroder 's 15-foot jumper,2,0,1,11:33,False,0,{'id': '23'},"[{'athlete': {'id': '3032979'}}, {'athlete': {'id': '4278073'}}]",2025-11-08T03:10:39Z,True,"{'x': 26, 'y': 16}",2,693.0
40180978011,11,"{'id': '156', 'text': 'Offensive Rebound'}",Kings offensive team rebound,2,0,1,11:33,False,0,{'id': '23'},,2025-11-08T03:10:39Z,False,"{'x': 26, 'y': 16}",0,693.0
40180978013,13,"{'id': '110', 'text': 'Driving Layup Shot'}",Isaiah Hartenstein blocks Russell Westbrook 's 7-foot driving layup,2,0,1,11:25,False,0,{'id': '23'},"[{'athlete': {'id': '3468'}}, {'athlete': {'id': '4222252'}}]",2025-11-08T03:11:05Z,True,"{'x': 30, 'y': 5}",2,685.0
40180978014,14,"{'id': '155', 'text': 'Defensive Rebound'}",Cason Wallace defensive rebound,2,0,1,11:22,False,0,{'id': '25'},[{'athlete': {'id': '4683692'}}],2025-11-08T03:11:08Z,False,"{'x': 30, 'y': 5}",0,682.0
40180978015,15,"{'id': '113', 'text': 'Running Jump Shot'}",Chet Holmgren makes 21-foot two point shot,4,0,1,11:15,True,2,{'id': '25'},[{'athlete': {'id': '4433255'}}],2025-11-08T03:11:13Z,True,"{'x': 31, 'y': 21}",2,675.0
40180978017,17,"{'id': '95', 'text': 'Layup Shot'}",Drew Eubanks makes layup (Dennis Schroder assists),4,2,1,10:59,True,2,{'id': '23'},"[{'athlete': {'id': '3914285'}}, {'athlete': {'id': '3032979'}}]",2025-11-08T03:11:29Z,True,"{'x': 19, 'y': 2}",2,659.0
40180978018,18,"{'id': '42', 'text': 'Offensive Foul'}",Isaiah Hartenstein offensive foul,4,2,1,10:52,False,0,{'id': '25'},[{'athlete': {'id': '4222252'}}],2025-11-08T03:11:45Z,False,"{'x': 21, 'y': 5}",0,652.0
40180978020,20,"{'id': '84', 'text': 'Offensive Foul Turnover'}",Isaiah Hartenstein turnover,4,2,1,10:52,False,0,{'id': '25'},[{'athlete': {'id': '4222252'}}],2025-11-08T03:11:45Z,False,"{'x': 21, 'y': 5}",0,652.0
40180978021,21,"{'id': '130', 'text': 'Floating Jump Shot'}",Drew Eubanks makes 14-foot two point shot (Zach LaVine assists),4,4,1,10:38,True,2,{'id': '23'},"[{'athlete': {'id': '3914285'}}, {'athlete': {'id': '3064440'}}]",2025-11-08T03:12:08Z,True,"{'x': 25, 'y': 14}",2,638.0
40180978023,23,"{'id': '110', 'text': 'Driving Layup Shot'}",Ajay Mitchell misses driving layup,4,4,1,10:22,False,0,{'id': '25'},[{'athlete': {'id': '4900671'}}],2025-11-08T03:12:24Z,True,"{'x': 28, 'y': 5}",2,622.0
40180978024,24,"{'id': '156', 'text': 'Offensive Rebound'}",Isaiah Hartenstein offensive rebound,4,4,1,10:20,False,0,{'id': '25'},[{'athlete': {'id': '4222252'}}],2025-11-08T03:12:29Z,False,"{'x': 28, 'y': 5}",0,620.0
40180978025,25,"{'id': '45', 'text': 'Personal Foul'}",DeMar DeRozan personal foul,4,4,1,10:20,False,0,{'id': '23'},[{'athlete': {'id': '3978'}}],2025-11-08T03:12:31Z,False,"{'x': 32, 'y': 1}",0,620.0
40180978027,27,"{'id': '115', 'text': 'Driving Dunk Shot'}",Shai Gilgeous-Alexander makes 2-foot driving dunk,6,4,1,10:15,True,2,{'id': '25'},[{'athlete': {'id': '4278073'}}],2025-11-08T03:12:49Z,True,"{'x': 24, 'y': 2}",2,615.0
40180978028,28,"{'id': '16', 'text': 'Full Timeout'}",Kings Full timeout,6,4,1,10:15,False,0,{'id': '23'},,2025-11-08T03:12:59Z,False,"{'x': -214748340, 'y': -214748365}",0,615.0
40180978030,30,"{'id': '112', 'text': 'Reverse Layup Shot'}",Drew Eubanks makes 2-foot two point shot (Dennis Schroder assists),6,6,1,10:01,True,2,{'id': '23'},"[{'athlete': {'id': '3914285'}}, {'athlete': {'id': '3032979'}}]",2025-11-08T03:16:03Z,True,"{'x': 24, 'y': 3}",2,601.0
40180978032,32,"{'id': '44', 'text': 'Shooting Foul'}",Zach LaVine shooting foul,6,6,1,9:51,False,0,{'id': '23'},[{'athlete': {'id': '3064440'}}],2025-11-08T03:16:15Z,False,"{'x': 22, 'y': 2}",0,591.0
40180978034,34,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Isaiah Hartenstein makes free throw 1 of 2,7,6,1,9:51,True,1,{'id': '25'},[{'athlete': {'id': '4222252'}}],2025-11-08T03:16:40Z,True,"{'x': -214748340, 'y': -214748365}",1,591.0
40180978035,35,"{'id': '99', 'text': 'Free Throw - 2 of 2'}",Isaiah Hartenstein makes free throw 2 of 2,8,6,1,9:51,True,1,{'id': '25'},[{'athlete': {'id': '4222252'}}],2025-11-08T03:16:54Z,True,"{'x': -214748340, 'y': -214748365}",1,591.0
40180978036,36,"{'id': '131', 'text': 'Pullup Jump Shot'}",Zach LaVine misses 27-foot three point pullup jump shot,8,6,1,9:40,False,0,{'id': '23'},[{'athlete': {'id': '3064440'}}],2025-11-08T03:17:07Z,True,"{'x': 24, 'y': 28}",3,580.0
40180978037,37,"{'id': '155', 'text': 'Defensive Rebound'}",Chet Holmgren defensive rebound,8,6,1,9:36,False,0,{'id': '25'},[{'athlete': {'id': '4433255'}}],2025-11-08T03:17:11Z,False,"{'x': 24, 'y': 28}",0,576.0
40180978038,38,"{'id': '110', 'text': 'Driving Layup Shot'}",Ajay Mitchell makes driving layup,10,6,1,9:21,True,2,{'id': '25'},[{'athlete': {'id': '4900671'}}],2025-11-08T03:17:25Z,True,"{'x': 22, 'y': 3}",2,561.0
40180978039,39,"{'id': '92', 'text': 'Jump Shot'}",Russell Westbrook makes 25-foot three point jumper (DeMar DeRozan assists),10,9,1,9:12,True,3,{'id': '23'},"[{'athlete': {'id': '3468'}}, {'athlete': {'id': '3978'}}]",2025-11-08T03:17:34Z,True,"{'x': 47, 'y': 13}",3,552.0
40180978041,41,"{'id': '131', 'text': 'Pullup Jump Shot'}",Shai Gilgeous-Alexander makes 14-foot pullup jump shot,12,9,1,9:00,True,2,{'id': '25'},[{'athlete': {'id': '4278073'}}],2025-11-08T03:17:45Z,True,"{'x': 20, 'y': 14}",2,540.0
40180978042,42,"{'id': '92', 'text': 'Jump Shot'}",DeMar DeRozan makes 23-foot jumper (Dennis Schroder assists),12,11,1,8:40,True,2,{'id': '23'},"[{'athlete': {'id': '3978'}}, {'athlete': {'id': '3032979'}}]",2025-11-08T03:18:06Z,True,"{'x': 29, 'y': 23}",2,520.0
40180978044,44,"{'id': '92', 'text': 'Jump Shot'}",Cason Wallace makes 23-foot three point jumper (Isaiah Hartenstein assists),15,11,1,8:28,True,3,{'id': '25'},"[{'athlete': {'id': '4683692'}}, {'athlete': {'id': '4222252'}}]",2025-11-08T03:18:19Z,True,"{'x': 2, 'y': -1}",3,508.0
40180978046,46,"{'id': '92', 'text': 'Jump Shot'}",Dennis Schroder misses 27-foot three point jumper,15,11,1,8:15,False,0,{'id': '23'},[{'athlete': {'id': '3032979'}}],2025-11-08T03:18:30Z,True,"{'x': 33, 'y': 26}",3,495.0
40180978047,47,"{'id': '155', 'text': 'Defensive Rebound'}",Isaiah Hartenstein defensive rebound,15,11,1,8:11,False,0,{'id': '25'},[{'athlete': {'id': '4222252'}}],2025-11-08T03:18:34Z,False,"{'x': 33, 'y': 26}",0,491.0
40180978048,48,"{'id': '92', 'text': 'Jump Shot'}",Isaiah Hartenstein makes 11-foot jumper (Cason Wallace assists),17,11,1,8:04,True,2,{'id': '25'},"[{'athlete': {'id': '4222252'}}, {'athlete': {'id': '4683692'}}]",2025-11-08T03:18:43Z,True,"{'x': 37, 'y': 0}",2,484.0
40180978050,50,"{'id': '44', 'text': 'Shooting Foul'}",Zach LaVine shooting foul,17,11,1,8:04,False,0,{'id': '23'},[{'athlete': {'id': '3064440'}}],2025-11-08T03:18:49Z,False,"{'x': 33, 'y': -3}",0,484.0
40180978052,52,"{'id': '584', 'text': 'Substitution'}",Precious Achiuwa enters the game for Zach LaVine,17,11,1,8:04,False,0,{'id': '23'},"[{'athlete': {'id': '4431679'}}, {'athlete': {'id': '3064440'}}]",2025-11-08T03:19:03Z,False,"{'x': -214748340, 'y': -214748365}",0,484.0
40180978053,53,"{'id': '584', 'text': 'Substitution'}",Malik Monk enters the game for DeMar DeRozan,17,11,1,8:04,False,0,{'id': '23'},"[{'athlete': {'id': '4066262'}}, {'athlete': {'id': '3978'}}]",2025-11-08T03:19:03Z,False,"{'x': -214748340, 'y': -214748365}",0,484.0
40180978056,56,"{'id': '97', 'text': 'Free Throw - 1 of 1'}",Isaiah Hartenstein makes free throw 1 of 1,18,11,1,8:04,True,1,{'id': '25'},[{'athlete': {'id': '4222252'}}],2025-11-08T03:19:35Z,True,"{'x': -214748340, 'y': -214748365}",1,484.0
40180978057,57,"{'id': '92', 'text': 'Jump Shot'}",Dennis Schroder misses 26-foot three point jumper,18,11,1,7:49,False,0,{'id': '23'},[{'athlete': {'id': '3032979'}}],2025-11-08T03:19:53Z,True,"{'x': 6, 'y': 19}",3,469.0
40180978058,58,"{'id': '155', 'text': 'Defensive Rebound'}",Isaiah Hartenstein defensive rebound,18,11,1,7:45,False,0,{'id': '25'},[{'athlete': {'id': '4222252'}}],2025-11-08T03:19:57Z,False,"{'x': 6, 'y': 19}",0,465.0
40180978059,59,"{'id': '145', 'text': 'Driving Floating Bank Jump Shot'}",Cason Wallace makes 4-foot two point shot (Ajay Mitchell assists),20,11,1,7:37,True,2,{'id': '25'},"[{'athlete': {'id': '4683692'}}, {'athlete': {'id': '4900671'}}]",2025-11-08T03:20:05Z,True,"{'x': 30, 'y': 2}",2,457.0
40180978061,61,"{'id': '131', 'text': 'Pullup Jump Shot'}",Dennis Schroder misses 18-foot pullup jump shot,20,11,1,7:22,False,0,{'id': '23'},[{'athlete': {'id': '3032979'}}],2025-11-08T03:20:19Z,True,"{'x': 37, 'y': 14}",2,442.0
40180978062,62,"{'id': '155', 'text': 'Defensive Rebound'}",Chet Holmgren defensive rebound,20,11,1,7:18,False,0,{'id': '25'},[{'athlete': {'id': '4433255'}}],2025-11-08T03:20:23Z,False,"{'x': 37, 'y': 14}",0,438.0
40180978063,63,"{'id': '92', 'text': 'Jump Shot'}",Shai Gilgeous-Alexander misses 22-foot three point jumper,20,11,1,7:09,False,0,{'id': '25'},[{'athlete': {'id': '4278073'}}],2025-11-08T03:20:33Z,True,"{'x': 2, 'y': -1}",3,429.0
40180978064,64,"{'id': '156', 'text': 'Offensive Rebound'}",Chet Holmgren offensive rebound,20,11,1,7:05,False,0,{'id': '25'},[{'athlete': {'id': '4433255'}}],2025-11-08T03:20:37Z,False,"{'x': 2, 'y': -1}",0,425.0
40180978065,65,"{'id': '92', 'text': 'Jump Shot'}",Drew Eubanks blocks Chet Holmgren 's 5-foot jumper,20,11,1,7:04,False,0,{'id': '25'},"[{'athlete': {'id': '4433255'}}, {'athlete': {'id': '3914285'}}]",2025-11-08T03:20:38Z,True,"{'x': 31, 'y': 1}",2,424.0
40180978067,67,"{'id': '155', 'text': 'Defensive Rebound'}",Dennis Schroder defensive rebound,20,11,1,7:00,False,0,{'id': '23'},[{'athlete': {'id': '3032979'}}],2025-11-08T03:20:42Z,False,"{'x': 31, 'y': 1}",0,420.0
40180978068,68,"{'id': '62', 'text': 'Bad Pass\nTurnover'}",Russell Westbrook bad pass (Cason Wallace steals),20,11,1,6:55,False,0,{'id': '23'},"[{'athlete': {'id': '3468'}}, {'athlete': {'id': '4683692'}}]",2025-11-08T03:20:47Z,False,"{'x': 23, 'y': 7}",0,415.0
40180978070,70,"{'id': '109', 'text': 'Running Layup Shot'}",Shai Gilgeous-Alexander makes two point shot,22,11,1,6:50,True,2,{'id': '25'},[{'athlete': {'id': '4278073'}}],2025-11-08T03:20:52Z,True,"{'x': 31, 'y': 0}",2,410.0
40180978071,71,"{'id': '92', 'text': 'Jump Shot'}",Drew Eubanks misses 14-foot jumper,22,11,1,6:34,False,0,{'id': '23'},[{'athlete': {'id': '3914285'}}],2025-11-08T03:21:07Z,True,"{'x': 28, 'y': 14}",2,394.0
40180978072,72,"{'id': '155', 'text': 'Defensive Rebound'}",Isaiah Hartenstein defensive rebound,22,11,1,6:31,False,0,{'id': '25'},[{'athlete': {'id': '4222252'}}],2025-11-08T03:21:10Z,False,"{'x': 28, 'y': 14}",0,391.0
40180978073,73,"{'id': '109', 'text': 'Running Layup Shot'}",Malik Monk blocks Isaiah Hartenstein 's 4-foot two point shot,22,11,1,6:24,False,0,{'id': '25'},"[{'athlete': {'id': '4222252'}}, {'athlete': {'id': '4066262'}}]",2025-11-08T03:21:18Z,True,"{'x': 29, 'y': 2}",2,384.0
40180978075,75,"{'id': '155', 'text': 'Defensive Rebound'}",Precious Achiuwa defensive rebound,22,11,1,6:20,False,0,{'id': '23'},[{'athlete': {'id': '4431679'}}],2025-11-08T03:21:22Z,False,"{'x': 29, 'y': 2}",0,380.0
40180978076,76,"{'id': '92', 'text': 'Jump Shot'}",Russell Westbrook makes 28-foot three point jumper,22,14,1,6:08,True,3,{'id': '23'},[{'athlete': {'id': '3468'}}],2025-11-08T03:21:34Z,True,"{'x': 10, 'y': 25}",3,368.0
40180978077,77,"{'id': '92', 'text': 'Jump Shot'}",Shai Gilgeous-Alexander misses 16-foot jumper,22,14,1,5:46,False,0,{'id': '25'},[{'athlete': {'id': '4278073'}}],2025-11-08T03:21:55Z,True,"{'x': 9, 'y': 3}",2,346.0
