id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,clockSec
4018100384,4,"{'id': '615', 'text': 'Jumpball'}",Daniel Gafford vs. Alex Sarr (CJ McCollum gains possession),0,0,1,12:00,False,0,{'id': '27'},"[{'athlete': {'id': '5160992'}}, {'athlete': {'id': '4278049'}}, {'athlete': {'id': '2490149'}}]",2025-11-09T00:10:55Z,False,"{'x': -214748340, 'y': -214748365}",0,720.0
4018100387,7,"{'id': '119', 'text': 'Driving Hook Shot'}",Alex Sarr misses 6-foot two point shot,0,0,1,11:42,False,0,{'id': '27'},[{'athlete': {'id': '5160992'}}],2025-11-09T00:11:10Z,True,"{'x': 26, 'y': 7}",2,702.0
4018100388,8,"{'id': '156', 'text': 'Offensive Rebound'}",Alex Sarr offensive rebound,0,0,1,11:40,False,0,{'id': '27'},[{'athlete': {'id': '5160992'}}],2025-11-09T00:11:12Z,False,"{'x': 26, 'y': 7}",0,700.0
4018100389,9,"{'id': '114', 'text': 'Turnaround Jump Shot'}",Alex Sarr makes 4-foot two point shot,0,2,1,11:36,True,2,{'id': '27'},[{'athlete': {'id': '5160992'}}],2025-11-09T00:11:16Z,True,"{'x': 28, 'y': 4}",2,696.0
40181003810,10,"{'id': '92', 'text': 'Jump Shot'}",Cooper Flagg misses 16-foot jumper,0,2,1,11:16,False,0,{'id': '6'},[{'athlete': {'id': '5041939'}}],2025-11-09T00:11:35Z,True,"{'x': 10, 'y': 6}",2,676.0
40181003811,11,"{'id': '155', 'text': 'Defensive Rebound'}",CJ McCollum defensive rebound,0,2,1,11:14,False,0,{'id': '27'},[{'athlete': {'id': '2490149'}}],2025-11-09T00:11:37Z,False,"{'x': 10, 'y': 6}",0,674.0
40181003812,12,"{'id': '141', 'text': 'Cutting Layup Shot'}",CJ McCollum makes 1-foot layup (Alex Sarr assists),0,4,1,11:01,True,2,{'id': '27'},"[{'athlete': {'id': '2490149'}}, {'athlete': {'id': '5160992'}}]",2025-11-09T00:11:51Z,True,"{'x': 27, 'y': 1}",2,661.0
40181003818,18,"{'id': '118', 'text': 'Alley Oop Dunk Shot'}",Daniel Gafford misses alley oop dunk shot,0,4,1,10:40,False,0,{'id': '6'},[{'athlete': {'id': '4278049'}}],2025-11-09T00:12:24Z,True,"{'x': 20, 'y': 3}",2,640.0
40181003819,19,"{'id': '155', 'text': 'Defensive Rebound'}",Justin Champagnie defensive rebound,0,4,1,10:37,False,0,{'id': '27'},[{'athlete': {'id': '4432907'}}],2025-11-09T00:12:27Z,False,"{'x': 20, 'y': 3}",0,637.0
40181003820,20,"{'id': '92', 'text': 'Jump Shot'}",Alex Sarr misses 26-foot three point jumper,0,4,1,10:33,False,0,{'id': '27'},[{'athlete': {'id': '5160992'}}],2025-11-09T00:12:31Z,True,"{'x': 15, 'y': 25}",3,633.0
