id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,clockSec
4018100614,4,"{'id': '615', 'text': 'Jumpball'}",Kristaps Porzingis vs. Ivica Zubac (James Harden gains possession),0,0,1,12:00,False,0,{'id': '12'},"[{'athlete': {'id': '4017837'}}, {'athlete': {'id': '3102531'}}, {'athlete': {'id': '3992'}}]",2025-11-11T03:41:28Z,False,"{'x': -214748340, 'y': -214748365}",0,720.0
4018100617,7,"{'id': '63', 'text': 'Lost Ball Turnover'}",James Harden lost ball turnover (Dyson Daniels steals),0,0,1,11:33,False,0,{'id': '12'},"[{'athlete': {'id': '3992'}}, {'athlete': {'id': '4869342'}}]",2025-11-11T03:41:48Z,False,"{'x': 23, 'y': 8}",0,693.0
4018100619,9,"{'id': '132', 'text': 'Step Back Jump Shot'}",Zaccharie Risacher misses 26-foot three point step back jumpshot,0,0,1,11:16,False,0,{'id': '1'},[{'athlete': {'id': '5211175'}}],2025-11-11T03:42:05Z,True,"{'x': 45, 'y': 17}",3,676.0
40181006110,10,"{'id': '155', 'text': 'Defensive Rebound'}",Ivica Zubac defensive rebound,0,0,1,11:12,False,0,{'id': '12'},[{'athlete': {'id': '4017837'}}],2025-11-11T03:42:09Z,False,"{'x': 45, 'y': 17}",0,672.0
40181006111,11,"{'id': '110', 'text': 'Driving Layup Shot'}",Kris Dunn makes driving layup,0,2,1,11:05,True,2,{'id': '12'},[{'athlete': {'id': '2991139'}}],2025-11-11T03:42:16Z,True,"{'x': 22, 'y': 2}",2,665.0
40181006112,12,"{'id': '131', 'text': 'Pullup Jump Shot'}",Jalen Johnson misses 14-foot pullup jump shot,0,2,1,10:56,False,0,{'id': '1'},[{'athlete': {'id': '4701230'}}],2025-11-11T03:42:25Z,True,"{'x': 38, 'y': 7}",2,656.0
40181006113,13,"{'id': '155', 'text': 'Defensive Rebound'}",James Harden defensive rebound,0,2,1,10:53,False,0,{'id': '12'},[{'athlete': {'id': '3992'}}],2025-11-11T03:42:28Z,False,"{'x': 38, 'y': 7}",0,653.0
40181006114,14,"{'id': '126', 'text': 'Layup Driving Reverse'}",Kristaps Porzingis blocks John Collins 's 3-foot two point shot,0,2,1,10:43,False,0,{'id': '12'},"[{'athlete': {'id': '3908845'}}, {'athlete': {'id': '3102531'}}]",2025-11-11T03:42:38Z,True,"{'x': 24, 'y': 3}",2,643.0
40181006116,16,"{'id': '156', 'text': 'Offensive Rebound'}",John Collins offensive rebound,0,2,1,10:40,False,0,{'id': '12'},[{'athlete': {'id': '3908845'}}],2025-11-11T03:42:41Z,False,"{'x': 24, 'y': 3}",0,640.0
40181006135,35,"{'id': '125', 'text': 'Layup Shot Putback'}",John Collins makes two point shot,0,4,1,10:39,True,2,{'id': '12'},[{'athlete': {'id': '3908845'}}],2025-11-11T03:42:42Z,True,"{'x': 21, 'y': 0}",2,639.0
