id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,shortDescription,clockSec
4018107114,4,"{'id': '615', 'text': 'Jumpball'}",DeAndre Jordan vs. Kyle Filipowski (Isaiah Collier gains possession),0,0,1,12:00,False,0,{'id': '26'},"[{'athlete': {'id': '4684793'}}, {'athlete': {'id': '3442'}}, {'athlete': {'id': '4683766'}}]",2026-02-27T02:11:16Z,False,"{'x': -214748340, 'y': -214748365}",0,Jump Ball,720.0
4018107117,7,"{'id': '131', 'text': 'Pullup Jump Shot'}",Ace Bailey makes 9-foot pullup jump shot (Isaiah Collier assists),0,2,1,11:46,True,2,{'id': '26'},"[{'athlete': {'id': '4873138'}}, {'athlete': {'id': '4683766'}}]",2026-02-27T02:11:27Z,True,"{'x': 27, 'y': 9}",2,+2 Points,706.0
4018107119,9,"{'id': '110', 'text': 'Driving Layup Shot'}",Saddiq Bey makes driving layup (Dejounte Murray assists),2,2,1,11:28,True,2,{'id': '3'},"[{'athlete': {'id': '4397136'}}, {'athlete': {'id': '3907497'}}]",2026-02-27T02:11:44Z,True,"{'x': 27, 'y': 2}",2,+2 Points,688.0
40181071111,11,"{'id': '131', 'text': 'Pullup Jump Shot'}",Kyle Filipowski misses 25-foot three point pullup jump shot,2,2,1,11:20,False,0,{'id': '26'},[{'athlete': {'id': '4684793'}}],2026-02-27T02:11:52Z,True,"{'x': 43, 'y': 19}",3,Missed 3PT,680.0
40181071112,12,"{'id': '155', 'text': 'Defensive Rebound'}",DeAndre Jordan defensive rebound,2,2,1,11:19,False,0,{'id': '3'},[{'athlete': {'id': '3442'}}],2026-02-27T02:11:53Z,False,"{'x': 43, 'y': 19}",0,Rebound,679.0
40181071113,13,"{'id': '131', 'text': 'Pullup Jump Shot'}",Dejounte Murray misses 25-foot three point pullup jump shot,2,2,1,11:00,False,0,{'id': '3'},[{'athlete': {'id': '3907497'}}],2026-02-27T02:12:12Z,True,"{'x': 18, 'y': 25}",3,Missed 3PT,660.0
40181071114,14,"{'id': '155', 'text': 'Defensive Rebound'}",Jazz defensive team rebound,2,2,1,10:58,False,0,{'id': '26'},,2026-02-27T02:12:15Z,False,"{'x': 18, 'y': 25}",0,Rebound,658.0
40181071116,16,"{'id': '151', 'text': 'Cutting Dunk Shot'}",Cody Williams misses dunk,2,2,1,10:38,False,0,{'id': '26'},[{'athlete': {'id': '4895758'}}],2026-02-27T02:12:40Z,True,"{'x': 24, 'y': 3}",2,Missed FG,638.0
40181071117,17,"{'id': '155', 'text': 'Defensive Rebound'}",Saddiq Bey defensive rebound,2,2,1,10:36,False,0,{'id': '3'},[{'athlete': {'id': '4397136'}}],2026-02-27T02:12:42Z,False,"{'x': 24, 'y': 3}",0,Rebound,636.0
40181071118,18,"{'id': '146', 'text': 'Running Pullup Jump Shot'}",Dejounte Murray makes 6-foot running pullup jump shot (Saddiq Bey assists),4,2,1,10:35,True,2,{'id': '3'},"[{'athlete': {'id': '3907497'}}, {'athlete': {'id': '4397136'}}]",2026-02-27T02:12:45Z,True,"{'x': 20, 'y': 4}",2,+2 Points,635.0
40181071119,19,"{'id': '44', 'text': 'Shooting Foul'}",Isaiah Collier shooting foul,4,2,1,10:35,False,0,{'id': '26'},[{'athlete': {'id': '4683766'}}],2026-02-27T02:12:52Z,False,"{'x': 20, 'y': 4}",0,Foul,635.0
40181071121,21,"{'id': '97', 'text': 'Free Throw - 1 of 1'}",Dejounte Murray makes free throw 1 of 1,5,2,1,10:35,True,1,{'id': '3'},[{'athlete': {'id': '3907497'}}],2026-02-27T02:13:10Z,True,"{'x': -214748340, 'y': -214748365}",1,+1 Point,635.0
40181071122,22,"{'id': '131', 'text': 'Pullup Jump Shot'}",Ace Bailey makes 18-foot pullup jump shot (Isaiah Collier assists),5,4,1,10:24,True,2,{'id': '26'},"[{'athlete': {'id': '4873138'}}, {'athlete': {'id': '4683766'}}]",2026-02-27T02:13:24Z,True,"{'x': 28, 'y': 19}",2,+2 Points,624.0
