id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,clockSec
4018095124,4,"{'id': '615', 'text': 'Jumpball'}",Jakob Poeltl vs. Kristaps Porzingis (Immanuel Quickley gains possession),0,0,1,12:00,False,0,{'id': '28'},"[{'athlete': {'id': '3134908'}}, {'athlete': {'id': '3102531'}}, {'athlete': {'id': '4395724'}}]",2025-11-08T00:45:12Z,False,"{'x': -214748340, 'y': -214748365}",0,720.0
4018095127,7,"{'id': '131', 'text': 'Pullup Jump Shot'}",Brandon Ingram makes 12-foot pullup jump shot,2,0,1,11:43,True,2,{'id': '28'},[{'athlete': {'id': '3913176'}}],2025-11-08T00:45:25Z,True,"{'x': 26, 'y': 12}",2,703.0
4018095128,8,"{'id': '92', 'text': 'Jump Shot'}",Nickeil Alexander-Walker misses 25-foot three point jumper,2,0,1,11:20,False,0,{'id': '1'},[{'athlete': {'id': '4278039'}}],2025-11-08T00:45:47Z,True,"{'x': 18, 'y': 25}",3,680.0
4018095129,9,"{'id': '155', 'text': 'Defensive Rebound'}",Immanuel Quickley defensive rebound,2,0,1,11:17,False,0,{'id': '28'},[{'athlete': {'id': '4395724'}}],2025-11-08T00:45:50Z,False,"{'x': 18, 'y': 25}",0,677.0
40180951210,10,"{'id': '63', 'text': 'Lost Ball Turnover'}",Brandon Ingram lost ball turnover (Dyson Daniels steals),2,0,1,11:11,False,0,{'id': '28'},"[{'athlete': {'id': '3913176'}}, {'athlete': {'id': '4869342'}}]",2025-11-08T00:45:57Z,False,"{'x': 35, 'y': 23}",0,671.0
40180951212,12,"{'id': '129', 'text': 'Running Finger Roll Layup'}",Zaccharie Risacher makes two point shot,2,2,1,11:07,True,2,{'id': '1'},[{'athlete': {'id': '5211175'}}],2025-11-08T00:46:01Z,True,"{'x': 27, 'y': 2}",2,667.0
40180951213,13,"{'id': '95', 'text': 'Layup Shot'}",Dyson Daniels blocks Jakob Poeltl 's 1-foot layup,2,2,1,10:42,False,0,{'id': '28'},"[{'athlete': {'id': '3134908'}}, {'athlete': {'id': '4869342'}}]",2025-11-08T00:46:26Z,True,"{'x': 26, 'y': 2}",2,642.0
40180951215,15,"{'id': '156', 'text': 'Offensive Rebound'}",Jakob Poeltl offensive rebound,2,2,1,10:38,False,0,{'id': '28'},[{'athlete': {'id': '3134908'}}],2025-11-08T00:46:30Z,False,"{'x': 26, 'y': 2}",0,638.0
40180951216,16,"{'id': '62', 'text': 'Bad Pass\nTurnover'}",Jakob Poeltl bad pass (Jalen Johnson steals),2,2,1,10:36,False,0,{'id': '28'},"[{'athlete': {'id': '3134908'}}, {'athlete': {'id': '4701230'}}]",2025-11-08T00:46:32Z,False,"{'x': 29, 'y': 9}",0,636.0
40180951218,18,"{'id': '116', 'text': 'Running Dunk Shot'}",Jalen Johnson makes 2-foot dunk,2,4,1,10:29,True,2,{'id': '1'},[{'athlete': {'id': '4701230'}}],2025-11-08T00:46:38Z,True,"{'x': 25, 'y': 2}",2,629.0
40180951219,19,"{'id': '44', 'text': 'Shooting Foul'}",Nickeil Alexander-Walker shooting foul,2,4,1,10:18,False,0,{'id': '1'},[{'athlete': {'id': '4278039'}}],2025-11-08T00:46:51Z,False,"{'x': 26, 'y': 2}",0,618.0
40180951221,21,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Jakob Poeltl makes free throw 1 of 2,3,4,1,10:18,True,1,{'id': '28'},[{'athlete': {'id': '3134908'}}],2025-11-08T00:47:20Z,True,"{'x': -214748340, 'y': -214748365}",1,618.0
40180951222,22,"{'id': '99', 'text': 'Free Throw - 2 of 2'}",Jakob Poeltl makes free throw 2 of 2,4,4,1,10:18,True,1,{'id': '28'},[{'athlete': {'id': '3134908'}}],2025-11-08T00:47:36Z,True,"{'x': -214748340, 'y': -214748365}",1,618.0
40180951224,24,"{'id': '132', 'text': 'Step Back Jump Shot'}",Kristaps Porzingis makes 20-foot step back jumpshot (Nickeil Alexander-Walker assists),4,6,1,9:54,True,2,{'id': '1'},"[{'athlete': {'id': '3102531'}}, {'athlete': {'id': '4278039'}}]",2025-11-08T00:48:14Z,True,"{'x': 16, 'y': 19}",2,594.0
40180951226,26,"{'id': '64', 'text': 'Traveling'}",Immanuel Quickley traveling,4,6,1,9:32,False,0,{'id': '28'},[{'athlete': {'id': '4395724'}}],2025-11-08T00:48:39Z,False,"{'x': 26, 'y': 16}",0,572.0
40180951227,27,"{'id': '112', 'text': 'Reverse Layup Shot'}",Jalen Johnson makes 1-foot two point shot (Nickeil Alexander-Walker assists),4,8,1,9:15,True,2,{'id': '1'},"[{'athlete': {'id': '4701230'}}, {'athlete': {'id': '4278039'}}]",2025-11-08T00:49:11Z,True,"{'x': 25, 'y': 2}",2,555.0
40180951229,29,"{'id': '92', 'text': 'Jump Shot'}",RJ Barrett misses 25-foot three point jumper,4,8,1,9:03,False,0,{'id': '28'},[{'athlete': {'id': '4395625'}}],2025-11-08T00:49:22Z,True,"{'x': 41, 'y': 20}",3,543.0
40180951230,30,"{'id': '155', 'text': 'Defensive Rebound'}",Jalen Johnson defensive rebound,4,8,1,9:01,False,0,{'id': '1'},[{'athlete': {'id': '4701230'}}],2025-11-08T00:49:24Z,False,"{'x': 41, 'y': 20}",0,541.0
40180951231,31,"{'id': '92', 'text': 'Jump Shot'}",Jalen Johnson misses 25-foot three point jumper,4,8,1,8:46,False,0,{'id': '1'},[{'athlete': {'id': '4701230'}}],2025-11-08T00:49:40Z,True,"{'x': 6, 'y': 16}",3,526.0
40180951232,32,"{'id': '155', 'text': 'Defensive Rebound'}",Scottie Barnes defensive rebound,4,8,1,8:42,False,0,{'id': '28'},[{'athlete': {'id': '4433134'}}],2025-11-08T00:49:43Z,False,"{'x': 6, 'y': 16}",0,522.0
40180951233,33,"{'id': '92', 'text': 'Jump Shot'}",Brandon Ingram makes 23-foot three point jumper (Immanuel Quickley assists),7,8,1,8:36,True,3,{'id': '28'},"[{'athlete': {'id': '3913176'}}, {'athlete': {'id': '4395724'}}]",2025-11-08T00:49:49Z,True,"{'x': 2, 'y': 2}",3,516.0
40180951235,35,"{'id': '112', 'text': 'Reverse Layup Shot'}",Zaccharie Risacher makes 1-foot two point shot (Dyson Daniels assists),7,10,1,8:11,True,2,{'id': '1'},"[{'athlete': {'id': '5211175'}}, {'athlete': {'id': '4869342'}}]",2025-11-08T00:50:14Z,True,"{'x': 25, 'y': 1}",2,491.0
40180951237,37,"{'id': '62', 'text': 'Bad Pass\nTurnover'}",Jakob Poeltl bad pass (Dyson Daniels steals),7,10,1,8:01,False,0,{'id': '28'},"[{'athlete': {'id': '3134908'}}, {'athlete': {'id': '4869342'}}]",2025-11-08T00:50:24Z,False,"{'x': 25, 'y': 11}",0,481.0
40180951239,39,"{'id': '45', 'text': 'Personal Foul'}",Jakob Poeltl personal foul,7,10,1,7:49,False,0,{'id': '28'},[{'athlete': {'id': '3134908'}}],2025-11-08T00:50:39Z,False,"{'x': 24, 'y': 1}",0,469.0
40180951241,41,"{'id': '110', 'text': 'Driving Layup Shot'}",Nickeil Alexander-Walker makes driving layup,7,12,1,7:35,True,2,{'id': '1'},[{'athlete': {'id': '4278039'}}],2025-11-08T00:51:13Z,True,"{'x': 24, 'y': 2}",2,455.0
40180951242,42,"{'id': '16', 'text': 'Full Timeout'}",Raptors Full timeout,7,12,1,7:35,False,0,{'id': '28'},,2025-11-08T00:51:20Z,False,"{'x': -214748340, 'y': -214748365}",0,455.0
40180951243,43,"{'id': '584', 'text': 'Substitution'}",Onyeka Okongwu enters the game for Kristaps Porzingis,7,12,1,7:35,False,0,{'id': '1'},"[{'athlete': {'id': '4431680'}}, {'athlete': {'id': '3102531'}}]",2025-11-08T00:53:00Z,False,"{'x': -214748340, 'y': -214748365}",0,455.0
40180951245,45,"{'id': '92', 'text': 'Jump Shot'}",Brandon Ingram makes 25-foot three point jumper (Immanuel Quickley assists),10,12,1,7:22,True,3,{'id': '28'},"[{'athlete': {'id': '3913176'}}, {'athlete': {'id': '4395724'}}]",2025-11-08T00:54:35Z,True,"{'x': 35, 'y': 24}",3,442.0
40180951247,47,"{'id': '62', 'text': 'Bad Pass\nTurnover'}",Nickeil Alexander-Walker bad pass (Scottie Barnes steals),10,12,1,7:09,False,0,{'id': '1'},"[{'athlete': {'id': '4278039'}}, {'athlete': {'id': '4433134'}}]",2025-11-08T00:54:48Z,False,"{'x': 35, 'y': 21}",0,429.0
40180951249,49,"{'id': '44', 'text': 'Shooting Foul'}",Zaccharie Risacher shooting foul,10,12,1,7:06,False,0,{'id': '1'},[{'athlete': {'id': '5211175'}}],2025-11-08T00:54:53Z,False,"{'x': 25, 'y': 1}",0,426.0
40180951251,51,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Immanuel Quickley misses free throw 1 of 2,10,12,1,7:06,False,0,{'id': '28'},[{'athlete': {'id': '4395724'}}],2025-11-08T00:55:23Z,True,"{'x': -214748340, 'y': -214748365}",1,426.0
40180951252,52,"{'id': '156', 'text': 'Offensive Rebound'}",Raptors offensive team rebound,10,12,1,7:06,False,0,{'id': '28'},,2025-11-08T00:55:23Z,False,"{'x': -214748340, 'y': -214748365}",0,426.0
40180951253,53,"{'id': '584', 'text': 'Substitution'}",Mouhamed Gueye enters the game for Dyson Daniels,10,12,1,7:06,False,0,{'id': '1'},"[{'athlete': {'id': '4712863'}}, {'athlete': {'id': '4869342'}}]",2025-11-08T00:55:25Z,False,"{'x': -214748340, 'y': -214748365}",0,426.0
40180951254,54,"{'id': '584', 'text': 'Substitution'}",Sandro Mamukelashvili enters the game for Jakob Poeltl,10,12,1,7:06,False,0,{'id': '28'},"[{'athlete': {'id': '4278580'}}, {'athlete': {'id': '3134908'}}]",2025-11-08T00:55:25Z,False,"{'x': -214748340, 'y': -214748365}",0,426.0
