id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,clockSec
4018097754,4,"{'id': '615', 'text': 'Jumpball'}",Ryan Kalkbrenner vs. Kel'el Ware (Davion Mitchell gains possession),0,0,1,12:00,False,0,{'id': '14'},"[{'athlete': {'id': '5105623'}}, {'athlete': {'id': '4576060'}}, {'athlete': {'id': '4278053'}}]",2025-11-08T01:10:56Z,False,"{'x': -214748340, 'y': -214748365}",0,720.0
4018097757,7,"{'id': '131', 'text': 'Pullup Jump Shot'}",Norman Powell makes 25-foot three pointer,0,3,1,11:38,True,3,{'id': '14'},[{'athlete': {'id': '2595516'}}],2025-11-08T01:11:14Z,True,"{'x': 34, 'y': 24}",3,698.0
4018097758,8,"{'id': '118', 'text': 'Alley Oop Dunk Shot'}",Ryan Kalkbrenner makes 1-foot alley oop dunk shot (Tre Mann assists),2,3,1,11:20,True,2,{'id': '30'},"[{'athlete': {'id': '4576060'}}, {'athlete': {'id': '4432819'}}]",2025-11-08T01:11:33Z,True,"{'x': 24, 'y': 0}",2,680.0
40180977510,10,"{'id': '45', 'text': 'Personal Foul'}",Kon Knueppel personal foul,2,3,1,11:06,False,0,{'id': '30'},[{'athlete': {'id': '5061575'}}],2025-11-08T01:11:48Z,False,"{'x': 21, 'y': 22}",0,666.0
40180977512,12,"{'id': '92', 'text': 'Jump Shot'}",Andrew Wiggins makes 24-foot three point jumper,2,6,1,10:55,True,3,{'id': '14'},[{'athlete': {'id': '3059319'}}],2025-11-08T01:12:21Z,True,"{'x': 46, 'y': 14}",3,655.0
40180977513,13,"{'id': '110', 'text': 'Driving Layup Shot'}",Tre Mann misses driving layup,2,6,1,10:43,False,0,{'id': '30'},[{'athlete': {'id': '4432819'}}],2025-11-08T01:12:33Z,True,"{'x': 28, 'y': 5}",2,643.0
40180977514,14,"{'id': '155', 'text': 'Defensive Rebound'}",Kel'el Ware defensive rebound,2,6,1,10:41,False,0,{'id': '14'},[{'athlete': {'id': '5105623'}}],2025-11-08T01:12:35Z,False,"{'x': 28, 'y': 5}",0,641.0
40180977515,15,"{'id': '128', 'text': 'Driving Finger Roll Layup'}",Davion Mitchell makes 4-foot two point shot,2,8,1,10:33,True,2,{'id': '14'},[{'athlete': {'id': '4278053'}}],2025-11-08T01:12:44Z,True,"{'x': 25, 'y': 4}",2,633.0
40180977516,16,"{'id': '110', 'text': 'Driving Layup Shot'}",Sion James makes driving layup,4,8,1,10:23,True,2,{'id': '30'},[{'athlete': {'id': '4602025'}}],2025-11-08T01:12:56Z,True,"{'x': 24, 'y': 1}",2,623.0
40180977517,17,"{'id': '44', 'text': 'Shooting Foul'}",Andrew Wiggins shooting foul,4,8,1,10:23,False,0,{'id': '14'},[{'athlete': {'id': '3059319'}}],2025-11-08T01:13:01Z,False,"{'x': 24, 'y': 1}",0,623.0
40180977519,19,"{'id': '97', 'text': 'Free Throw - 1 of 1'}",Sion James makes free throw 1 of 1,5,8,1,10:23,True,1,{'id': '30'},[{'athlete': {'id': '4602025'}}],2025-11-08T01:13:23Z,True,"{'x': -214748340, 'y': -214748365}",1,623.0
40180977520,20,"{'id': '145', 'text': 'Driving Floating Bank Jump Shot'}",Norman Powell makes 9-foot two point shot (Davion Mitchell assists),5,10,1,10:13,True,2,{'id': '14'},"[{'athlete': {'id': '2595516'}}, {'athlete': {'id': '4278053'}}]",2025-11-08T01:13:35Z,True,"{'x': 16, 'y': 2}",2,613.0
40180977522,22,"{'id': '42', 'text': 'Offensive Foul'}",Sion James offensive foul,5,10,1,10:00,False,0,{'id': '30'},[{'athlete': {'id': '4602025'}}],2025-11-08T01:13:49Z,False,"{'x': 27, 'y': 3}",0,600.0
40180977524,24,"{'id': '84', 'text': 'Offensive Foul Turnover'}",Sion James turnover,5,10,1,10:00,False,0,{'id': '30'},[{'athlete': {'id': '4602025'}}],2025-11-08T01:13:49Z,False,"{'x': 27, 'y': 3}",0,600.0
40180977525,25,"{'id': '92', 'text': 'Jump Shot'}",Pelle Larsson makes 25-foot three point jumper (Andrew Wiggins assists),5,13,1,9:48,True,3,{'id': '14'},"[{'athlete': {'id': '4601025'}}, {'athlete': {'id': '3059319'}}]",2025-11-08T01:14:21Z,True,"{'x': 26, 'y': 26}",3,588.0
40180977527,27,"{'id': '16', 'text': 'Full Timeout'}",Hornets Full timeout,5,13,1,9:48,False,0,{'id': '30'},,2025-11-08T01:14:27Z,False,"{'x': -214748340, 'y': -214748365}",0,588.0
40180977528,28,"{'id': '45', 'text': 'Personal Foul'}",Davion Mitchell personal foul,5,13,1,9:46,False,0,{'id': '14'},[{'athlete': {'id': '4278053'}}],2025-11-08T01:17:28Z,False,"{'x': 17, 'y': -1}",0,586.0
40180977530,30,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",Miles Bridges misses driving floating jump shot,5,13,1,9:33,False,0,{'id': '30'},[{'athlete': {'id': '4066383'}}],2025-11-08T01:17:53Z,True,"{'x': 30, 'y': 10}",2,573.0
40180977531,31,"{'id': '155', 'text': 'Defensive Rebound'}",Norman Powell defensive rebound,5,13,1,9:30,False,0,{'id': '14'},[{'athlete': {'id': '2595516'}}],2025-11-08T01:17:56Z,False,"{'x': 30, 'y': 10}",0,570.0
40180977532,32,"{'id': '92', 'text': 'Jump Shot'}",Kel'el Ware makes 25-foot three point jumper (Davion Mitchell assists),5,16,1,9:17,True,3,{'id': '14'},"[{'athlete': {'id': '5105623'}}, {'athlete': {'id': '4278053'}}]",2025-11-08T01:18:10Z,True,"{'x': 3, 'y': 13}",3,557.0
40180977534,34,"{'id': '92', 'text': 'Jump Shot'}",Sion James misses 25-foot three point jumper,5,16,1,8:59,False,0,{'id': '30'},[{'athlete': {'id': '4602025'}}],2025-11-08T01:18:27Z,True,"{'x': 41, 'y': 20}",3,539.0
40180977535,35,"{'id': '156', 'text': 'Offensive Rebound'}",Ryan Kalkbrenner offensive rebound,5,16,1,8:53,False,0,{'id': '30'},[{'athlete': {'id': '4576060'}}],2025-11-08T01:18:33Z,False,"{'x': 41, 'y': 20}",0,533.0
