id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,clockSec
4017056914,4,"{'id': '615', 'text': 'Jumpball'}",Nikola Jokic vs. Draymond Green (Brandin Podziemski gains possession),0,0,1,12:00,False,0,{'id': '9'},"[{'athlete': {'id': '6589'}}, {'athlete': {'id': '3112335'}}, {'athlete': {'id': '4709138'}}]",2025-04-05T02:11:07Z,False,"{'x': -214748340, 'y': -214748365}",720.0
4017056917,7,"{'id': '92', 'text': 'Jump Shot'}",Moses Moody makes 27-foot three point jumper (Jimmy Butler III assists),0,3,1,11:49,True,3,{'id': '9'},"[{'athlete': {'id': '4432171'}}, {'athlete': {'id': '6430'}}]",2025-04-05T02:11:16Z,True,"{'x': 42, 'y': 21}",709.0
4017056919,9,"{'id': '137', 'text': 'Turnaround Fade Away Jump Shot'}",Michael Porter Jr. misses 14-foot two point shot,0,3,1,11:30,False,0,{'id': '7'},[{'athlete': {'id': '4278104'}}],2025-04-05T02:11:34Z,True,"{'x': 38, 'y': 7}",690.0
40170569110,10,"{'id': '156', 'text': 'Offensive Rebound'}",Christian Braun offensive rebound,0,3,1,11:30,False,0,{'id': '7'},[{'athlete': {'id': '4431767'}}],2025-04-05T02:11:34Z,False,"{'x': 38, 'y': 7}",690.0
40170569111,11,"{'id': '94', 'text': 'Tip Shot'}",Christian Braun makes tip shot,2,3,1,11:29,True,2,{'id': '7'},[{'athlete': {'id': '4431767'}}],2025-04-05T02:11:40Z,True,"{'x': 25, 'y': 0}",689.0
40170569112,12,"{'id': '44', 'text': 'Shooting Foul'}",Stephen Curry shooting foul,2,3,1,11:29,False,0,{'id': '9'},[{'athlete': {'id': '3975'}}],2025-04-05T02:11:41Z,False,"{'x': 23, 'y': 4}",689.0
40170569114,14,"{'id': '97', 'text': 'Free Throw - 1 of 1'}",Christian Braun misses free throw 1 of 1,2,3,1,11:29,False,0,{'id': '7'},[{'athlete': {'id': '4431767'}}],2025-04-05T02:12:07Z,True,"{'x': -214748340, 'y': -214748365}",689.0
40170569115,15,"{'id': '155', 'text': 'Defensive Rebound'}",Draymond Green defensive rebound,2,3,1,11:27,False,0,{'id': '9'},[{'athlete': {'id': '6589'}}],2025-04-05T02:12:09Z,False,"{'x': -214748340, 'y': -214748365}",687.0
40170569116,16,"{'id': '141', 'text': 'Cutting Layup Shot'}",Draymond Green misses layup,2,3,1,11:20,False,0,{'id': '9'},[{'athlete': {'id': '6589'}}],2025-04-05T02:12:16Z,True,"{'x': 28, 'y': 3}",680.0
40170569117,17,"{'id': '156', 'text': 'Offensive Rebound'}",Jimmy Butler III offensive rebound,2,3,1,11:19,False,0,{'id': '9'},[{'athlete': {'id': '6430'}}],2025-04-05T02:12:17Z,False,"{'x': 28, 'y': 3}",679.0
40170569118,18,"{'id': '94', 'text': 'Tip Shot'}",Jimmy Butler III makes tip shot,2,5,1,11:19,True,2,{'id': '9'},[{'athlete': {'id': '6430'}}],2025-04-05T02:12:19Z,True,"{'x': 25, 'y': 0}",679.0
40170569120,20,"{'id': '92', 'text': 'Jump Shot'}",Nikola Jokic misses 23-foot three point jumper,2,5,1,10:55,False,0,{'id': '7'},[{'athlete': {'id': '3112335'}}],2025-04-05T02:12:51Z,True,"{'x': 2, 'y': 6}",655.0
40170569121,21,"{'id': '156', 'text': 'Offensive Rebound'}",Michael Porter Jr. offensive rebound,2,5,1,10:51,False,0,{'id': '7'},[{'athlete': {'id': '4278104'}}],2025-04-05T02:12:55Z,False,"{'x': 2, 'y': 6}",651.0
