id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,wallclock,shootingPlay,coordinate,pointsAttempted,shortDescription,team,participants,clockSec
4018101874,4,"{'id': '615', 'text': 'Jumpball'}",vs. ,0,0,1,12:00,False,0,2025-12-04T01:41:12Z,False,"{'x': -214748340, 'y': -214748365}",0,Jump Ball,,,720.0
4018101877,7,"{'id': '615', 'text': 'Jumpball'}",Bam Adebayo vs. Anthony Davis (Tyler Herro gains possession),0,0,1,12:00,False,0,2025-12-04T01:41:43Z,False,"{'x': -214748340, 'y': -214748365}",0,Jump Ball,{'id': '14'},"[{'athlete': {'id': '4066261'}}, {'athlete': {'id': '6583'}}, {'athlete': {'id': '4395725'}}]",720.0
40181018710,10,"{'id': '92', 'text': 'Jump Shot'}",Bam Adebayo makes 26-foot three point jumper (Andrew Wiggins assists),3,0,1,11:43,True,3,2025-12-04T01:41:55Z,True,"{'x': 26, 'y': 26}",3,+3 Points,{'id': '14'},"[{'athlete': {'id': '4066261'}}, {'athlete': {'id': '3059319'}}]",703.0
40181018712,12,"{'id': '132', 'text': 'Step Back Jump Shot'}",Ryan Nembhard misses 13-foot step back jumpshot,3,0,1,11:16,False,0,2025-12-04T01:42:22Z,True,"{'x': 12, 'y': 0}",2,Missed FG,{'id': '6'},[{'athlete': {'id': '4433629'}}],676.0
40181018713,13,"{'id': '155', 'text': 'Defensive Rebound'}",Andrew Wiggins defensive rebound,3,0,1,11:13,False,0,2025-12-04T01:42:25Z,False,"{'x': 12, 'y': 0}",0,Rebound,{'id': '14'},[{'athlete': {'id': '3059319'}}],673.0
40181018714,14,"{'id': '122', 'text': 'Jump Shot Bank'}",Bam Adebayo misses 27-foot jump bank shot,3,0,1,11:06,False,0,2025-12-04T01:42:33Z,True,"{'x': 40, 'y': 23}",3,Missed 3PT,{'id': '14'},[{'athlete': {'id': '4066261'}}],666.0
40181018715,15,"{'id': '155', 'text': 'Defensive Rebound'}",Anthony Davis defensive rebound,3,0,1,11:03,False,0,2025-12-04T01:42:36Z,False,"{'x': 40, 'y': 23}",0,Rebound,{'id': '6'},[{'athlete': {'id': '6583'}}],663.0
40181018716,16,"{'id': '63', 'text': 'Lost Ball Turnover'}",Anthony Davis lost ball turnover (Bam Adebayo steals),3,0,1,10:47,False,0,2025-12-04T01:42:51Z,False,"{'x': 28, 'y': 17}",0,Turnover,{'id': '6'},"[{'athlete': {'id': '6583'}}, {'athlete': {'id': '4066261'}}]",647.0
40181018718,18,"{'id': '109', 'text': 'Running Layup Shot'}",Anthony Davis blocks Tyler Herro's two point shot,3,0,1,10:45,False,0,2025-12-04T01:42:56Z,True,"{'x': 25, 'y': 1}",2,Missed FG,{'id': '14'},"[{'athlete': {'id': '4395725'}}, {'athlete': {'id': '6583'}}]",645.0
40181018719,19,"{'id': '156', 'text': 'Offensive Rebound'}",Heat offensive team rebound,3,0,1,10:44,False,0,2025-12-04T01:42:57Z,False,"{'x': 25, 'y': 1}",0,Rebound,{'id': '14'},,644.0
40181018723,23,"{'id': '132', 'text': 'Step Back Jump Shot'}",Tyler Herro makes 23-foot three point step back jumpshot (Davion Mitchell assists),6,0,1,10:39,True,3,2025-12-04T01:43:26Z,True,"{'x': 2, 'y': 0}",3,+3 Points,{'id': '14'},"[{'athlete': {'id': '4395725'}}, {'athlete': {'id': '4278053'}}]",639.0
40181018725,25,"{'id': '63', 'text': 'Lost Ball Turnover'}",Cooper Flagg lost ball turnover (Tyler Herro steals),6,0,1,10:26,False,0,2025-12-04T01:43:39Z,False,"{'x': 25, 'y': 17}",0,Turnover,{'id': '6'},"[{'athlete': {'id': '5041939'}}, {'athlete': {'id': '4395725'}}]",626.0
40181018727,27,"{'id': '109', 'text': 'Running Layup Shot'}",Tyler Herro makes two point shot,8,0,1,10:23,True,2,2025-12-04T01:43:42Z,True,"{'x': 26, 'y': 4}",2,+2 Points,{'id': '14'},[{'athlete': {'id': '4395725'}}],623.0
40181018728,28,"{'id': '44', 'text': 'Shooting Foul'}",Bam Adebayo shooting foul,8,0,1,10:12,False,0,2025-12-04T01:43:55Z,False,"{'x': 23, 'y': 10}",0,Foul,{'id': '14'},[{'athlete': {'id': '4066261'}}],612.0
40181018730,30,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Max Christie makes free throw 1 of 2,8,1,1,10:12,True,1,2025-12-04T01:44:27Z,True,"{'x': -214748340, 'y': -214748365}",1,+1 Point,{'id': '6'},[{'athlete': {'id': '4432582'}}],612.0
40181018731,31,"{'id': '99', 'text': 'Free Throw - 2 of 2'}",Max Christie makes free throw 2 of 2,8,2,1,10:12,True,1,2025-12-04T01:44:44Z,True,"{'x': -214748340, 'y': -214748365}",1,+1 Point,{'id': '6'},[{'athlete': {'id': '4432582'}}],612.0
40181018732,32,"{'id': '128', 'text': 'Driving Finger Roll Layup'}",Pelle Larsson makes 3-foot two point shot (Andrew Wiggins assists),10,2,1,10:03,True,2,2025-12-04T01:44:55Z,True,"{'x': 25, 'y': 4}",2,+2 Points,{'id': '14'},"[{'athlete': {'id': '4601025'}}, {'athlete': {'id': '3059319'}}]",603.0
40181018734,34,"{'id': '44', 'text': 'Shooting Foul'}",Cooper Flagg shooting foul,10,2,1,10:03,False,0,2025-12-04T01:44:58Z,False,"{'x': 23, 'y': 6}",0,Foul,{'id': '6'},[{'athlete': {'id': '5041939'}}],603.0
40181018736,36,"{'id': '97', 'text': 'Free Throw - 1 of 1'}",Pelle Larsson misses free throw 1 of 1,10,2,1,10:03,False,0,2025-12-04T01:45:17Z,True,"{'x': -214748340, 'y': -214748365}",1,Missed FT,{'id': '14'},[{'athlete': {'id': '4601025'}}],603.0
40181018737,37,"{'id': '155', 'text': 'Defensive Rebound'}",Anthony Davis defensive rebound,10,2,1,10:00,False,0,2025-12-04T01:45:20Z,False,"{'x': -214748340, 'y': -214748365}",0,Rebound,{'id': '6'},[{'athlete': {'id': '6583'}}],600.0
40181018738,38,"{'id': '92', 'text': 'Jump Shot'}",Anthony Davis misses 26-foot three point jumper,10,2,1,9:46,False,0,2025-12-04T01:45:33Z,True,"{'x': 20, 'y': 26}",3,Missed 3PT,{'id': '6'},[{'athlete': {'id': '6583'}}],586.0
40181018739,39,"{'id': '155', 'text': 'Defensive Rebound'}",Heat defensive team rebound,10,2,1,9:44,False,0,2025-12-04T01:45:35Z,False,"{'x': 20, 'y': 26}",0,Rebound,{'id': '14'},,584.0
40181018741,41,"{'id': '132', 'text': 'Step Back Jump Shot'}",Davion Mitchell misses 24-foot three point step back jumpshot,10,2,1,9:37,False,0,2025-12-04T01:45:47Z,True,"{'x': 41, 'y': 18}",3,Missed 3PT,{'id': '14'},[{'athlete': {'id': '4278053'}}],577.0
40181018742,42,"{'id': '155', 'text': 'Defensive Rebound'}",Anthony Davis defensive rebound,10,2,1,9:35,False,0,2025-12-04T01:45:49Z,False,"{'x': 41, 'y': 18}",0,Rebound,{'id': '6'},[{'athlete': {'id': '6583'}}],575.0
40181018743,43,"{'id': '92', 'text': 'Jump Shot'}",Naji Marshall misses 23-foot three point jumper,10,2,1,9:23,False,0,2025-12-04T01:46:02Z,True,"{'x': 1, 'y': 1}",3,Missed 3PT,{'id': '6'},[{'athlete': {'id': '4278594'}}],563.0
40181018744,44,"{'id': '155', 'text': 'Defensive Rebound'}",Bam Adebayo defensive rebound,10,2,1,9:21,False,0,2025-12-04T01:46:04Z,False,"{'x': 1, 'y': 1}",0,Rebound,{'id': '14'},[{'athlete': {'id': '4066261'}}],561.0
40181018745,45,"{'id': '110', 'text': 'Driving Layup Shot'}",Naji Marshall blocks Davion Mitchell 's 5-foot driving layup,10,2,1,9:13,False,0,2025-12-04T01:46:14Z,True,"{'x': 21, 'y': 3}",2,Missed FG,{'id': '14'},"[{'athlete': {'id': '4278053'}}, {'athlete': {'id': '4278594'}}]",553.0
40181018747,47,"{'id': '156', 'text': 'Offensive Rebound'}",Heat offensive team rebound,10,2,1,9:11,False,0,2025-12-04T01:46:16Z,False,"{'x': 21, 'y': 3}",0,Rebound,{'id': '14'},,551.0
40181018749,49,"{'id': '137', 'text': 'Turnaround Fade Away Jump Shot'}",Andrew Wiggins misses 12-foot two point shot,10,2,1,9:05,False,0,2025-12-04T01:46:33Z,True,"{'x': 13, 'y': 1}",2,Missed FG,{'id': '14'},[{'athlete': {'id': '3059319'}}],545.0
40181018750,50,"{'id': '155', 'text': 'Defensive Rebound'}",Cooper Flagg defensive rebound,10,2,1,9:02,False,0,2025-12-04T01:46:36Z,False,"{'x': 13, 'y': 1}",0,Rebound,{'id': '6'},[{'athlete': {'id': '5041939'}}],542.0
40181018751,51,"{'id': '146', 'text': 'Running Pullup Jump Shot'}",Cooper Flagg makes 21-foot running pullup jump shot,10,4,1,8:56,True,2,2025-12-04T01:46:42Z,True,"{'x': 38, 'y': 17}",2,+2 Points,{'id': '6'},[{'athlete': {'id': '5041939'}}],536.0
40181018752,52,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",Andrew Wiggins misses driving floating jump shot,10,4,1,8:41,False,0,2025-12-04T01:46:57Z,True,"{'x': 22, 'y': 6}",2,Missed FG,{'id': '14'},[{'athlete': {'id': '3059319'}}],521.0
40181018753,53,"{'id': '155', 'text': 'Defensive Rebound'}",Anthony Davis defensive rebound,10,4,1,8:40,False,0,2025-12-04T01:46:58Z,False,"{'x': 22, 'y': 6}",0,Rebound,{'id': '6'},[{'athlete': {'id': '6583'}}],520.0
401810187198,198,"{'id': '63', 'text': 'Lost Ball Turnover'}",Anthony Davis lost ball turnover (Andrew Wiggins steals),10,4,1,8:39,False,0,2025-12-04T01:47:00Z,False,"{'x': 27, 'y': 1}",0,Turnover,{'id': '6'},"[{'athlete': {'id': '6583'}}, {'athlete': {'id': '3059319'}}]",519.0
40181018754,54,"{'id': '110', 'text': 'Driving Layup Shot'}",Tyler Herro makes driving layup (Andrew Wiggins assists),12,4,1,8:34,True,2,2025-12-04T01:47:04Z,True,"{'x': 27, 'y': 2}",2,+2 Points,{'id': '14'},"[{'athlete': {'id': '4395725'}}, {'athlete': {'id': '3059319'}}]",514.0
40181018755,55,"{'id': '44', 'text': 'Shooting Foul'}",Pelle Larsson shooting foul,12,4,1,8:27,False,0,2025-12-04T01:47:14Z,False,"{'x': 23, 'y': 3}",0,Foul,{'id': '14'},[{'athlete': {'id': '4601025'}}],507.0
40181018757,57,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Cooper Flagg makes free throw 1 of 2,12,5,1,8:27,True,1,2025-12-04T01:47:43Z,True,"{'x': -214748340, 'y': -214748365}",1,+1 Point,{'id': '6'},[{'athlete': {'id': '5041939'}}],507.0
40181018758,58,"{'id': '99', 'text': 'Free Throw - 2 of 2'}",Cooper Flagg makes free throw 2 of 2,12,6,1,8:27,True,1,2025-12-04T01:48:01Z,True,"{'x': -214748340, 'y': -214748365}",1,+1 Point,{'id': '6'},[{'athlete': {'id': '5041939'}}],507.0
40181018759,59,"{'id': '110', 'text': 'Driving Layup Shot'}",Davion Mitchell makes driving layup (Pelle Larsson assists),14,6,1,8:10,True,2,2025-12-04T01:48:19Z,True,"{'x': 30, 'y': 5}",2,+2 Points,{'id': '14'},"[{'athlete': {'id': '4278053'}}, {'athlete': {'id': '4601025'}}]",490.0
40181018761,61,"{'id': '137', 'text': 'Turnaround Fade Away Jump Shot'}",Anthony Davis makes 11-foot two point shot (Ryan Nembhard assists),14,8,1,7:55,True,2,2025-12-04T01:48:34Z,True,"{'x': 36, 'y': -2}",2,+2 Points,{'id': '6'},"[{'athlete': {'id': '6583'}}, {'athlete': {'id': '4433629'}}]",475.0
40181018763,63,"{'id': '44', 'text': 'Shooting Foul'}",Cooper Flagg shooting foul,14,8,1,7:45,False,0,2025-12-04T01:48:45Z,False,"{'x': 23, 'y': 7}",0,Foul,{'id': '6'},[{'athlete': {'id': '5041939'}}],465.0
40181018765,65,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Pelle Larsson makes free throw 1 of 2,15,8,1,7:45,True,1,2025-12-04T01:49:15Z,True,"{'x': -214748340, 'y': -214748365}",1,+1 Point,{'id': '14'},[{'athlete': {'id': '4601025'}}],465.0
40181018766,66,"{'id': '584', 'text': 'Substitution'}",Klay Thompson enters the game for Cooper Flagg,15,8,1,7:45,False,0,2025-12-04T01:49:16Z,False,"{'x': -214748340, 'y': -214748365}",0,Substitution,{'id': '6'},"[{'athlete': {'id': '6475'}}, {'athlete': {'id': '5041939'}}]",465.0
40181018768,68,"{'id': '99', 'text': 'Free Throw - 2 of 2'}",Pelle Larsson makes free throw 2 of 2,16,8,1,7:45,True,1,2025-12-04T01:49:32Z,True,"{'x': -214748340, 'y': -214748365}",1,+1 Point,{'id': '14'},[{'athlete': {'id': '4601025'}}],465.0
40181018769,69,"{'id': '92', 'text': 'Jump Shot'}",Klay Thompson misses 25-foot three point jumper,16,8,1,7:24,False,0,2025-12-04T01:49:56Z,True,"{'x': 44, 'y': 16}",3,Missed 3PT,{'id': '6'},[{'athlete': {'id': '6475'}}],444.0
40181018770,70,"{'id': '155', 'text': 'Defensive Rebound'}",Tyler Herro defensive rebound,16,8,1,7:20,False,0,2025-12-04T01:50:00Z,False,"{'x': 44, 'y': 16}",0,Rebound,{'id': '14'},[{'athlete': {'id': '4395725'}}],440.0
40181018771,71,"{'id': '109', 'text': 'Running Layup Shot'}",Tyler Herro misses two point shot,16,8,1,7:16,False,0,2025-12-04T01:50:03Z,True,"{'x': 27, 'y': 2}",2,Missed FG,{'id': '14'},[{'athlete': {'id': '4395725'}}],436.0
40181018772,72,"{'id': '155', 'text': 'Defensive Rebound'}",Ryan Nembhard defensive rebound,16,8,1,7:13,False,0,2025-12-04T01:50:06Z,False,"{'x': 27, 'y': 2}",0,Rebound,{'id': '6'},[{'athlete': {'id': '4433629'}}],433.0
40181018773,73,"{'id': '92', 'text': 'Jump Shot'}",Max Christie makes 25-foot three point jumper (Ryan Nembhard assists),16,11,1,7:06,True,3,2025-12-04T01:50:13Z,True,"{'x': 23, 'y': 26}",3,+3 Points,{'id': '6'},"[{'athlete': {'id': '4432582'}}, {'athlete': {'id': '4433629'}}]",426.0
40181018775,75,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",Andrew Wiggins misses driving floating jump shot,16,11,1,6:46,False,0,2025-12-04T01:50:33Z,True,"{'x': 28, 'y': 8}",2,Missed FG,{'id': '14'},[{'athlete': {'id': '3059319'}}],406.0
40181018776,76,"{'id': '155', 'text': 'Defensive Rebound'}",Naji Marshall defensive rebound,16,11,1,6:43,False,0,2025-12-04T01:50:36Z,False,"{'x': 28, 'y': 8}",0,Rebound,{'id': '6'},[{'athlete': {'id': '4278594'}}],403.0
40181018777,77,"{'id': '137', 'text': 'Turnaround Fade Away Jump Shot'}",Klay Thompson misses 12-foot two point shot,16,11,1,6:34,False,0,2025-12-04T01:50:45Z,True,"{'x': 37, 'y': 2}",2,Missed FG,{'id': '6'},[{'athlete': {'id': '6475'}}],394.0
40181018778,78,"{'id': '155', 'text': 'Defensive Rebound'}",Tyler Herro defensive rebound,16,11,1,6:33,False,0,2025-12-04T01:50:46Z,False,"{'x': 37, 'y': 2}",0,Rebound,{'id': '14'},[{'athlete': {'id': '4395725'}}],393.0
40181018779,79,"{'id': '131', 'text': 'Pullup Jump Shot'}",Bam Adebayo misses 10-foot pullup jump shot,16,11,1,6:24,False,0,2025-12-04T01:50:56Z,True,"{'x': 22, 'y': 10}",2,Missed FG,{'id': '14'},[{'athlete': {'id': '4066261'}}],384.0
40181018780,80,"{'id': '155', 'text': 'Defensive Rebound'}",Anthony Davis defensive rebound,16,11,1,6:19,False,0,2025-12-04T01:51:01Z,False,"{'x': 22, 'y': 10}",0,Rebound,{'id': '6'},[{'athlete': {'id': '6583'}}],379.0
40181018781,81,"{'id': '131', 'text': 'Pullup Jump Shot'}",Ryan Nembhard makes 11-foot pullup jump shot,16,13,1,6:13,True,2,2025-12-04T01:51:06Z,True,"{'x': 24, 'y': 12}",2,+2 Points,{'id': '6'},[{'athlete': {'id': '4433629'}}],373.0
40181018782,82,"{'id': '144', 'text': 'Driving Floating Jump Shot'}",Tyler Herro misses driving floating jump shot,16,13,1,6:05,False,0,2025-12-04T01:51:14Z,True,"{'x': 29, 'y': 9}",2,Missed FG,{'id': '14'},[{'athlete': {'id': '4395725'}}],365.0
40181018783,83,"{'id': '156', 'text': 'Offensive Rebound'}",Tyler Herro offensive rebound,16,13,1,6:02,False,0,2025-12-04T01:51:17Z,False,"{'x': 29, 'y': 9}",0,Rebound,{'id': '14'},[{'athlete': {'id': '4395725'}}],362.0
40181018784,84,"{'id': '125', 'text': 'Layup Shot Putback'}",Tyler Herro makes two point shot,18,13,1,6:02,True,2,2025-12-04T01:51:18Z,True,"{'x': 25, 'y': 0}",2,+2 Points,{'id': '14'},[{'athlete': {'id': '4395725'}}],362.0
40181018785,85,"{'id': '92', 'text': 'Jump Shot'}",Anthony Davis misses 18-foot jumper,18,13,1,5:51,False,0,2025-12-04T01:51:29Z,True,"{'x': 9, 'y': 9}",2,Missed FG,{'id': '6'},[{'athlete': {'id': '6583'}}],351.0
40181018786,86,"{'id': '155', 'text': 'Defensive Rebound'}",Davion Mitchell defensive rebound,18,13,1,5:48,False,0,2025-12-04T01:51:32Z,False,"{'x': 9, 'y': 9}",0,Rebound,{'id': '14'},[{'athlete': {'id': '4278053'}}],348.0
40181018787,87,"{'id': '129', 'text': 'Running Finger Roll Layup'}",Andrew Wiggins makes two point shot (Davion Mitchell assists),20,13,1,5:46,True,2,2025-12-04T01:51:34Z,True,"{'x': 26, 'y': 2}",2,+2 Points,{'id': '14'},"[{'athlete': {'id': '3059319'}}, {'athlete': {'id': '4278053'}}]",346.0
40181018789,89,"{'id': '16', 'text': 'Full Timeout'}",Mavericks Full timeout,20,13,1,5:45,False,0,2025-12-04T01:51:40Z,False,"{'x': -214748340, 'y': -214748365}",0,Timeout,{'id': '6'},,345.0
40181018791,91,"{'id': '584', 'text': 'Substitution'}",Daniel Gafford enters the game for Anthony Davis,20,13,1,5:45,False,0,2025-12-04T01:53:40Z,False,"{'x': -214748340, 'y': -214748365}",0,Substitution,{'id': '6'},"[{'athlete': {'id': '4278049'}}, {'athlete': {'id': '6583'}}]",345.0
40181018792,92,"{'id': '584', 'text': 'Substitution'}",Brandon Williams enters the game for Ryan Nembhard,20,13,1,5:45,False,0,2025-12-04T01:53:40Z,False,"{'x': -214748340, 'y': -214748365}",0,Substitution,{'id': '6'},"[{'athlete': {'id': '4397040'}}, {'athlete': {'id': '4433629'}}]",345.0
40181018793,93,"{'id': '584', 'text': 'Substitution'}",Jaime Jaquez Jr. enters the game for Tyler Herro,20,13,1,5:45,False,0,2025-12-04T01:53:40Z,False,"{'x': -214748340, 'y': -214748365}",0,Substitution,{'id': '14'},"[{'athlete': {'id': '4432848'}}, {'athlete': {'id': '4395725'}}]",345.0
40181018797,97,"{'id': '92', 'text': 'Jump Shot'}",Klay Thompson makes 24-foot three point jumper (Brandon Williams assists),20,16,1,5:32,True,3,2025-12-04T01:54:53Z,True,"{'x': 7, 'y': 17}",3,+3 Points,{'id': '6'},"[{'athlete': {'id': '6475'}}, {'athlete': {'id': '4397040'}}]",332.0
40181018799,99,"{'id': '92', 'text': 'Jump Shot'}",Pelle Larsson misses 36-foot three point jumper,20,16,1,5:07,False,0,2025-12-04T01:55:21Z,True,"{'x': 7, 'y': 32}",3,Missed 3PT,{'id': '14'},[{'athlete': {'id': '4601025'}}],307.0
401810187100,100,"{'id': '156', 'text': 'Offensive Rebound'}",Heat offensive team rebound,20,16,1,5:05,False,0,2025-12-04T01:55:23Z,False,"{'x': 7, 'y': 32}",0,Rebound,{'id': '14'},,305.0
401810187101,101,"{'id': '70', 'text': 'Shot Clock Turnover'}",shot clock turnover ,20,16,1,5:05,False,0,2025-12-04T01:55:25Z,False,"{'x': 33, 'y': 8}",0,Turnover,{'id': '14'},,305.0
401810187102,102,"{'id': '131', 'text': 'Pullup Jump Shot'}",Brandon Williams misses 16-foot pullup jump shot,20,16,1,4:54,False,0,2025-12-04T01:55:47Z,True,"{'x': 37, 'y': 11}",2,Missed FG,{'id': '6'},[{'athlete': {'id': '4397040'}}],294.0
401810187103,103,"{'id': '155', 'text': 'Defensive Rebound'}",Jaime Jaquez Jr. defensive rebound,20,16,1,4:50,False,0,2025-12-04T01:55:51Z,False,"{'x': 37, 'y': 11}",0,Rebound,{'id': '14'},[{'athlete': {'id': '4432848'}}],290.0
401810187104,104,"{'id': '131', 'text': 'Pullup Jump Shot'}",Bam Adebayo makes 13-foot pullup jump shot,22,16,1,4:39,True,2,2025-12-04T01:56:02Z,True,"{'x': 25, 'y': 13}",2,+2 Points,{'id': '14'},[{'athlete': {'id': '4066261'}}],279.0
401810187105,105,"{'id': '90', 'text': 'Out of Bounds - Bad Pass Turnover'}",Max Christie out of bounds bad pass turnover,22,16,1,4:20,False,0,2025-12-04T01:56:22Z,False,"{'x': 20, 'y': 19}",0,Turnover,{'id': '6'},[{'athlete': {'id': '4432582'}}],260.0
401810187106,106,"{'id': '584', 'text': 'Substitution'}",Simone Fontecchio enters the game for Pelle Larsson,22,16,1,4:20,False,0,2025-12-04T01:56:25Z,False,"{'x': -214748340, 'y': -214748365}",0,Substitution,{'id': '14'},"[{'athlete': {'id': '3899664'}}, {'athlete': {'id': '4601025'}}]",260.0
401810187107,107,"{'id': '584', 'text': 'Substitution'}",Dru Smith enters the game for Bam Adebayo,22,16,1,4:20,False,0,2025-12-04T01:56:25Z,False,"{'x': -214748340, 'y': -214748365}",0,Substitution,{'id': '14'},"[{'athlete': {'id': '4066993'}}, {'athlete': {'id': '4066261'}}]",260.0
401810187108,108,"{'id': '584', 'text': 'Substitution'}",Kel'el Ware enters the game for Davion Mitchell,22,16,1,4:20,False,0,2025-12-04T01:56:25Z,False,"{'x': -214748340, 'y': -214748365}",0,Substitution,{'id': '14'},"[{'athlete': {'id': '5105623'}}, {'athlete': {'id': '4278053'}}]",260.0
401810187112,112,"{'id': '110', 'text': 'Driving Layup Shot'}",Jaime Jaquez Jr. misses driving layup,22,16,1,4:07,False,0,2025-12-04T01:57:01Z,True,"{'x': 21, 'y': 3}",2,Missed FG,{'id': '14'},[{'athlete': {'id': '4432848'}}],247.0
401810187113,113,"{'id': '156', 'text': 'Offensive Rebound'}",Jaime Jaquez Jr. offensive rebound,22,16,1,4:04,False,0,2025-12-04T01:57:04Z,False,"{'x': 21, 'y': 3}",0,Rebound,{'id': '14'},[{'athlete': {'id': '4432848'}}],244.0
401810187114,114,"{'id': '125', 'text': 'Layup Shot Putback'}",Jaime Jaquez Jr. misses two point shot,22,16,1,4:04,False,0,2025-12-04T01:57:05Z,True,"{'x': 21, 'y': 2}",2,Missed FG,{'id': '14'},[{'athlete': {'id': '4432848'}}],244.0
401810187115,115,"{'id': '155', 'text': 'Defensive Rebound'}",Daniel Gafford defensive rebound,22,16,1,4:04,False,0,2025-12-04T01:57:05Z,False,"{'x': 21, 'y': 2}",0,Rebound,{'id': '6'},[{'athlete': {'id': '4278049'}}],244.0
401810187116,116,"{'id': '63', 'text': 'Lost Ball Turnover'}",Daniel Gafford lost ball turnover (Jaime Jaquez Jr. steals),22,16,1,4:00,False,0,2025-12-04T01:57:08Z,False,"{'x': 33, 'y': 6}",0,Turnover,{'id': '6'},"[{'athlete': {'id': '4278049'}}, {'athlete': {'id': '4432848'}}]",240.0
401810187118,118,"{'id': '62', 'text': 'Bad Pass\nTurnover'}",Jaime Jaquez Jr. bad pass (Naji Marshall steals),22,16,1,3:58,False,0,2025-12-04T01:57:10Z,False,"{'x': 33, 'y': 12}",0,Turnover,{'id': '14'},"[{'athlete': {'id': '4432848'}}, {'athlete': {'id': '4278594'}}]",238.0
401810187120,120,"{'id': '113', 'text': 'Running Jump Shot'}",Klay Thompson makes 25-foot three point shot (Naji Marshall assists),22,19,1,3:53,True,3,2025-12-04T01:57:15Z,True,"{'x': 7, 'y': 19}",3,+3 Points,{'id': '6'},"[{'athlete': {'id': '6475'}}, {'athlete': {'id': '4278594'}}]",233.0
401810187122,122,"{'id': '44', 'text': 'Shooting Foul'}",Max Christie shooting foul,22,19,1,3:41,False,0,2025-12-04T01:57:28Z,False,"{'x': 30, 'y': 1}",0,Foul,{'id': '6'},[{'athlete': {'id': '4432582'}}],221.0
401810187124,124,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Dru Smith makes free throw 1 of 2,23,19,1,3:41,True,1,2025-12-04T01:58:01Z,True,"{'x': -214748340, 'y': -214748365}",1,+1 Point,{'id': '14'},[{'athlete': {'id': '4066993'}}],221.0
401810187125,125,"{'id': '584', 'text': 'Substitution'}",D'Angelo Russell enters the game for Max Christie,23,19,1,3:41,False,0,2025-12-04T01:58:01Z,False,"{'x': -214748340, 'y': -214748365}",0,Substitution,{'id': '6'},"[{'athlete': {'id': '3136776'}}, {'athlete': {'id': '4432582'}}]",221.0
401810187126,126,"{'id': '584', 'text': 'Substitution'}",Caleb Martin enters the game for Naji Marshall,23,19,1,3:41,False,0,2025-12-04T01:58:01Z,False,"{'x': -214748340, 'y': -214748365}",0,Substitution,{'id': '6'},"[{'athlete': {'id': '3138160'}}, {'athlete': {'id': '4278594'}}]",221.0
401810187129,129,"{'id': '99', 'text': 'Free Throw - 2 of 2'}",Dru Smith makes free throw 2 of 2,24,19,1,3:41,True,1,2025-12-04T01:58:23Z,True,"{'x': -214748340, 'y': -214748365}",1,+1 Point,{'id': '14'},[{'athlete': {'id': '4066993'}}],221.0
401810187130,130,"{'id': '92', 'text': 'Jump Shot'}",Klay Thompson misses 27-foot three point jumper,24,19,1,3:31,False,0,2025-12-04T01:58:32Z,True,"{'x': 16, 'y': 27}",3,Missed 3PT,{'id': '6'},[{'athlete': {'id': '6475'}}],211.0
401810187131,131,"{'id': '155', 'text': 'Defensive Rebound'}",Simone Fontecchio defensive rebound,24,19,1,3:28,False,0,2025-12-04T01:58:35Z,False,"{'x': 16, 'y': 27}",0,Rebound,{'id': '14'},[{'athlete': {'id': '3899664'}}],208.0
401810187132,132,"{'id': '92', 'text': 'Jump Shot'}",Andrew Wiggins misses 25-foot three point jumper,24,19,1,3:21,False,0,2025-12-04T01:58:42Z,True,"{'x': 4, 'y': 15}",3,Missed 3PT,{'id': '14'},[{'athlete': {'id': '3059319'}}],201.0
401810187133,133,"{'id': '155', 'text': 'Defensive Rebound'}",Caleb Martin defensive rebound,24,19,1,3:18,False,0,2025-12-04T01:58:45Z,False,"{'x': 4, 'y': 15}",0,Rebound,{'id': '6'},[{'athlete': {'id': '3138160'}}],198.0
401810187134,134,"{'id': '129', 'text': 'Running Finger Roll Layup'}",Brandon Williams makes two point shot (Caleb Martin assists),24,21,1,3:15,True,2,2025-12-04T01:58:49Z,True,"{'x': 29, 'y': 3}",2,+2 Points,{'id': '6'},"[{'athlete': {'id': '4397040'}}, {'athlete': {'id': '3138160'}}]",195.0
401810187136,136,"{'id': '44', 'text': 'Shooting Foul'}",Dru Smith shooting foul,24,21,1,3:15,False,0,2025-12-04T01:58:51Z,False,"{'x': 29, 'y': 3}",0,Foul,{'id': '14'},[{'athlete': {'id': '4066993'}}],195.0
401810187138,138,"{'id': '584', 'text': 'Substitution'}",Tyler Herro enters the game for Andrew Wiggins,24,21,1,3:15,False,0,2025-12-04T01:59:11Z,False,"{'x': -214748340, 'y': -214748365}",0,Substitution,{'id': '14'},"[{'athlete': {'id': '4395725'}}, {'athlete': {'id': '3059319'}}]",195.0
