id,sequenceNumber,type,text,awayScore,homeScore,period,clock,scoringPlay,scoreValue,team,participants,wallclock,shootingPlay,coordinate,pointsAttempted,clockSec
4018097744,4,"{'id': '615', 'text': 'Jumpball'}",Alperen Sengun vs. Victor Wembanyama (Julian Champagnie gains possession),0,0,1,12:00,False,0,{'id': '24'},"[{'athlete': {'id': '5104157'}}, {'athlete': {'id': '4871144'}}, {'athlete': {'id': '4592479'}}]",2025-11-08T00:42:42Z,False,"{'x': -214748340, 'y': -214748365}",0,720.0
4018097747,7,"{'id': '92', 'text': 'Jump Shot'}",Julian Champagnie misses 22-foot three point jumper,0,0,1,11:46,False,0,{'id': '24'},[{'athlete': {'id': '4592479'}}],2025-11-08T00:42:52Z,True,"{'x': 48, 'y': 1}",3,706.0
4018097748,8,"{'id': '155', 'text': 'Defensive Rebound'}",Jabari Smith Jr. defensive rebound,0,0,1,11:42,False,0,{'id': '10'},[{'athlete': {'id': '4432639'}}],2025-11-08T00:42:56Z,False,"{'x': 48, 'y': 1}",0,702.0
4018097749,9,"{'id': '92', 'text': 'Jump Shot'}",Alperen Sengun misses 26-foot three point jumper,0,0,1,11:22,False,0,{'id': '10'},[{'athlete': {'id': '4871144'}}],2025-11-08T00:43:18Z,True,"{'x': 12, 'y': 23}",3,682.0
40180977410,10,"{'id': '156', 'text': 'Offensive Rebound'}",Josh Okogie offensive rebound,0,0,1,11:21,False,0,{'id': '10'},[{'athlete': {'id': '4065663'}}],2025-11-08T00:43:19Z,False,"{'x': 12, 'y': 23}",0,681.0
40180977411,11,"{'id': '70', 'text': 'Shot Clock Turnover'}",shot clock turnover ,0,0,1,11:20,False,0,{'id': '10'},,2025-11-08T00:43:26Z,False,"{'x': 3, 'y': 22}",0,680.0
40180977412,12,"{'id': '44', 'text': 'Shooting Foul'}",Alperen Sengun shooting foul,0,0,1,11:12,False,0,{'id': '10'},[{'athlete': {'id': '4871144'}}],2025-11-08T00:43:43Z,False,"{'x': 29, 'y': 1}",0,672.0
40180977414,14,"{'id': '98', 'text': 'Free Throw - 1 of 2'}",Stephon Castle misses free throw 1 of 2,0,0,1,11:12,False,0,{'id': '24'},[{'athlete': {'id': '4845367'}}],2025-11-08T00:44:09Z,True,"{'x': -214748340, 'y': -214748365}",1,672.0
40180977415,15,"{'id': '156', 'text': 'Offensive Rebound'}",Spurs offensive team rebound,0,0,1,11:12,False,0,{'id': '24'},,2025-11-08T00:44:09Z,False,"{'x': -214748340, 'y': -214748365}",0,672.0
40180977416,16,"{'id': '99', 'text': 'Free Throw - 2 of 2'}",Stephon Castle makes free throw 2 of 2,0,1,1,11:12,True,1,{'id': '24'},[{'athlete': {'id': '4845367'}}],2025-11-08T00:44:25Z,True,"{'x': -214748340, 'y': -214748365}",1,672.0
