game_id,game_date,home_team,away_team,location,date,hour,game_string,away_score,home_score
401704971,25/12/2024,New York Knicks,San Antonio Spurs,Madison Square Garden,25/12/2024,17:00 UTC,"San Antonio Spurs vs New York Knicks @ Madison Square Garden, 2024-12-25 17:00 UTC",114.0,117.0
401704972,25/12/2024,Dallas Mavericks,Minnesota Timberwolves,American Airlines Center,25/12/2024,19:30 UTC,"Minnesota Timberwolves vs Dallas Mavericks @ American Airlines Center, 2024-12-25 19:30 UTC",105.0,99.0
401704973,25/12/2024,Boston Celtics,Philadelphia 76ers,TD Garden,25/12/2024,22:00 UTC,"Philadelphia 76ers vs Boston Celtics @ TD Garden, 2024-12-25 22:00 UTC",118.0,114.0
401704974,26/12/2024,Golden State Warriors,Los Angeles Lakers,Chase Center,26/12/2024,01:00 UTC,"Los Angeles Lakers vs Golden State Warriors @ Chase Center, 2024-12-26 01:00 UTC",115.0,113.0
401704975,26/12/2024,Phoenix Suns,Denver Nuggets,PHX Arena,26/12/2024,03:30 UTC,"Denver Nuggets vs Phoenix Suns @ PHX Arena, 2024-12-26 03:30 UTC",100.0,110.0
401704976,27/12/2024,Indiana Pacers,Oklahoma City Thunder,Gainbridge Fieldhouse,27/12/2024,00:00 UTC,"Oklahoma City Thunder vs Indiana Pacers @ Gainbridge Fieldhouse, 2024-12-27 00:00 UTC",120.0,114.0
401704977,27/12/2024,Orlando Magic,Miami Heat,Kia Center,27/12/2024,00:00 UTC,"Miami Heat vs Orlando Magic @ Kia Center, 2024-12-27 00:00 UTC",89.0,88.0
401704978,27/12/2024,Washington Wizards,Charlotte Hornets,Capital One Arena,27/12/2024,00:00 UTC,"Charlotte Hornets vs Washington Wizards @ Capital One Arena, 2024-12-27 00:00 UTC",110.0,113.0
401704979,27/12/2024,Atlanta Hawks,Chicago Bulls,State Farm Arena,27/12/2024,00:30 UTC,"Chicago Bulls vs Atlanta Hawks @ State Farm Arena, 2024-12-27 00:30 UTC",133.0,141.0
401704980,27/12/2024,Memphis Grizzlies,Toronto Raptors,FedExForum,27/12/2024,01:00 UTC,"Toronto Raptors vs Memphis Grizzlies @ FedExForum, 2024-12-27 01:00 UTC",126.0,155.0
401704981,27/12/2024,Milwaukee Bucks,Brooklyn Nets,Fiserv Forum,27/12/2024,01:00 UTC,"Brooklyn Nets vs Milwaukee Bucks @ Fiserv Forum, 2024-12-27 01:00 UTC",111.0,105.0
401704982,27/12/2024,New Orleans Pelicans,Houston Rockets,Smoothie King Center,27/12/2024,01:00 UTC,"Houston Rockets vs New Orleans Pelicans @ Smoothie King Center, 2024-12-27 01:00 UTC",128.0,111.0
401704983,27/12/2024,Portland Trail Blazers,Utah Jazz,Moda Center,27/12/2024,03:00 UTC,"Utah Jazz vs Portland Trail Blazers @ Moda Center, 2024-12-27 03:00 UTC",120.0,122.0
401704984,27/12/2024,Sacramento Kings,Detroit Pistons,Golden 1 Center,27/12/2024,03:00 UTC,"Detroit Pistons vs Sacramento Kings @ Golden 1 Center, 2024-12-27 03:00 UTC",114.0,113.0
401704985,28/12/2024,Orlando Magic,New York Knicks,Kia Center,28/12/2024,00:00 UTC,"New York Knicks vs Orlando Magic @ Kia Center, 2024-12-28 00:00 UTC",108.0,85.0
401704986,28/12/2024,Boston Celtics,Indiana Pacers,TD Garden,28/12/2024,00:30 UTC,"Indiana Pacers vs Boston Celtics @ TD Garden, 2024-12-28 00:30 UTC",105.0,142.0
401704987,28/12/2024,Brooklyn Nets,San Antonio Spurs,Barclays Center,28/12/2024,00:30 UTC,"San Antonio Spurs vs Brooklyn Nets @ Barclays Center, 2024-12-28 00:30 UTC",96.0,87.0
401704988,28/12/2024,Houston Rockets,Minnesota Timberwolves,Toyota Center (Houston),28/12/2024,01:00 UTC,"Minnesota Timberwolves vs Houston Rockets @ Toyota Center (Houston), 2024-12-28 01:00 UTC",113.0,112.0
401704989,28/12/2024,New Orleans Pelicans,Memphis Grizzlies,Smoothie King Center,28/12/2024,01:00 UTC,"Memphis Grizzlies vs New Orleans Pelicans @ Smoothie King Center, 2024-12-28 01:00 UTC",132.0,124.0
401704990,28/12/2024,Denver Nuggets,Cleveland Cavaliers,Ball Arena,28/12/2024,02:00 UTC,"Cleveland Cavaliers vs Denver Nuggets @ Ball Arena, 2024-12-28 02:00 UTC",149.0,135.0
401704991,28/12/2024,Phoenix Suns,Dallas Mavericks,PHX Arena,28/12/2024,02:00 UTC,"Dallas Mavericks vs Phoenix Suns @ PHX Arena, 2024-12-28 02:00 UTC",98.0,89.0
401704992,28/12/2024,LA Clippers,Golden State Warriors,Intuit Dome,28/12/2024,03:00 UTC,"Golden State Warriors vs LA Clippers @ Intuit Dome, 2024-12-28 03:00 UTC",92.0,102.0
401704993,28/12/2024,Atlanta Hawks,Miami Heat,State Farm Arena,28/12/2024,20:00 UTC,"Miami Heat vs Atlanta Hawks @ State Farm Arena, 2024-12-28 20:00 UTC",110.0,120.0
401704994,28/12/2024,Charlotte Hornets,Oklahoma City Thunder,Spectrum Center,28/12/2024,23:00 UTC,"Oklahoma City Thunder vs Charlotte Hornets @ Spectrum Center, 2024-12-28 23:00 UTC",106.0,94.0
401704995,29/12/2024,Washington Wizards,New York Knicks,Capital One Arena,29/12/2024,00:00 UTC,"New York Knicks vs Washington Wizards @ Capital One Arena, 2024-12-29 00:00 UTC",136.0,132.0
401704996,29/12/2024,Chicago Bulls,Milwaukee Bucks,United Center,29/12/2024,01:00 UTC,"Milwaukee Bucks vs Chicago Bulls @ United Center, 2024-12-29 01:00 UTC",111.0,116.0
401704997,29/12/2024,Golden State Warriors,Phoenix Suns,Chase Center,29/12/2024,01:30 UTC,"Phoenix Suns vs Golden State Warriors @ Chase Center, 2024-12-29 01:30 UTC",105.0,109.0
401704998,29/12/2024,Denver Nuggets,Detroit Pistons,Ball Arena,29/12/2024,02:00 UTC,"Detroit Pistons vs Denver Nuggets @ Ball Arena, 2024-12-29 02:00 UTC",121.0,134.0
401704999,29/12/2024,Utah Jazz,Philadelphia 76ers,Delta Center,29/12/2024,02:30 UTC,"Philadelphia 76ers vs Utah Jazz @ Delta Center, 2024-12-29 02:30 UTC",114.0,111.0
401705000,29/12/2024,Portland Trail Blazers,Dallas Mavericks,Moda Center,29/12/2024,03:00 UTC,"Dallas Mavericks vs Portland Trail Blazers @ Moda Center, 2024-12-29 03:00 UTC",122.0,126.0
401705001,29/12/2024,Los Angeles Lakers,Sacramento Kings,crypto.com Arena,29/12/2024,03:30 UTC,"Sacramento Kings vs Los Angeles Lakers @ crypto.com Arena, 2024-12-29 03:30 UTC",122.0,132.0
401705002,29/12/2024,Orlando Magic,Brooklyn Nets,Kia Center,29/12/2024,20:30 UTC,"Brooklyn Nets vs Orlando Magic @ Kia Center, 2024-12-29 20:30 UTC",101.0,102.0
401705003,29/12/2024,Boston Celtics,Indiana Pacers,TD Garden,29/12/2024,23:00 UTC,"Indiana Pacers vs Boston Celtics @ TD Garden, 2024-12-29 23:00 UTC",123.0,114.0
401705004,29/12/2024,Toronto Raptors,Atlanta Hawks,Scotiabank Arena,29/12/2024,23:00 UTC,"Atlanta Hawks vs Toronto Raptors @ Scotiabank Arena, 2024-12-29 23:00 UTC",136.0,107.0
401705005,30/12/2024,Houston Rockets,Miami Heat,Toyota Center (Houston),30/12/2024,00:00 UTC,"Miami Heat vs Houston Rockets @ Toyota Center (Houston), 2024-12-30 00:00 UTC",104.0,100.0
401705006,30/12/2024,Oklahoma City Thunder,Memphis Grizzlies,Paycom Center,30/12/2024,00:00 UTC,"Memphis Grizzlies vs Oklahoma City Thunder @ Paycom Center, 2024-12-30 00:00 UTC",106.0,130.0
401705007,30/12/2024,Minnesota Timberwolves,San Antonio Spurs,Target Center,30/12/2024,02:00 UTC,"San Antonio Spurs vs Minnesota Timberwolves @ Target Center, 2024-12-30 02:00 UTC",110.0,112.0
401705008,31/12/2024,Charlotte Hornets,Chicago Bulls,Spectrum Center,31/12/2024,00:00 UTC,"Chicago Bulls vs Charlotte Hornets @ Spectrum Center, 2024-12-31 00:00 UTC",115.0,108.0
401705009,31/12/2024,Washington Wizards,New York Knicks,Capital One Arena,31/12/2024,00:00 UTC,"New York Knicks vs Washington Wizards @ Capital One Arena, 2024-12-31 00:00 UTC",126.0,106.0
401705010,31/12/2024,New Orleans Pelicans,LA Clippers,Smoothie King Center,31/12/2024,01:00 UTC,"LA Clippers vs New Orleans Pelicans @ Smoothie King Center, 2024-12-31 01:00 UTC",116.0,113.0
401705011,31/12/2024,Utah Jazz,Denver Nuggets,Delta Center,31/12/2024,02:00 UTC,"Denver Nuggets vs Utah Jazz @ Delta Center, 2024-12-31 02:00 UTC",132.0,121.0
401705012,31/12/2024,Golden State Warriors,Cleveland Cavaliers,Chase Center,31/12/2024,03:00 UTC,"Cleveland Cavaliers vs Golden State Warriors @ Chase Center, 2024-12-31 03:00 UTC",113.0,95.0
401705013,31/12/2024,Portland Trail Blazers,Philadelphia 76ers,Moda Center,31/12/2024,03:00 UTC,"Philadelphia 76ers vs Portland Trail Blazers @ Moda Center, 2024-12-31 03:00 UTC",125.0,103.0
401705014,31/12/2024,Sacramento Kings,Dallas Mavericks,Golden 1 Center,31/12/2024,03:00 UTC,"Dallas Mavericks vs Sacramento Kings @ Golden 1 Center, 2024-12-31 03:00 UTC",100.0,110.0
401705015,31/12/2024,Boston Celtics,Toronto Raptors,TD Garden,31/12/2024,20:00 UTC,"Toronto Raptors vs Boston Celtics @ TD Garden, 2024-12-31 20:00 UTC",71.0,125.0
401705016,31/12/2024,Indiana Pacers,Milwaukee Bucks,Gainbridge Fieldhouse,31/12/2024,20:00 UTC,"Milwaukee Bucks vs Indiana Pacers @ Gainbridge Fieldhouse, 2024-12-31 20:00 UTC",120.0,112.0
401705017,01/01/2025,San Antonio Spurs,LA Clippers,Frost Bank Center,01/01/2025,00:00 UTC,"LA Clippers vs San Antonio Spurs @ Frost Bank Center, 2025-01-01 00:00 UTC",86.0,122.0
401705018,01/01/2025,Oklahoma City Thunder,Minnesota Timberwolves,Paycom Center,01/01/2025,01:00 UTC,"Minnesota Timberwolves vs Oklahoma City Thunder @ Paycom Center, 2025-01-01 01:00 UTC",105.0,113.0
401705019,01/01/2025,Phoenix Suns,Memphis Grizzlies,PHX Arena,01/01/2025,02:00 UTC,"Memphis Grizzlies vs Phoenix Suns @ PHX Arena, 2025-01-01 02:00 UTC",117.0,112.0
401705020,01/01/2025,Los Angeles Lakers,Cleveland Cavaliers,crypto.com Arena,01/01/2025,02:00 UTC,"Cleveland Cavaliers vs Los Angeles Lakers @ crypto.com Arena, 2025-01-01 02:00 UTC",122.0,110.0
401705021,02/01/2025,Detroit Pistons,Orlando Magic,Little Caesars Arena,02/01/2025,00:00 UTC,"Orlando Magic vs Detroit Pistons @ Little Caesars Arena, 2025-01-02 00:00 UTC",96.0,105.0
401705022,02/01/2025,Washington Wizards,Chicago Bulls,Capital One Arena,02/01/2025,00:00 UTC,"Chicago Bulls vs Washington Wizards @ Capital One Arena, 2025-01-02 00:00 UTC",107.0,125.0
401705023,02/01/2025,Miami Heat,New Orleans Pelicans,Kaseya Center,02/01/2025,00:30 UTC,"New Orleans Pelicans vs Miami Heat @ Kaseya Center, 2025-01-02 00:30 UTC",108.0,119.0
401705024,02/01/2025,New York Knicks,Utah Jazz,Madison Square Garden,02/01/2025,00:30 UTC,"Utah Jazz vs New York Knicks @ Madison Square Garden, 2025-01-02 00:30 UTC",103.0,119.0
401705025,02/01/2025,Toronto Raptors,Brooklyn Nets,Scotiabank Arena,02/01/2025,00:30 UTC,"Brooklyn Nets vs Toronto Raptors @ Scotiabank Arena, 2025-01-02 00:30 UTC",113.0,130.0
401705026,02/01/2025,Houston Rockets,Dallas Mavericks,Toyota Center (Houston),02/01/2025,01:00 UTC,"Dallas Mavericks vs Houston Rockets @ Toyota Center (Houston), 2025-01-02 01:00 UTC",99.0,110.0
401705027,02/01/2025,Denver Nuggets,Atlanta Hawks,Ball Arena,02/01/2025,02:00 UTC,"Atlanta Hawks vs Denver Nuggets @ Ball Arena, 2025-01-02 02:00 UTC",120.0,139.0
401705028,02/01/2025,Sacramento Kings,Philadelphia 76ers,Golden 1 Center,02/01/2025,03:00 UTC,"Philadelphia 76ers vs Sacramento Kings @ Golden 1 Center, 2025-01-02 03:00 UTC",107.0,113.0
401705029,03/01/2025,Miami Heat,Indiana Pacers,Kaseya Center,03/01/2025,00:30 UTC,"Indiana Pacers vs Miami Heat @ Kaseya Center, 2025-01-03 00:30 UTC",128.0,115.0
401705030,03/01/2025,Minnesota Timberwolves,Boston Celtics,Target Center,03/01/2025,00:30 UTC,"Boston Celtics vs Minnesota Timberwolves @ Target Center, 2025-01-03 00:30 UTC",118.0,115.0
401705031,03/01/2025,Milwaukee Bucks,Brooklyn Nets,Fiserv Forum,03/01/2025,01:00 UTC,"Brooklyn Nets vs Milwaukee Bucks @ Fiserv Forum, 2025-01-03 01:00 UTC",113.0,110.0
401705032,03/01/2025,Oklahoma City Thunder,LA Clippers,Paycom Center,03/01/2025,01:00 UTC,"LA Clippers vs Oklahoma City Thunder @ Paycom Center, 2025-01-03 01:00 UTC",98.0,116.0
401705033,03/01/2025,Golden State Warriors,Philadelphia 76ers,Chase Center,03/01/2025,03:00 UTC,"Philadelphia 76ers vs Golden State Warriors @ Chase Center, 2025-01-03 03:00 UTC",105.0,139.0
401705034,03/01/2025,Los Angeles Lakers,Portland Trail Blazers,crypto.com Arena,03/01/2025,03:30 UTC,"Portland Trail Blazers vs Los Angeles Lakers @ crypto.com Arena, 2025-01-03 03:30 UTC",106.0,114.0
401705035,04/01/2025,Detroit Pistons,Charlotte Hornets,Little Caesars Arena,04/01/2025,00:00 UTC,"Charlotte Hornets vs Detroit Pistons @ Little Caesars Arena, 2025-01-04 00:00 UTC",94.0,98.0
401705036,04/01/2025,Toronto Raptors,Orlando Magic,Scotiabank Arena,04/01/2025,00:30 UTC,"Orlando Magic vs Toronto Raptors @ Scotiabank Arena, 2025-01-04 00:30 UTC",106.0,97.0
401705037,04/01/2025,Houston Rockets,Boston Celtics,Toyota Center (Houston),04/01/2025,01:00 UTC,"Boston Celtics vs Houston Rockets @ Toyota Center (Houston), 2025-01-04 01:00 UTC",109.0,86.0
401705038,04/01/2025,New Orleans Pelicans,Washington Wizards,Smoothie King Center,04/01/2025,01:00 UTC,"Washington Wizards vs New Orleans Pelicans @ Smoothie King Center, 2025-01-04 01:00 UTC",120.0,132.0
401705039,04/01/2025,Oklahoma City Thunder,New York Knicks,Paycom Center,04/01/2025,01:00 UTC,"New York Knicks vs Oklahoma City Thunder @ Paycom Center, 2025-01-04 01:00 UTC",107.0,117.0
401705040,04/01/2025,Dallas Mavericks,Cleveland Cavaliers,American Airlines Center,04/01/2025,01:30 UTC,"Cleveland Cavaliers vs Dallas Mavericks @ American Airlines Center, 2025-01-04 01:30 UTC",134.0,122.0
401705041,04/01/2025,Denver Nuggets,San Antonio Spurs,Ball Arena,04/01/2025,02:00 UTC,"San Antonio Spurs vs Denver Nuggets @ Ball Arena, 2025-01-04 02:00 UTC",113.0,110.0
401705042,04/01/2025,Sacramento Kings,Memphis Grizzlies,Golden 1 Center,04/01/2025,03:00 UTC,"Memphis Grizzlies vs Sacramento Kings @ Golden 1 Center, 2025-01-04 03:00 UTC",133.0,138.0
401705043,04/01/2025,Los Angeles Lakers,Atlanta Hawks,crypto.com Arena,04/01/2025,03:30 UTC,"Atlanta Hawks vs Los Angeles Lakers @ crypto.com Arena, 2025-01-04 03:30 UTC",102.0,119.0
401705044,04/01/2025,Brooklyn Nets,Philadelphia 76ers,Barclays Center,04/01/2025,23:00 UTC,"Philadelphia 76ers vs Brooklyn Nets @ Barclays Center, 2025-01-04 23:00 UTC",123.0,94.0
401705045,05/01/2025,Detroit Pistons,Minnesota Timberwolves,Little Caesars Arena,05/01/2025,00:00 UTC,"Minnesota Timberwolves vs Detroit Pistons @ Little Caesars Arena, 2025-01-05 00:00 UTC",105.0,119.0
401705046,05/01/2025,Indiana Pacers,Phoenix Suns,Gainbridge Fieldhouse,05/01/2025,00:00 UTC,"Phoenix Suns vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-01-05 00:00 UTC",108.0,126.0
401705047,05/01/2025,Miami Heat,Utah Jazz,Kaseya Center,05/01/2025,01:00 UTC,"Utah Jazz vs Miami Heat @ Kaseya Center, 2025-01-05 01:00 UTC",136.0,100.0
401705048,05/01/2025,Chicago Bulls,New York Knicks,United Center,05/01/2025,01:00 UTC,"New York Knicks vs Chicago Bulls @ United Center, 2025-01-05 01:00 UTC",126.0,139.0
401705049,05/01/2025,Milwaukee Bucks,Portland Trail Blazers,Fiserv Forum,05/01/2025,01:00 UTC,"Portland Trail Blazers vs Milwaukee Bucks @ Fiserv Forum, 2025-01-05 01:00 UTC",105.0,102.0
401705050,05/01/2025,San Antonio Spurs,Denver Nuggets,Frost Bank Center,05/01/2025,01:00 UTC,"Denver Nuggets vs San Antonio Spurs @ Frost Bank Center, 2025-01-05 01:00 UTC",122.0,111.0
401705051,05/01/2025,Golden State Warriors,Memphis Grizzlies,Chase Center,05/01/2025,01:30 UTC,"Memphis Grizzlies vs Golden State Warriors @ Chase Center, 2025-01-05 01:30 UTC",113.0,121.0
401705052,05/01/2025,LA Clippers,Atlanta Hawks,Intuit Dome,05/01/2025,03:30 UTC,"Atlanta Hawks vs LA Clippers @ Intuit Dome, 2025-01-05 03:30 UTC",105.0,131.0
401705053,05/01/2025,Oklahoma City Thunder,Boston Celtics,Paycom Center,05/01/2025,20:30 UTC,"Boston Celtics vs Oklahoma City Thunder @ Paycom Center, 2025-01-05 20:30 UTC",92.0,105.0
401705054,05/01/2025,Cleveland Cavaliers,Charlotte Hornets,Rocket Arena,05/01/2025,23:00 UTC,"Charlotte Hornets vs Cleveland Cavaliers @ Rocket Arena, 2025-01-05 23:00 UTC",105.0,115.0
401705055,05/01/2025,Washington Wizards,New Orleans Pelicans,Capital One Arena,05/01/2025,23:00 UTC,"New Orleans Pelicans vs Washington Wizards @ Capital One Arena, 2025-01-05 23:00 UTC",110.0,98.0
401705056,05/01/2025,Orlando Magic,Utah Jazz,Kia Center,05/01/2025,23:30 UTC,"Utah Jazz vs Orlando Magic @ Kia Center, 2025-01-05 23:30 UTC",105.0,92.0
401705057,06/01/2025,Houston Rockets,Los Angeles Lakers,Toyota Center (Houston),06/01/2025,00:00 UTC,"Los Angeles Lakers vs Houston Rockets @ Toyota Center (Houston), 2025-01-06 00:00 UTC",115.0,119.0
401705058,06/01/2025,Golden State Warriors,Sacramento Kings,Chase Center,06/01/2025,01:30 UTC,"Sacramento Kings vs Golden State Warriors @ Chase Center, 2025-01-06 01:30 UTC",129.0,99.0
401705059,07/01/2025,Detroit Pistons,Portland Trail Blazers,Little Caesars Arena,07/01/2025,00:00 UTC,"Portland Trail Blazers vs Detroit Pistons @ Little Caesars Arena, 2025-01-07 00:00 UTC",115.0,118.0
401705060,07/01/2025,Philadelphia 76ers,Phoenix Suns,Wells Fargo Center,07/01/2025,00:00 UTC,"Phoenix Suns vs Philadelphia 76ers @ Wells Fargo Center, 2025-01-07 00:00 UTC",109.0,99.0
401705061,07/01/2025,Brooklyn Nets,Indiana Pacers,Barclays Center,07/01/2025,00:30 UTC,"Indiana Pacers vs Brooklyn Nets @ Barclays Center, 2025-01-07 00:30 UTC",113.0,99.0
401705062,07/01/2025,New York Knicks,Orlando Magic,Madison Square Garden,07/01/2025,00:30 UTC,"Orlando Magic vs New York Knicks @ Madison Square Garden, 2025-01-07 00:30 UTC",103.0,94.0
401705063,07/01/2025,Toronto Raptors,Milwaukee Bucks,Scotiabank Arena,07/01/2025,00:30 UTC,"Milwaukee Bucks vs Toronto Raptors @ Scotiabank Arena, 2025-01-07 00:30 UTC",128.0,104.0
401705064,07/01/2025,Chicago Bulls,San Antonio Spurs,United Center,07/01/2025,01:00 UTC,"San Antonio Spurs vs Chicago Bulls @ United Center, 2025-01-07 01:00 UTC",110.0,114.0
401705065,07/01/2025,Memphis Grizzlies,Dallas Mavericks,FedExForum,07/01/2025,01:00 UTC,"Dallas Mavericks vs Memphis Grizzlies @ FedExForum, 2025-01-07 01:00 UTC",104.0,119.0
401705066,07/01/2025,Minnesota Timberwolves,LA Clippers,Target Center,07/01/2025,01:00 UTC,"LA Clippers vs Minnesota Timberwolves @ Target Center, 2025-01-07 01:00 UTC",106.0,108.0
401705067,07/01/2025,Sacramento Kings,Miami Heat,Golden 1 Center,07/01/2025,03:00 UTC,"Miami Heat vs Sacramento Kings @ Golden 1 Center, 2025-01-07 03:00 UTC",118.0,123.0
401705068,08/01/2025,Charlotte Hornets,Phoenix Suns,Spectrum Center,08/01/2025,00:00 UTC,"Phoenix Suns vs Charlotte Hornets @ Spectrum Center, 2025-01-08 00:00 UTC",104.0,115.0
401705069,08/01/2025,Washington Wizards,Houston Rockets,Capital One Arena,08/01/2025,00:00 UTC,"Houston Rockets vs Washington Wizards @ Capital One Arena, 2025-01-08 00:00 UTC",135.0,112.0
401705070,08/01/2025,Dallas Mavericks,Los Angeles Lakers,American Airlines Center,08/01/2025,00:30 UTC,"Los Angeles Lakers vs Dallas Mavericks @ American Airlines Center, 2025-01-08 00:30 UTC",97.0,118.0
401705071,08/01/2025,New Orleans Pelicans,Minnesota Timberwolves,Smoothie King Center,08/01/2025,01:00 UTC,"Minnesota Timberwolves vs New Orleans Pelicans @ Smoothie King Center, 2025-01-08 01:00 UTC",104.0,97.0
401705072,08/01/2025,Utah Jazz,Atlanta Hawks,Delta Center,08/01/2025,02:00 UTC,"Atlanta Hawks vs Utah Jazz @ Delta Center, 2025-01-08 02:00 UTC",124.0,121.0
401705073,08/01/2025,Denver Nuggets,Boston Celtics,Ball Arena,08/01/2025,03:00 UTC,"Boston Celtics vs Denver Nuggets @ Ball Arena, 2025-01-08 03:00 UTC",118.0,106.0
401705074,08/01/2025,Golden State Warriors,Miami Heat,Chase Center,08/01/2025,03:00 UTC,"Miami Heat vs Golden State Warriors @ Chase Center, 2025-01-08 03:00 UTC",114.0,98.0
401705075,09/01/2025,Cleveland Cavaliers,Oklahoma City Thunder,Rocket Arena,09/01/2025,00:00 UTC,"Oklahoma City Thunder vs Cleveland Cavaliers @ Rocket Arena, 2025-01-09 00:00 UTC",122.0,129.0
401705076,09/01/2025,Indiana Pacers,Chicago Bulls,Gainbridge Fieldhouse,09/01/2025,00:00 UTC,"Chicago Bulls vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-01-09 00:00 UTC",113.0,129.0
401705077,09/01/2025,New York Knicks,Toronto Raptors,Madison Square Garden,09/01/2025,00:30 UTC,"Toronto Raptors vs New York Knicks @ Madison Square Garden, 2025-01-09 00:30 UTC",98.0,112.0
401705078,09/01/2025,Philadelphia 76ers,Washington Wizards,Wells Fargo Center,09/01/2025,00:00 UTC,"Washington Wizards vs Philadelphia 76ers @ Wells Fargo Center, 2025-01-09 00:00 UTC",103.0,109.0
401705079,09/01/2025,Brooklyn Nets,Detroit Pistons,Barclays Center,09/01/2025,00:30 UTC,"Detroit Pistons vs Brooklyn Nets @ Barclays Center, 2025-01-09 00:30 UTC",113.0,98.0
401705080,09/01/2025,New Orleans Pelicans,Portland Trail Blazers,Smoothie King Center,09/01/2025,01:00 UTC,"Portland Trail Blazers vs New Orleans Pelicans @ Smoothie King Center, 2025-01-09 01:00 UTC",119.0,100.0
401705081,09/01/2025,Denver Nuggets,LA Clippers,Ball Arena,09/01/2025,02:00 UTC,"LA Clippers vs Denver Nuggets @ Ball Arena, 2025-01-09 02:00 UTC",103.0,126.0
401705082,09/01/2025,Milwaukee Bucks,San Antonio Spurs,Fiserv Forum,09/01/2025,02:30 UTC,"San Antonio Spurs vs Milwaukee Bucks @ Fiserv Forum, 2025-01-09 02:30 UTC",105.0,121.0
401705083,10/01/2025,Cleveland Cavaliers,Toronto Raptors,Rocket Arena,10/01/2025,00:00 UTC,"Toronto Raptors vs Cleveland Cavaliers @ Rocket Arena, 2025-01-10 00:00 UTC",126.0,132.0
401705084,10/01/2025,Detroit Pistons,Golden State Warriors,Little Caesars Arena,10/01/2025,00:00 UTC,"Golden State Warriors vs Detroit Pistons @ Little Caesars Arena, 2025-01-10 00:00 UTC",107.0,104.0
401705085,10/01/2025,Orlando Magic,Minnesota Timberwolves,Kia Center,10/01/2025,00:00 UTC,"Minnesota Timberwolves vs Orlando Magic @ Kia Center, 2025-01-10 00:00 UTC",104.0,89.0
401705086,10/01/2025,Memphis Grizzlies,Houston Rockets,FedExForum,10/01/2025,01:00 UTC,"Houston Rockets vs Memphis Grizzlies @ FedExForum, 2025-01-10 01:00 UTC",119.0,115.0
401705087,10/01/2025,Dallas Mavericks,Portland Trail Blazers,American Airlines Center,10/01/2025,00:30 UTC,"Portland Trail Blazers vs Dallas Mavericks @ American Airlines Center, 2025-01-10 00:30 UTC",111.0,117.0
401705088,10/01/2025,Phoenix Suns,Atlanta Hawks,PHX Arena,10/01/2025,02:00 UTC,"Atlanta Hawks vs Phoenix Suns @ PHX Arena, 2025-01-10 02:00 UTC",115.0,123.0
401705089,10/01/2025,Utah Jazz,Miami Heat,Delta Center,10/01/2025,02:00 UTC,"Miami Heat vs Utah Jazz @ Delta Center, 2025-01-10 02:00 UTC",97.0,92.0
401705091,11/01/2025,Indiana Pacers,Golden State Warriors,Gainbridge Fieldhouse,11/01/2025,00:00 UTC,"Golden State Warriors vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-01-11 00:00 UTC",96.0,108.0
401705092,11/01/2025,Orlando Magic,Milwaukee Bucks,Kia Center,11/01/2025,00:00 UTC,"Milwaukee Bucks vs Orlando Magic @ Kia Center, 2025-01-11 00:00 UTC",109.0,106.0
401705093,11/01/2025,Philadelphia 76ers,New Orleans Pelicans,Wells Fargo Center,11/01/2025,00:00 UTC,"New Orleans Pelicans vs Philadelphia 76ers @ Wells Fargo Center, 2025-01-11 00:00 UTC",123.0,115.0
401705094,11/01/2025,Boston Celtics,Sacramento Kings,TD Garden,11/01/2025,00:30 UTC,"Sacramento Kings vs Boston Celtics @ TD Garden, 2025-01-11 00:30 UTC",114.0,97.0
401705095,11/01/2025,New York Knicks,Oklahoma City Thunder,Madison Square Garden,11/01/2025,00:30 UTC,"Oklahoma City Thunder vs New York Knicks @ Madison Square Garden, 2025-01-11 00:30 UTC",126.0,101.0
401705096,11/01/2025,Chicago Bulls,Washington Wizards,United Center,11/01/2025,01:00 UTC,"Washington Wizards vs Chicago Bulls @ United Center, 2025-01-11 01:00 UTC",105.0,138.0
401705097,11/01/2025,Denver Nuggets,Brooklyn Nets,Ball Arena,11/01/2025,02:00 UTC,"Brooklyn Nets vs Denver Nuggets @ Ball Arena, 2025-01-11 02:00 UTC",105.0,124.0
401705099,11/01/2025,Phoenix Suns,Utah Jazz,PHX Arena,11/01/2025,22:00 UTC,"Utah Jazz vs Phoenix Suns @ PHX Arena, 2025-01-11 22:00 UTC",106.0,114.0
401705100,12/01/2025,Detroit Pistons,Toronto Raptors,Little Caesars Arena,12/01/2025,00:00 UTC,"Toronto Raptors vs Detroit Pistons @ Little Caesars Arena, 2025-01-12 00:00 UTC",114.0,123.0
401705101,12/01/2025,Minnesota Timberwolves,Memphis Grizzlies,Target Center,12/01/2025,01:00 UTC,"Memphis Grizzlies vs Minnesota Timberwolves @ Target Center, 2025-01-12 01:00 UTC",127.0,125.0
401705102,12/01/2025,Portland Trail Blazers,Miami Heat,Moda Center,12/01/2025,03:00 UTC,"Miami Heat vs Portland Trail Blazers @ Moda Center, 2025-01-12 03:00 UTC",119.0,98.0
