game_id,game_date,home_team,away_team,location,date,hour,game_string,away_score,home_score
401812686,2025-10-08,Miami Heat,San Antonio Spurs,Kaseya Center,2025-10-08,23:30 UTC,"San Antonio Spurs vs Miami Heat @ Kaseya Center, 2025-10-08 23:30 UTC",112,107
401812687,2025-10-09,Houston Rockets,Utah Jazz,Toyota Center (Houston),2025-10-09,00:00 UTC,"Utah Jazz vs Houston Rockets @ Toyota Center (Houston), 2025-10-09 00:00 UTC",127,140
401812688,2025-10-09,Memphis Grizzlies,Boston Celtics,FedExForum,2025-10-09,00:00 UTC,"Boston Celtics vs Memphis Grizzlies @ FedExForum, 2025-10-09 00:00 UTC",121,103
401812689,2025-10-09,Golden State Warriors,Portland Trail Blazers,Chase Center,2025-10-09,02:00 UTC,"Portland Trail Blazers vs Golden State Warriors @ Chase Center, 2025-10-09 02:00 UTC",123,129
401812690,2025-10-09,Sacramento Kings,Toronto Raptors,Golden 1 Center,2025-10-09,02:00 UTC,"Toronto Raptors vs Sacramento Kings @ Golden 1 Center, 2025-10-09 02:00 UTC",130,122
401812691,2025-10-09,New York Knicks,Minnesota Timberwolves,Madison Square Garden,2025-10-09,23:30 UTC,"Minnesota Timberwolves vs New York Knicks @ Madison Square Garden, 2025-10-09 23:30 UTC",95,100
401812692,2025-10-10,Chicago Bulls,Cleveland Cavaliers,United Center,2025-10-10,00:00 UTC,"Cleveland Cavaliers vs Chicago Bulls @ United Center, 2025-10-10 00:00 UTC",112,119
401812693,2025-10-10,Milwaukee Bucks,Detroit Pistons,Fiserv Forum,2025-10-10,00:00 UTC,"Detroit Pistons vs Milwaukee Bucks @ Fiserv Forum, 2025-10-10 00:00 UTC",111,117
401812694,2025-10-10,Oklahoma City Thunder,Charlotte Hornets,Paycom Center,2025-10-10,00:00 UTC,"Charlotte Hornets vs Oklahoma City Thunder @ Paycom Center, 2025-10-10 00:00 UTC",116,122
401812695,2025-10-10,LA Clippers,Guangzhou Loong-Lions,Frontwave Arena,2025-10-10,02:30 UTC,"Guangzhou Loong-Lions vs LA Clippers @ Frontwave Arena, 2025-10-10 02:30 UTC",95,142
401812696,2025-10-10,Brooklyn Nets,Phoenix Suns,Venetian Arena,2025-10-10,12:00 UTC,"Phoenix Suns vs Brooklyn Nets @ Venetian Arena, 2025-10-10 12:00 UTC",132,127
401812697,2025-10-10,Toronto Raptors,Boston Celtics,Scotiabank Arena,2025-10-10,23:00 UTC,"Boston Celtics vs Toronto Raptors @ Scotiabank Arena, 2025-10-10 23:00 UTC",105,107
401812698,2025-10-10,Philadelphia 76ers,Orlando Magic,Xfinity Mobile Arena,2025-10-10,23:00 UTC,"Orlando Magic vs Philadelphia 76ers @ Xfinity Mobile Arena, 2025-10-10 23:00 UTC",128,98
401812699,2025-10-11,San Antonio Spurs,Utah Jazz,Frost Bank Center,2025-10-11,00:00 UTC,"Utah Jazz vs San Antonio Spurs @ Frost Bank Center, 2025-10-11 00:00 UTC",130,134
401812700,2025-10-11,Portland Trail Blazers,Sacramento Kings,Moda Center,2025-10-11,02:00 UTC,"Sacramento Kings vs Portland Trail Blazers @ Moda Center, 2025-10-11 02:00 UTC",123,124
401812701,2025-10-11,Indiana Pacers,Oklahoma City Thunder,Gainbridge Fieldhouse,2025-10-11,23:00 UTC,"Oklahoma City Thunder vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-10-11 23:00 UTC",101,116
401812702,2025-10-12,Memphis Grizzlies,Atlanta Hawks,FedExForum,2025-10-12,00:00 UTC,"Atlanta Hawks vs Memphis Grizzlies @ FedExForum, 2025-10-12 00:00 UTC",122,116
401812703,2025-10-12,Dallas Mavericks,Charlotte Hornets,American Airlines Center,2025-10-12,00:30 UTC,"Charlotte Hornets vs Dallas Mavericks @ American Airlines Center, 2025-10-12 00:30 UTC",120,116
401812704,2025-10-12,Phoenix Suns,Brooklyn Nets,Venetian Arena,2025-10-12,11:00 UTC,"Brooklyn Nets vs Phoenix Suns @ Venetian Arena, 2025-10-12 11:00 UTC",111,109
401812705,2025-10-12,Washington Wizards,Toronto Raptors,Capital One Arena,2025-10-12,19:00 UTC,"Toronto Raptors vs Washington Wizards @ Capital One Arena, 2025-10-12 19:00 UTC",113,112
401812706,2025-10-12,Orlando Magic,Miami Heat,Kia Center,2025-10-12,22:00 UTC,"Miami Heat vs Orlando Magic @ Kia Center, 2025-10-12 22:00 UTC",104,120
401812707,2025-10-12,Boston Celtics,Cleveland Cavaliers,TD Garden,2025-10-12,23:00 UTC,"Cleveland Cavaliers vs Boston Celtics @ TD Garden, 2025-10-12 23:00 UTC",,
401812708,2025-10-12,Chicago Bulls,Milwaukee Bucks,United Center,2025-10-12,23:00 UTC,"Milwaukee Bucks vs Chicago Bulls @ United Center, 2025-10-12 23:00 UTC",127,121
401812709,2025-10-13,LA Clippers,Denver Nuggets,Intuit Dome,2025-10-13,01:30 UTC,"Denver Nuggets vs LA Clippers @ Intuit Dome, 2025-10-13 01:30 UTC",102,94
401812710,2025-10-13,Los Angeles Lakers,Golden State Warriors,crypto.com Arena,2025-10-13,01:30 UTC,"Golden State Warriors vs Los Angeles Lakers @ crypto.com Arena, 2025-10-13 01:30 UTC",116,126
401812711,2025-10-13,Atlanta Hawks,Miami Heat,State Farm Arena,2025-10-13,22:00 UTC,"Miami Heat vs Atlanta Hawks @ State Farm Arena, 2025-10-13 22:00 UTC",118,119
401812712,2025-10-13,Indiana Pacers,San Antonio Spurs,Gainbridge Fieldhouse,2025-10-13,23:00 UTC,"San Antonio Spurs vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-10-13 23:00 UTC",124,108
401812713,2025-10-13,New York Knicks,Washington Wizards,Madison Square Garden,2025-10-13,23:30 UTC,"Washington Wizards vs New York Knicks @ Madison Square Garden, 2025-10-13 23:30 UTC",120,103
401812714,2025-10-14,Minnesota Timberwolves,Guangzhou Loong-Lions,Target Center,2025-10-14,00:00 UTC,"Guangzhou Loong-Lions vs Minnesota Timberwolves @ Target Center, 2025-10-14 00:00 UTC",74,134
401812715,2025-10-14,Utah Jazz,Dallas Mavericks,Delta Center,2025-10-14,01:00 UTC,"Dallas Mavericks vs Utah Jazz @ Delta Center, 2025-10-14 01:00 UTC",114,101
401812716,2025-10-14,Cleveland Cavaliers,Detroit Pistons,Rocket Arena,2025-10-14,23:00 UTC,"Detroit Pistons vs Cleveland Cavaliers @ Rocket Arena, 2025-10-14 23:00 UTC",100,118
401812717,2025-10-15,New Orleans Pelicans,Houston Rockets,Legacy Arena at BJCC,2025-10-15,00:00 UTC,"Houston Rockets vs New Orleans Pelicans @ Legacy Arena at BJCC, 2025-10-15 00:00 UTC",128,128
401812718,2025-10-15,Milwaukee Bucks,Oklahoma City Thunder,Fiserv Forum,2025-10-15,00:00 UTC,"Oklahoma City Thunder vs Milwaukee Bucks @ Fiserv Forum, 2025-10-15 00:00 UTC",116,112
401812719,2025-10-15,Denver Nuggets,Chicago Bulls,Ball Arena,2025-10-15,01:00 UTC,"Chicago Bulls vs Denver Nuggets @ Ball Arena, 2025-10-15 01:00 UTC",117,124
401812720,2025-10-15,Portland Trail Blazers,Golden State Warriors,Moda Center,2025-10-15,02:00 UTC,"Golden State Warriors vs Portland Trail Blazers @ Moda Center, 2025-10-15 02:00 UTC",118,111
401812721,2025-10-15,Phoenix Suns,Los Angeles Lakers,Mortgage Matchup Center,2025-10-15,02:00 UTC,"Los Angeles Lakers vs Phoenix Suns @ Mortgage Matchup Center, 2025-10-15 02:00 UTC",104,113
401812722,2025-10-15,Charlotte Hornets,Memphis Grizzlies,First Horizon Coliseum,2025-10-15,23:00 UTC,"Memphis Grizzlies vs Charlotte Hornets @ First Horizon Coliseum, 2025-10-15 23:00 UTC",116,145
401812723,2025-10-15,Boston Celtics,Toronto Raptors,TD Garden,2025-10-15,23:30 UTC,"Toronto Raptors vs Boston Celtics @ TD Garden, 2025-10-15 23:30 UTC",108,110
401812725,2025-10-16,Sacramento Kings,LA Clippers,Golden 1 Center,2025-10-16,02:00 UTC,"LA Clippers vs Sacramento Kings @ Golden 1 Center, 2025-10-16 02:00 UTC",109,91
401812724,2025-10-16,Los Angeles Lakers,Dallas Mavericks,T-Mobile Arena,2025-10-16,02:30 UTC,"Dallas Mavericks vs Los Angeles Lakers @ T-Mobile Arena, 2025-10-16 02:30 UTC",121,94
401812726,2025-10-16,Orlando Magic,New Orleans Pelicans,Kia Center,2025-10-16,23:00 UTC,"New Orleans Pelicans vs Orlando Magic @ Kia Center, 2025-10-16 23:00 UTC",125,132
401812727,2025-10-16,Detroit Pistons,Washington Wizards,Little Caesars Arena,2025-10-16,23:00 UTC,"Washington Wizards vs Detroit Pistons @ Little Caesars Arena, 2025-10-16 23:00 UTC",98,119
401812728,2025-10-16,Atlanta Hawks,Houston Rockets,State Farm Arena,2025-10-16,23:30 UTC,"Houston Rockets vs Atlanta Hawks @ State Farm Arena, 2025-10-16 23:30 UTC",133,115
401812729,2025-10-17,Chicago Bulls,Minnesota Timberwolves,United Center,2025-10-17,00:00 UTC,"Minnesota Timberwolves vs Chicago Bulls @ United Center, 2025-10-17 00:00 UTC",120,126
401812730,2025-10-17,Utah Jazz,Portland Trail Blazers,Delta Center,2025-10-17,01:00 UTC,"Portland Trail Blazers vs Utah Jazz @ Delta Center, 2025-10-17 01:00 UTC",129,132
401812731,2025-10-17,Toronto Raptors,Brooklyn Nets,Scotiabank Arena,2025-10-17,23:00 UTC,"Brooklyn Nets vs Toronto Raptors @ Scotiabank Arena, 2025-10-17 23:00 UTC",114,119
401812732,2025-10-17,Philadelphia 76ers,Minnesota Timberwolves,Xfinity Mobile Arena,2025-10-17,23:00 UTC,"Minnesota Timberwolves vs Philadelphia 76ers @ Xfinity Mobile Arena, 2025-10-17 23:00 UTC",110,126
401812733,2025-10-17,New York Knicks,Charlotte Hornets,Madison Square Garden,2025-10-17,23:30 UTC,"Charlotte Hornets vs New York Knicks @ Madison Square Garden, 2025-10-17 23:30 UTC",108,113
401812734,2025-10-18,Miami Heat,Memphis Grizzlies,Kaseya Center,2025-10-18,00:00 UTC,"Memphis Grizzlies vs Miami Heat @ Kaseya Center, 2025-10-18 00:00 UTC",141,125
401812735,2025-10-18,Oklahoma City Thunder,Denver Nuggets,Paycom Center,2025-10-18,00:00 UTC,"Denver Nuggets vs Oklahoma City Thunder @ Paycom Center, 2025-10-18 00:00 UTC",91,94
401812736,2025-10-18,San Antonio Spurs,Indiana Pacers,Frost Bank Center,2025-10-18,00:00 UTC,"Indiana Pacers vs San Antonio Spurs @ Frost Bank Center, 2025-10-18 00:00 UTC",,
401812737,2025-10-18,Golden State Warriors,LA Clippers,Chase Center,2025-10-18,02:00 UTC,"LA Clippers vs Golden State Warriors @ Chase Center, 2025-10-18 02:00 UTC",106,103
401812738,2025-10-18,Los Angeles Lakers,Sacramento Kings,crypto.com Arena,2025-10-18,02:30 UTC,"Sacramento Kings vs Los Angeles Lakers @ crypto.com Arena, 2025-10-18 02:30 UTC",117,116
401809243,2025-10-21,Oklahoma City Thunder,Houston Rockets,Paycom Center,2025-10-21,23:30 UTC,"Houston Rockets vs Oklahoma City Thunder @ Paycom Center, 2025-10-21 23:30 UTC",124,125
401809244,2025-10-22,Los Angeles Lakers,Golden State Warriors,crypto.com Arena,2025-10-22,02:00 UTC,"Golden State Warriors vs Los Angeles Lakers @ crypto.com Arena, 2025-10-22 02:00 UTC",119,109
401809234,2025-10-22,New York Knicks,Cleveland Cavaliers,Madison Square Garden,2025-10-22,23:00 UTC,"Cleveland Cavaliers vs New York Knicks @ Madison Square Garden, 2025-10-22 23:00 UTC",111,119
401809933,2025-10-22,Charlotte Hornets,Brooklyn Nets,Spectrum Center,2025-10-22,23:00 UTC,"Brooklyn Nets vs Charlotte Hornets @ Spectrum Center, 2025-10-22 23:00 UTC",117,136
401809934,2025-10-22,Orlando Magic,Miami Heat,Kia Center,2025-10-22,23:00 UTC,"Miami Heat vs Orlando Magic @ Kia Center, 2025-10-22 23:00 UTC",121,125
401809935,2025-10-22,Atlanta Hawks,Toronto Raptors,State Farm Arena,2025-10-22,23:30 UTC,"Toronto Raptors vs Atlanta Hawks @ State Farm Arena, 2025-10-22 23:30 UTC",138,118
401809936,2025-10-22,Boston Celtics,Philadelphia 76ers,TD Garden,2025-10-22,23:30 UTC,"Philadelphia 76ers vs Boston Celtics @ TD Garden, 2025-10-22 23:30 UTC",117,116
401809937,2025-10-23,Chicago Bulls,Detroit Pistons,United Center,2025-10-23,00:00 UTC,"Detroit Pistons vs Chicago Bulls @ United Center, 2025-10-23 00:00 UTC",111,115
401809938,2025-10-23,Memphis Grizzlies,New Orleans Pelicans,FedExForum,2025-10-23,00:00 UTC,"New Orleans Pelicans vs Memphis Grizzlies @ FedExForum, 2025-10-23 00:00 UTC",122,128
401809939,2025-10-23,Milwaukee Bucks,Washington Wizards,Fiserv Forum,2025-10-23,00:00 UTC,"Washington Wizards vs Milwaukee Bucks @ Fiserv Forum, 2025-10-23 00:00 UTC",120,133
401809940,2025-10-23,Utah Jazz,LA Clippers,Delta Center,2025-10-23,01:00 UTC,"LA Clippers vs Utah Jazz @ Delta Center, 2025-10-23 01:00 UTC",108,129
401809235,2025-10-23,Dallas Mavericks,San Antonio Spurs,American Airlines Center,2025-10-23,01:47 UTC,"San Antonio Spurs vs Dallas Mavericks @ American Airlines Center, 2025-10-23 01:47 UTC",125,92
401809941,2025-10-23,Phoenix Suns,Sacramento Kings,Mortgage Matchup Center,2025-10-23,02:00 UTC,"Sacramento Kings vs Phoenix Suns @ Mortgage Matchup Center, 2025-10-23 02:00 UTC",116,120
401809942,2025-10-23,Portland Trail Blazers,Minnesota Timberwolves,Moda Center,2025-10-23,02:00 UTC,"Minnesota Timberwolves vs Portland Trail Blazers @ Moda Center, 2025-10-23 02:00 UTC",118,114
401809236,2025-10-23,Indiana Pacers,Oklahoma City Thunder,Gainbridge Fieldhouse,2025-10-23,23:30 UTC,"Oklahoma City Thunder vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-10-23 23:30 UTC",141,135
401809237,2025-10-24,Golden State Warriors,Denver Nuggets,Chase Center,2025-10-24,02:17 UTC,"Denver Nuggets vs Golden State Warriors @ Chase Center, 2025-10-24 02:17 UTC",131,137
401809946,2025-10-24,Toronto Raptors,Milwaukee Bucks,Scotiabank Arena,2025-10-24,22:30 UTC,"Milwaukee Bucks vs Toronto Raptors @ Scotiabank Arena, 2025-10-24 22:30 UTC",122,116
401809943,2025-10-24,Orlando Magic,Atlanta Hawks,Kia Center,2025-10-24,23:00 UTC,"Atlanta Hawks vs Orlando Magic @ Kia Center, 2025-10-24 23:00 UTC",111,107
401809944,2025-10-24,Brooklyn Nets,Cleveland Cavaliers,Barclays Center,2025-10-24,23:30 UTC,"Cleveland Cavaliers vs Brooklyn Nets @ Barclays Center, 2025-10-24 23:30 UTC",131,124
401809945,2025-10-24,New York Knicks,Boston Celtics,Madison Square Garden,2025-10-24,23:30 UTC,"Boston Celtics vs New York Knicks @ Madison Square Garden, 2025-10-24 23:30 UTC",95,105
401809947,2025-10-25,Houston Rockets,Detroit Pistons,Toyota Center (Houston),2025-10-25,00:00 UTC,"Detroit Pistons vs Houston Rockets @ Toyota Center (Houston), 2025-10-25 00:00 UTC",115,111
401809948,2025-10-25,Memphis Grizzlies,Miami Heat,FedExForum,2025-10-25,00:00 UTC,"Miami Heat vs Memphis Grizzlies @ FedExForum, 2025-10-25 00:00 UTC",146,114
401809949,2025-10-25,New Orleans Pelicans,San Antonio Spurs,Smoothie King Center,2025-10-25,00:00 UTC,"San Antonio Spurs vs New Orleans Pelicans @ Smoothie King Center, 2025-10-25 00:00 UTC",120,116
401809950,2025-10-25,Dallas Mavericks,Washington Wizards,American Airlines Center,2025-10-25,00:30 UTC,"Washington Wizards vs Dallas Mavericks @ American Airlines Center, 2025-10-25 00:30 UTC",117,107
401809951,2025-10-25,Los Angeles Lakers,Minnesota Timberwolves,crypto.com Arena,2025-10-25,02:00 UTC,"Minnesota Timberwolves vs Los Angeles Lakers @ crypto.com Arena, 2025-10-25 02:00 UTC",110,128
401809952,2025-10-25,Portland Trail Blazers,Golden State Warriors,Moda Center,2025-10-25,02:00 UTC,"Golden State Warriors vs Portland Trail Blazers @ Moda Center, 2025-10-25 02:00 UTC",119,139
401809953,2025-10-25,Sacramento Kings,Utah Jazz,Golden 1 Center,2025-10-25,02:00 UTC,"Utah Jazz vs Sacramento Kings @ Golden 1 Center, 2025-10-25 02:00 UTC",104,105
401809954,2025-10-25,LA Clippers,Phoenix Suns,Intuit Dome,2025-10-25,02:30 UTC,"Phoenix Suns vs LA Clippers @ Intuit Dome, 2025-10-25 02:30 UTC",102,129
401809955,2025-10-25,Orlando Magic,Chicago Bulls,Kia Center,2025-10-25,23:00 UTC,"Chicago Bulls vs Orlando Magic @ Kia Center, 2025-10-25 23:00 UTC",110,98
401809956,2025-10-25,Atlanta Hawks,Oklahoma City Thunder,State Farm Arena,2025-10-25,23:30 UTC,"Oklahoma City Thunder vs Atlanta Hawks @ State Farm Arena, 2025-10-25 23:30 UTC",117,100
401809957,2025-10-25,Philadelphia 76ers,Charlotte Hornets,Xfinity Mobile Arena,2025-10-25,23:30 UTC,"Charlotte Hornets vs Philadelphia 76ers @ Xfinity Mobile Arena, 2025-10-25 23:30 UTC",121,125
401809958,2025-10-26,Memphis Grizzlies,Indiana Pacers,FedExForum,2025-10-26,00:00 UTC,"Indiana Pacers vs Memphis Grizzlies @ FedExForum, 2025-10-26 00:00 UTC",103,128
401809959,2025-10-26,Denver Nuggets,Phoenix Suns,Ball Arena,2025-10-26,01:00 UTC,"Phoenix Suns vs Denver Nuggets @ Ball Arena, 2025-10-26 01:00 UTC",111,133
401809960,2025-10-26,San Antonio Spurs,Brooklyn Nets,Frost Bank Center,2025-10-26,18:00 UTC,"Brooklyn Nets vs San Antonio Spurs @ Frost Bank Center, 2025-10-26 18:00 UTC",107,118
401809961,2025-10-26,Detroit Pistons,Boston Celtics,Little Caesars Arena,2025-10-26,19:30 UTC,"Boston Celtics vs Detroit Pistons @ Little Caesars Arena, 2025-10-26 19:30 UTC",113,119
401809962,2025-10-26,Cleveland Cavaliers,Milwaukee Bucks,Rocket Arena,2025-10-26,22:00 UTC,"Milwaukee Bucks vs Cleveland Cavaliers @ Rocket Arena, 2025-10-26 22:00 UTC",113,118
401809963,2025-10-26,Miami Heat,New York Knicks,Kaseya Center,2025-10-26,22:00 UTC,"New York Knicks vs Miami Heat @ Kaseya Center, 2025-10-26 22:00 UTC",107,115
401809964,2025-10-26,Washington Wizards,Charlotte Hornets,Capital One Arena,2025-10-26,22:00 UTC,"Charlotte Hornets vs Washington Wizards @ Capital One Arena, 2025-10-26 22:00 UTC",139,113
401809965,2025-10-26,Minnesota Timberwolves,Indiana Pacers,Target Center,2025-10-26,23:00 UTC,"Indiana Pacers vs Minnesota Timberwolves @ Target Center, 2025-10-26 23:00 UTC",110,114
401809966,2025-10-26,Dallas Mavericks,Toronto Raptors,American Airlines Center,2025-10-26,23:30 UTC,"Toronto Raptors vs Dallas Mavericks @ American Airlines Center, 2025-10-26 23:30 UTC",129,139
401809967,2025-10-27,LA Clippers,Portland Trail Blazers,Intuit Dome,2025-10-27,01:00 UTC,"Portland Trail Blazers vs LA Clippers @ Intuit Dome, 2025-10-27 01:00 UTC",107,114
401809968,2025-10-27,Sacramento Kings,Los Angeles Lakers,Golden 1 Center,2025-10-27,01:00 UTC,"Los Angeles Lakers vs Sacramento Kings @ Golden 1 Center, 2025-10-27 01:00 UTC",127,120
401809245,2025-10-27,Detroit Pistons,Cleveland Cavaliers,Little Caesars Arena,2025-10-27,23:00 UTC,"Cleveland Cavaliers vs Detroit Pistons @ Little Caesars Arena, 2025-10-27 23:00 UTC",116,95
401809969,2025-10-27,Philadelphia 76ers,Orlando Magic,Xfinity Mobile Arena,2025-10-27,23:00 UTC,"Orlando Magic vs Philadelphia 76ers @ Xfinity Mobile Arena, 2025-10-27 23:00 UTC",124,136
401809970,2025-10-28,Chicago Bulls,Atlanta Hawks,United Center,2025-10-28,00:00 UTC,"Atlanta Hawks vs Chicago Bulls @ United Center, 2025-10-28 00:00 UTC",123,128
401809971,2025-10-28,Houston Rockets,Brooklyn Nets,Toyota Center (Houston),2025-10-28,00:00 UTC,"Brooklyn Nets vs Houston Rockets @ Toyota Center (Houston), 2025-10-28 00:00 UTC",109,137
401809972,2025-10-28,New Orleans Pelicans,Boston Celtics,Smoothie King Center,2025-10-28,00:00 UTC,"Boston Celtics vs New Orleans Pelicans @ Smoothie King Center, 2025-10-28 00:00 UTC",122,90
401809973,2025-10-28,San Antonio Spurs,Toronto Raptors,Frost Bank Center,2025-10-28,00:00 UTC,"Toronto Raptors vs San Antonio Spurs @ Frost Bank Center, 2025-10-28 00:00 UTC",103,121
401809974,2025-10-28,Dallas Mavericks,Oklahoma City Thunder,American Airlines Center,2025-10-28,00:30 UTC,"Oklahoma City Thunder vs Dallas Mavericks @ American Airlines Center, 2025-10-28 00:30 UTC",101,94
401809975,2025-10-28,Utah Jazz,Phoenix Suns,Delta Center,2025-10-28,01:00 UTC,"Phoenix Suns vs Utah Jazz @ Delta Center, 2025-10-28 01:00 UTC",134,138
401809246,2025-10-28,Minnesota Timberwolves,Denver Nuggets,Target Center,2025-10-28,01:30 UTC,"Denver Nuggets vs Minnesota Timberwolves @ Target Center, 2025-10-28 01:30 UTC",127,114
401809976,2025-10-28,Golden State Warriors,Memphis Grizzlies,Chase Center,2025-10-28,02:00 UTC,"Memphis Grizzlies vs Golden State Warriors @ Chase Center, 2025-10-28 02:00 UTC",118,131
401809977,2025-10-28,Los Angeles Lakers,Portland Trail Blazers,crypto.com Arena,2025-10-28,02:30 UTC,"Portland Trail Blazers vs Los Angeles Lakers @ crypto.com Arena, 2025-10-28 02:30 UTC",122,108
401809978,2025-10-28,Washington Wizards,Philadelphia 76ers,Capital One Arena,2025-10-28,23:00 UTC,"Philadelphia 76ers vs Washington Wizards @ Capital One Arena, 2025-10-28 23:00 UTC",139,134
401809979,2025-10-28,Miami Heat,Charlotte Hornets,Kaseya Center,2025-10-28,23:30 UTC,"Charlotte Hornets vs Miami Heat @ Kaseya Center, 2025-10-28 23:30 UTC",117,144
401809980,2025-10-29,Milwaukee Bucks,New York Knicks,Fiserv Forum,2025-10-29,00:00 UTC,"New York Knicks vs Milwaukee Bucks @ Fiserv Forum, 2025-10-29 00:00 UTC",110,121
401809981,2025-10-29,Oklahoma City Thunder,Sacramento Kings,Paycom Center,2025-10-29,00:00 UTC,"Sacramento Kings vs Oklahoma City Thunder @ Paycom Center, 2025-10-29 00:00 UTC",101,107
401809982,2025-10-29,Golden State Warriors,LA Clippers,Chase Center,2025-10-29,03:00 UTC,"LA Clippers vs Golden State Warriors @ Chase Center, 2025-10-29 03:00 UTC",79,98
401809986,2025-10-29,Toronto Raptors,Houston Rockets,Scotiabank Arena,2025-10-29,22:30 UTC,"Houston Rockets vs Toronto Raptors @ Scotiabank Arena, 2025-10-29 22:30 UTC",139,121
401809983,2025-10-29,Boston Celtics,Cleveland Cavaliers,TD Garden,2025-10-29,23:00 UTC,"Cleveland Cavaliers vs Boston Celtics @ TD Garden, 2025-10-29 23:00 UTC",105,125
401809984,2025-10-29,Detroit Pistons,Orlando Magic,Little Caesars Arena,2025-10-29,23:00 UTC,"Orlando Magic vs Detroit Pistons @ Little Caesars Arena, 2025-10-29 23:00 UTC",116,135
401809985,2025-10-29,Brooklyn Nets,Atlanta Hawks,Barclays Center,2025-10-29,23:30 UTC,"Atlanta Hawks vs Brooklyn Nets @ Barclays Center, 2025-10-29 23:30 UTC",117,112
401809987,2025-10-30,Chicago Bulls,Sacramento Kings,United Center,2025-10-30,00:00 UTC,"Sacramento Kings vs Chicago Bulls @ United Center, 2025-10-30 00:00 UTC",113,126
401809988,2025-10-30,Dallas Mavericks,Indiana Pacers,American Airlines Center,2025-10-30,00:30 UTC,"Indiana Pacers vs Dallas Mavericks @ American Airlines Center, 2025-10-30 00:30 UTC",105,107
401809989,2025-10-30,Denver Nuggets,New Orleans Pelicans,Ball Arena,2025-10-30,01:00 UTC,"New Orleans Pelicans vs Denver Nuggets @ Ball Arena, 2025-10-30 01:00 UTC",88,122
401809990,2025-10-30,Utah Jazz,Portland Trail Blazers,Delta Center,2025-10-30,01:00 UTC,"Portland Trail Blazers vs Utah Jazz @ Delta Center, 2025-10-30 01:00 UTC",136,134
401809991,2025-10-30,Minnesota Timberwolves,Los Angeles Lakers,Target Center,2025-10-30,01:30 UTC,"Los Angeles Lakers vs Minnesota Timberwolves @ Target Center, 2025-10-30 01:30 UTC",116,115
401809992,2025-10-30,Phoenix Suns,Memphis Grizzlies,Mortgage Matchup Center,2025-10-30,02:00 UTC,"Memphis Grizzlies vs Phoenix Suns @ Mortgage Matchup Center, 2025-10-30 02:00 UTC",114,113
401809993,2025-10-30,Charlotte Hornets,Orlando Magic,Spectrum Center,2025-10-30,23:00 UTC,"Orlando Magic vs Charlotte Hornets @ Spectrum Center, 2025-10-30 23:00 UTC",123,107
401809994,2025-10-31,Milwaukee Bucks,Golden State Warriors,Fiserv Forum,2025-10-31,00:00 UTC,"Golden State Warriors vs Milwaukee Bucks @ Fiserv Forum, 2025-10-31 00:00 UTC",110,120
401809995,2025-10-31,Oklahoma City Thunder,Washington Wizards,Paycom Center,2025-10-31,00:00 UTC,"Washington Wizards vs Oklahoma City Thunder @ Paycom Center, 2025-10-31 00:00 UTC",108,127
401809996,2025-10-31,San Antonio Spurs,Miami Heat,Frost Bank Center,2025-10-31,00:30 UTC,"Miami Heat vs San Antonio Spurs @ Frost Bank Center, 2025-10-31 00:30 UTC",101,107
401809502,2025-10-31,Indiana Pacers,Atlanta Hawks,Gainbridge Fieldhouse,2025-10-31,23:00 UTC,"Atlanta Hawks vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-10-31 23:00 UTC",128,108
401809503,2025-10-31,Philadelphia 76ers,Boston Celtics,Xfinity Mobile Arena,2025-10-31,23:00 UTC,"Boston Celtics vs Philadelphia 76ers @ Xfinity Mobile Arena, 2025-10-31 23:00 UTC",109,108
401809504,2025-10-31,Cleveland Cavaliers,Toronto Raptors,Rocket Arena,2025-10-31,23:30 UTC,"Toronto Raptors vs Cleveland Cavaliers @ Rocket Arena, 2025-10-31 23:30 UTC",112,101
401809505,2025-11-01,Chicago Bulls,New York Knicks,United Center,2025-11-01,00:00 UTC,"New York Knicks vs Chicago Bulls @ United Center, 2025-11-01 00:00 UTC",125,135
401809506,2025-11-01,Memphis Grizzlies,Los Angeles Lakers,FedExForum,2025-11-01,01:30 UTC,"Los Angeles Lakers vs Memphis Grizzlies @ FedExForum, 2025-11-01 01:30 UTC",117,112
401809507,2025-11-01,Phoenix Suns,Utah Jazz,Mortgage Matchup Center,2025-11-01,02:00 UTC,"Utah Jazz vs Phoenix Suns @ Mortgage Matchup Center, 2025-11-01 02:00 UTC",96,118
401809508,2025-11-01,Portland Trail Blazers,Denver Nuggets,Moda Center,2025-11-01,02:00 UTC,"Denver Nuggets vs Portland Trail Blazers @ Moda Center, 2025-11-01 02:00 UTC",107,109
401809509,2025-11-01,LA Clippers,New Orleans Pelicans,Intuit Dome,2025-11-01,02:30 UTC,"New Orleans Pelicans vs LA Clippers @ Intuit Dome, 2025-11-01 02:30 UTC",124,126
401809997,2025-11-01,Milwaukee Bucks,Sacramento Kings,Fiserv Forum,2025-11-01,21:00 UTC,"Sacramento Kings vs Milwaukee Bucks @ Fiserv Forum, 2025-11-01 21:00 UTC",135,133
